node_1,node_2,edge,chunk_id,node_3,count
humshakals,indian hindi-language comedy film,directed by Sajid Khan and produced by Vashu Bhagnani,18bb9cf033714581b3f2591525c096c4,,4
saif ali khan,riteish deshmukh,"[{'from': 'Saif Ali Khan', 'to': 'Saif Ali Khan 1', 'relation': 'plays three characters'}, {'from': 'Saif Ali Khan 1', 'to': 'Riteish Deshmukh 1', 'edge_type': 'related character in Humshakals'}, {'from': 'Ram Kapoor', 'to': 'Ram Kapoor 1', 'relation': 'plays three characters'}, {'from': 'Ram Kapoor 1', 'to': 'Saif Ali Khan 2', 'edge_type': 'related character in Humshakals'}, {'from': 'Ram Kapoor 1', 'to': 'Riteish Deshmukh 2', 'edge_type': 'related character in Humshakals'}, {'from': 'Saif Ali Khan 2', 'to': 'Riteish Deshmukh 3', 'edge_type': 'related character in Humshakals'}]",18bb9cf033714581b3f2591525c096c4,Ram Kapoor,4
ashok,kanwar amar nath singh (kans mama),"evil Mamaji teams up with an evil doctor, Dr. Khan, to get rid of Ashok (without murder) and keep control of his property",18bb9cf033714581b3f2591525c096c4,,4
mamaji,doctor khan,"evil Mamaji teams up with an evil doctor, Dr. Khan, to get rid of Ashok (without murder) and keep control of his property",18bb9cf033714581b3f2591525c096c4,,4
ashok's father,billionaire,Ashok's father is a billionaire but has been in a coma for the last six years.,18bb9cf033714581b3f2591525c096c4,,4
kanwar amar nath singh (kans mama),international locations,The film was shot extensively in various international locations,18bb9cf033714581b3f2591525c096c4,,4
ashok,lookalike of ashok,"accidentally released instead of the real Ashok, mix-up at mental asylum",e9443d9c539d4555bb1595e5b8c3570e,,4
kumar,lookalike of kumar,"accidentally released instead of the real Kumar, mix-up at mental asylum",e9443d9c539d4555bb1595e5b8c3570e,,4
ashok,mamaji,"enemy, Mamaji plans to use the duplicate Ashok to become the owner of the whole business empire",e9443d9c539d4555bb1595e5b8c3570e,,4
kumar,mamaji,"enemy, Mamaji plans to use the duplicate Kumar to become the owner of the whole business empire",e9443d9c539d4555bb1595e5b8c3570e,,4
ashok,true ashok,"real person, mix-up at mental asylum",e9443d9c539d4555bb1595e5b8c3570e,,4
kumar,true kumar,"real person, mix-up at mental asylum",e9443d9c539d4555bb1595e5b8c3570e,,4
ashok's mansion,mamaji,"control over property, Mamaji's plan to own the business empire",e9443d9c539d4555bb1595e5b8c3570e,,4
lookalike of ashok,ashok's mansion,"mistakenly admitted instead of real Ashok, mix-up at mental asylum",e9443d9c539d4555bb1595e5b8c3570e,,4
lookalike of kumar,ashok's mansion,"mistakenly admitted instead of real Kumar, mix-up at mental asylum",e9443d9c539d4555bb1595e5b8c3570e,,4
shanaya,mishti,"girlfriends of Ashok and Kumar, come to pick them up from the asylum",e9443d9c539d4555bb1595e5b8c3570e,,4
shanaya,lookalike of ashok,mistakenly picked up instead of real Ashok,e9443d9c539d4555bb1595e5b8c3570e,,4
mishti,lookalike of kumar,mistakenly picked up instead of real Kumar,e9443d9c539d4555bb1595e5b8c3570e,,4
cyrus,ashok,"help in revealing Mamaji's plan, true Ashok in secret ward 'C'",e9443d9c539d4555bb1595e5b8c3570e,,4
cyrus,kumar,"help in revealing Mamaji's plan, true Kumar in secret ward 'C'",e9443d9c539d4555bb1595e5b8c3570e,,4
bijlani,ashok and kumar,"cocaine smuggler, mistakenly delivered cocaine to Ashok and Kumar for flour",e9443d9c539d4555bb1595e5b8c3570e,,4
dr. shivani,men-behaving-like dogs,"realizes truth in mental asylum, promises to discharge them",e9443d9c539d4555bb1595e5b8c3570e,,4
evil plan,mamaji,Mamaji devises an evil plan to take over Ashok and Kumar's business while they are stuck in the asylum.,0e9c839f662d444fa29288347d6d22b0,,4
asylum,"ashok, kumar",Ashok and Kumar are currently residing in an asylum due to Mamaji's evil plan.,0e9c839f662d444fa29288347d6d22b0,,4
cyrus,"ashok, kumar",Cyrus offers help to Ashok and Kumar while they are in the asylum.,0e9c839f662d444fa29288347d6d22b0,,4
johnny,mamaji,"Johnny is a look-alike of Mamaji, which Ashok and Kumar plan to use for their revenge against Mamaji.",0e9c839f662d444fa29288347d6d22b0,,4
y.m. raj,"ashok, kumar",Y.M. Raj is the sadistic warden of the asylum who catches Ashok and Kumar while they are planning revenge against Mamaji.,0e9c839f662d444fa29288347d6d22b0,,4
sneeze,"johnny, y.m. raj",Johnny attacks Y.M. Raj when he sneezes in front of him.,0e9c839f662d444fa29288347d6d22b0,,4
