Question,Answer,LLAMA_response
"[""In the movie 'Hot Pursuit 2015', did Felipe Riva and his wife Daniella have no interaction with U.S. Marshal Jackson?""]",no,no
"[""In the plot of 'Hot Pursuit 2015', does Cooper join U.S. Marshal Jackson in protecting Felipe Riva and his wife Daniella?""]",yes,no
"In the plot of ""Hot Pursuit 2015"", did Daniella and Cooper stow away in a car when the assassins showed up?",no,yes
"According to the plot of ""Hot Pursuit 2015"", did Daniella and Cooper flee and drive away in a pickup after Red reappeared with a gun?",yes,yes
"[""In the movie 'Hot Pursuit 2015', did Red try to steal the truck from Cooper when it stopped?""]",no,yes
"[""In the plot of 'Hot Pursuit 2015', when the truck stops, does Cooper try to steal it but is stopped by the owner, Red, who reappears with a gun?""]",yes,no
"[""In Hot Pursuit 2015, does Daniella get upset when Randy flirts with Cooper?""]",no,yes
"[""In the plot of Hot Pursuit 2015, is Daniella pleased to see Randy flirting with Cooper?""]",yes,yes
"Did Cooper refuse to take off the bracelet in ""Hot Pursuit 2015""?",no,yes
"In ""Hot Pursuit 2015"", did Cooper agree to take off the bracelet in exchange for Randy's help?",yes,yes
"[""In the movie 'Hot Pursuit 2015', did Daniella fail to knock out Cooper with a single punch?""]",no,no
"[""In the plot of 'Hot Pursuit 2015', does Daniella succeed in knocking out Cooper with a single punch?""]",yes,no
"[""Did Daniella in 'Hot Pursuit 2015' express her intentions to save Cortez?""]",no,yes
"[""In the movie 'Hot Pursuit 2015', does Daniella reveal her intentions to kill Cortez?""]",yes,no
"[""In the movie 'Hot Pursuit 2015', does Cooper kill Daniella?""]",no,no
"[""In the plot of 'Hot Pursuit 2015', does Cooper stop Daniella from killing Cortez?""]",yes,no
"[""In the movie 'Hot Pursuit 2015', does Emmett shoot Cooper?""]",no,no
"[""In the plot of 'Hot Pursuit 2015', does Cooper tase Emmett after Emmett pulls a gun on him?""]",yes,no
"[""In the movie 'Hot Pursuit 2015', does Daniella sneak into Cortez's daughter's quinceañera as a woman?""]",no,yes
"[""In the plot of 'Hot Pursuit 2015', does Daniella sneak into Cortez's daughter's quinceañera disguised as a man?""]",yes,no
"[""In the movie 'Hot Pursuit 2015', did Cooper heed Captain Emmett's advice to let the FBI handle Cortez?""]",no,no
"[""In the plot of 'Hot Pursuit 2015', does Captain Emmett advise Cooper to let the FBI take care of Cortez?""]",yes,no
"""In the movie 'Hot Pursuit 2015', did Daniella decide to testify in Dallas?""",no,yes
"""In the plot of 'Hot Pursuit 2015', did Daniella hire men to 'kidnap' her before she was escorted out of her house?""",yes,no
"Did Cooper attend Cortez's daughter's quinceañera without any incident in the movie ""Hot Pursuit 2015""?",no,no
"In the movie ""Hot Pursuit 2015"", was Cooper mistaken for a pervert and thrown out from the bathroom at Cortez's daughter's quinceañera?",yes,yes
"[""In the plot of 'Hot Pursuit 2015', does Cooper try to prevent Daniella from wearing a wire to get Cortez's confession to her brother's murder?""]",no,no
"[""In the movie 'Hot Pursuit 2015', does Cooper attempt to get Daniella to wear a wire to get Cortez's confession to her brother's murder?""]",yes,yes
,,0.42857142857142855
