Question,Answer,LLAMA_response
"[""Does the movie 'Slender Man 2018' depict the girls discovering a link to a cooking tutorial video?""]",no,yes
"[""In the plot of 'Slender Man 2018', do the girls discover a link to a disturbing video demonstrating how to reach Slender Man?""]",yes,yes
"[""Is the 'slender man' identified as a location in the movie 'Slender Man 2018'?""]",no,yes
"[""Is the 'slender man' identified as a character in the movie 'Slender Man 2018'?""]",yes,yes
"[""Is Chloe immune to the Slender Man's mind infection in the movie 'Slender Man 2018'?""]",no,yes
"[""Does the Slender Man infect Chloe's mind in the movie 'Slender Man 2018'?""]",yes,yes
"[""Does Wren ignore the Slender Man mythology in the movie 'Slender Man 2018'?""]",no,yes
"[""Does Wren research the Slender Man mythology and suffer from frightening visions in the movie 'Slender Man 2018'?""]",yes,yes
"[""Did Chloe's panic attack in 'Slender Man 2018' have no effect on Lizzie?""]",no,no
"[""In the movie 'Slender Man 2018', does Chloe's encounter with the Slender Man lead to Lizzie having a major panic attack?""]",yes,yes
"""In the plot of 'Slender Man 2018', did Wren praise Hallie for trying to move on from the Slender Man issue?""",no,no
"""In 'Slender Man 2018', does Wren chastise Hallie for trying to move on from the Slender Man issue by spending the night with her boyfriend Tom?""",yes,yes
"[""Did Chloe refuse to put on blindfolds in the movie 'Slender Man 2018'?""]",no,yes
"[""In the movie 'Slender Man 2018', was Chloe instructed by Wren to wear blindfolds while contacting the Slender Man?""]",yes,yes
"[""In the plot of 'Slender Man 2018', do Wren and Hallie try to rescue Katie from the Slender Man by themselves without any other help?""]",no,yes
"[""In the movie 'Slender Man 2018', are Wren and Hallie part of a group trying to save Katie from the Slender Man's clutches?""]",yes,yes
"Did Chloe offer a picture of her and her mother in ""Slender Man 2018"" to retrieve Katie from the Slender Man's clutches?",no,no
"In the movie ""Slender Man 2018"", does Chloe offer a picture of her and her father to retrieve Katie from the Slender Man's clutches?",yes,yes
"[""In the plot of 'Slender Man 2018', did Wren bring a piece of handmade pottery to save Katie from a dragon?""]",no,no
"[""In the plot of 'Slender Man 2018', does Wren use a piece of handmade pottery that she created when she was five years old to try and rescue Katie from the Slender Man's clutches?""]",yes,no
"Did Lizzie approach Wren with no interest in Slender Man in the movie ""Slender Man 2018""?",no,yes
"In the movie ""Slender Man 2018"", does Lizzie offer Slender Man her teddy bear in the woods?",yes,yes
"[""Is the movie 'Slender Man 2018' about Wren trying to fight against Slender Man without any help?""]",no,yes
"[""In the movie 'Slender Man 2018', does Wren attempt to contact Slender Man with the help of Lizzie?""]",yes,yes
"[""Did the Slender Man in the 2018 movie abscond with nine peers of a character named John Riley?""]",no,no
"[""In the movie 'Slender Man 2018', was Allison Riley one of Slender Man's victims who claimed that the malevolent entity absconded with nine of her peers?""]",yes,yes
"[""Does Hallie find information about Slender Man in Wren's bedroom in the movie 'Slender Man 2018'?""]",yes,yes
"[""In the movie 'Slender Man 2018', does Hallie encourage Wren to commit suicide after finding information about Slender Man in her bedroom?""]",no,no
"Did Hallie cause the recent chain of events in the movie ""Slender Man 2018""?",no,yes
"In the movie ""Slender Man 2018"", does Hallie realize that Lizzie's only option for rescue is to sacrifice herself?",yes,yes
"[""In the plot of 'Slender Man 2018', does Lizzie become a part of a tree after being grabbed by a person with normal-sized appendages?""]",no,no
"[""In 'Slender Man 2018', does Lizzie fuse together with a person with enormous appendages and become a part of a tree while trying to escape?""]",yes,no
"Does the movie ""Slender Man 2018"" feature a character that moves like a turtle?",no,yes
"In ""Slender Man 2018"", is there a character that moves through the forest like a spider?",yes,yes
,,0.6470588235294118
