Question,Answer,LLAMA_response
"[""Is Sean Maguire not playing the character of King Leonidas in the movie 'Meet the Spartans 2008'?""]",no,yes
"[""Does Sean Maguire portray the character of King Leonidas in the movie 'Meet the Spartans 2008'?""]",yes,yes
"Did Zachary Dylan Smith play the role of an old Leonidas in the movie ""Meet the Spartans 2008""?",no,no
"In the movie ""Meet the Spartans 2008"", is the role of young Leonidas played by Zachary Dylan Smith?",yes,yes
"""In the movie 'Meet the Spartans 2008', did Kevin Sorbo play the role of a different character other than Captain Artemis?""",no,yes
"""In 'Meet the Spartans 2008', did Kevin Sorbo portray the character of Captain Artemis?""",yes,yes
"""In the movie 'Meet the Spartans 2008', was Carmen Electra cast as King Leonidas?""",no,yes
"""Did Carmen Electra play the role of Queen Margo in the movie 'Meet the Spartans 2008'?""",yes,yes
"[""Is Ken Davitian playing the role of King Leonidas in the movie 'Meet the Spartans 2008'?""]",no,yes
"[""Does Ken Davitian portray King Xerxes in the movie 'Meet the Spartans 2008'?""]",yes,yes
"[""Is Diedrich Bader playing the role of King Leonidas in the movie 'Meet the Spartans 2008'?""]",no,yes
"[""Does Diedrich Bader portray the character of Councilman Traitoro in the movie 'Meet the Spartans 2008'?""]",yes,yes
"[""Is Travis Van Winkle not playing the character Sonio in the movie 'Meet the Spartans 2008'?""]",no,yes
"[""Did Travis Van Winkle play the role of Sonio in the movie 'Meet the Spartans 2008'?""]",yes,yes
"""In the movie 'Meet the Spartans 2008', was Jareb Dauplaise cast as the main antagonist?""",no,yes
"""Did Jareb Dauplaise play the role of Dilio in the movie 'Meet the Spartans 2008'?""",yes,yes
"[""Is Hunter Clary playing the role of a warrior in the movie 'Meet the Spartans 2008'?""]",no,yes
"[""In the movie 'Meet the Spartans 2008', is Hunter Clary acting as Leo Jr.?""]",yes,yes
"[""Is Phil Morris playing the role of a king in the movie 'Meet the Spartans 2008'?""]",no,yes
"[""In the movie 'Meet the Spartans 2008', is Phil Morris playing the role of a messenger?""]",yes,yes
"Is Method Man playing the role of a Spartan warrior in the movie ""Meet the Spartans 2008""?",no,yes
"In the movie ""Meet the Spartans 2008"", does Method Man portray the character of Persian Emissary?",yes,yes
"[""Is Brad Pitt playing the role of Andy Basargian in the movie 'Meet the Spartans 2008'?""]",no,yes
"[""In the movie 'Meet the Spartans 2008', is Andy Basargian playing the role of Brad Pitt?""]",yes,no
"Is Angelina Jolie playing the role of Tiffany Claus in the movie ""Meet the Spartans 2008""?",no,no
"In the movie ""Meet the Spartans 2008"", is Tiffany Claus acting as Angelina Jolie?",yes,yes
"In ""Meet the Spartans 2008"", did Nick Steele play a different role than Kevin Federline?",no,yes
"In ""Meet the Spartans 2008"", did Nick Steele play the role of Kevin Federline?",yes,yes
"Did Winter Jones portray a character other than Sanjaya Malakar in the movie ""Meet the Spartans 2008""?",no,no
"In the movie ""Meet the Spartans 2008"", did Winter Jones portray the character of Sanjaya Malakar?",yes,no
"[""Is Christopher Lett not playing the role of Randy Jackson in the movie 'Meet the Spartans 2008'?""]",no,yes
"[""In the movie 'Meet the Spartans 2008', is Christopher Lett acting as Randy Jackson?""]",yes,no
"[""Is Nate Haden playing the role of Brad Pitt in the movie 'Meet the Spartans 2008'?""]",no,yes
"[""In the movie 'Meet the Spartans 2008', is Nate Haden acting as Ryan Seacrest?""]",yes,yes
"Is Robin Atkin Downes playing the role of the main villain in the movie ""Meet the Spartans 2008""?",no,yes
"Does Robin Atkin Downes act as the narrator in the movie ""Meet the Spartans 2008""?",yes,yes
,,0.5
