Question,Answer,LLAMA_response
"Is ""Firestarter 2022"" a remake of the original ""Firestarter"" from 1960?",no,yes
"Was the remake of ""Firestarter (1984)"", which is ""Firestarter 2022"", announced by Universal Pictures and Blumhouse Productions?",yes,yes
"""Is Akiva Goldsman not involved in the production of the Firestarter 2022 remake?""",no,yes
"""Is Akiva Goldsman set to direct and produce the Firestarter 2022 remake?""",yes,yes
"[""Is Fatih Akin the director for the original Firestarter movie released in 1984?""]",no,no
"[""Did Fatih Akin replace Goldsman as the director for the remake of Firestarter 2022?""]",yes,no
"[""Did Scott Teems write the script for the original Firestarter movie released in 1984?""]",no,yes
"[""Is Scott Teems the scriptwriter for the remake of Firestarter 2022?""]",yes,yes
"""Did Keith Thomas replace Akin as director for the Firestarter (1984) remake in December 2020?""",no,no
"""Is Keith Thomas the director who replaced Akin for the remake of the movie Firestarter (1984) in December 2019?""",yes,no
Did Zac Efron join the cast for the Firestarter (1984) remake in 2021?,no,no
"Is Zac Efron a part of the cast for the Firestarter 2022, a remake of the 1984 movie?",yes,yes
"""Did Michael Greyeyes join the cast for the Firestarter (1984) remake in 2020?""",no,no
"""Is Michael Greyeyes a part of the cast for the Firestarter (1984) remake, Firestarter 2022?""",yes,yes
"[""Is Ryan Kiera Armstrong not involved in the remake of Firestarter (1984)?""]",no,yes
"[""Was Ryan Kiera Armstrong added to the cast for the Firestarter (1984) remake in June 2021?""]",yes,no
"[""Is Gloria Reuben not a part of the cast for the Firestarter (1984) remake, Firestarter 2022?""]",no,yes
"[""Was Gloria Reuben added to the cast for the Firestarter (1984) remake, Firestarter 2022, in June 2021?""]",yes,no
"[""Is Sydney Lemmon not a part of the cast for the Firestarter (1984) remake, Firestarter 2022?""]",no,yes
"[""Was Sydney Lemmon added to the cast for the Firestarter (1984) remake, Firestarter 2022, in June 2021?""]",yes,yes
"[""Did Universal Pictures and Blumhouse Productions announce a sequel to Firestarter 2022 on April 27, 2017?""]",no,no
"[""Did Universal Pictures and Blumhouse Productions announce a remake of the 1984 movie Firestarter on April 27, 2017?""]",yes,yes
"[""Is the score for the 'Firestarter 2022' remake released by a company other than Back Lot Music?""]",no,yes
"[""Was the score for the 'Firestarter 2022' remake digitally released on May 13, 2022 by Back Lot Music?""]",yes,yes
"[""Is the score for the 'Firestarter (1984) remake' physically released on May 13, 2022?""]",no,no
"[""Was the score for the 'Firestarter (1984) remake' digitally released on May 13, 2022?""]",yes,no
,,0.5384615384615384
