Question,Answer,LLAMA_response
"Is ""The Mummy 2017"" the fourth installment of The Mummy series titled 'The Mummy: Rise of the Aztecs' planned by Warner Bros?",no,no
"Was the fourth installment of The Mummy series, titled 'The Mummy: Rise of the Aztecs', planned by Universal Pictures?",yes,no
"[""Was Brendan Fraser involved in the production of 'The Mummy 2017'?""]",no,yes
"[""Did Brendan Fraser supposedly agree to be part of 'The Mummy: Rise of the Aztecs'?""]",yes,yes
"[""Did John Hannah decline to participate in 'The Mummy: Rise of the Aztecs'?""]",no,yes
"[""Was John Hannah reportedly involved in the production of 'The Mummy: Rise of the Aztecs'?""]",yes,yes
"Did Jon Spaihts, known for his work on the Alien prequel Prometheus, have no involvement in the production of ""The Mummy 2017""?",no,yes
"Is Jon Spaihts, who is known for his work on the Alien prequel Prometheus, associated with the production of ""The Mummy 2017""?",yes,yes
"[""Is Sean Daniel the director of 'The Mummy 2017'?""]",no,yes
"[""Did Sean Daniel act as a producer for 'The Mummy 2017'?""]",yes,yes
"Did Andy Muschietti continue to work on ""The Mummy 2017"" after May 2014?",no,no
"Did Andy Muschietti leave the project of ""The Mummy 2017"" in May 2014 due to creative differences?",yes,yes
"Did Sofia Boutella refuse to portray the title character in ""The Mummy 2017""?",no,yes
"Was Sofia Boutella cast for the title character in ""The Mummy 2017"" due to her impressive performance in Kingsman: The Secret Service?",yes,yes
"[""Was Annabelle Wallis a supporting actor in the movie 'The Mummy 2017'?""]",no,yes
"[""Was Annabelle Wallis cast as a co-lead in the movie 'The Mummy 2017'?""]",yes,yes
"[""Did Jake Johnson play the lead role in 'The Mummy 2017'?""]",no,yes
"[""Did Jake Johnson have a supporting role in 'The Mummy 2017'?""]",yes,yes
"[""Did Cruise have no influence during the production of 'The Mummy 2017'?""]",no,yes
"[""During the production of 'The Mummy 2017', did Cruise wield nearly complete creative oversight on the film?""]",yes,yes
"""Did Cruise have no involvement in the direction of 'The Mummy 2017'?""",no,yes
"""Did Cruise take on a significant role in directing the action sequences of 'The Mummy 2017'?""",yes,yes
"""Did McQuarrie refuse to contribute to the screenplay of 'The Mummy 2017'?""",no,yes
"""Were Christopher McQuarrie and Dylan Kussman enlisted to help transform the screenplay of 'The Mummy 2017' into a Tom Cruise-vehicle?""",yes,yes
"Did Kurtzman have no issues managing the scope of ""The Mummy 2017""?",no,no
"Was Cruise said to have felt like the 'real director' of ""The Mummy 2017"" when Kurtzman struggled to handle the scope of the film?",yes,yes
"Was David Koepp not involved in the writing process for the ""Bride of Frankenstein"" reboot during the production of ""The Mummy 2017""?",no,no
"Was David Koepp awarded screenplay credit for his work on the ""Bride of Frankenstein"" reboot during the production of ""The Mummy 2017""?",yes,no
"Did Kurtzman remain involved in the project of ""The Mummy 2017"" after expressing his dissatisfaction with the movie?",no,yes
"Did Kurtzman, in a 2019 interview, express that his experience with ""The Mummy 2017"" turned out to be an 'incredible blessing' despite initial dissatisfaction?",yes,yes
,,0.5666666666666667
