Question,Answer,LLAMA_response
"[""Is the character Bill Biscane in the movie 'Superbabies Baby Geniuses 2 2004' played by someone other than Jon Voight?""]",no,yes
"[""Does Jon Voight play the character Bill Biscane in the movie 'Superbabies Baby Geniuses 2 2004'?""]",yes,no
"""Did Jake Smith provide the voice for a character in 'The Lion King' instead of 'Superbabies: Baby Geniuses 2 2004'?""",no,yes
"""In the movie 'Superbabies: Baby Geniuses 2 2004', did Jake Smith provide the voice for the character Baby Biscane?""",yes,yes
"[""Is the character Stan Bobbins in the movie 'Superbabies Baby Geniuses 2 2004' played by actor Tom Hanks?""]",no,no
"[""In the movie 'Superbabies Baby Geniuses 2 2004', does Scott Baio play the character Stan Bobbins?""]",yes,yes
"[""Did Vanessa Angel play the role of Superman in the movie 'Superbabies Baby Geniuses 2 2004'?""]",no,no
"[""Did Vanessa Angel play the character Jean Bobbins in the movie 'Superbabies Baby Geniuses 2 2004'?""]",yes,yes
"""Did Skyler Shaye play a character named John in the movie 'Superbabies: Baby Geniuses 2 2004'?""",no,no
"""In the movie 'Superbabies: Baby Geniuses 2 2004', does Skyler Shaye play the character Kylie?""",yes,yes
"[""Did the brothers Leo, Gerry and Myles Fitzgerald provide the voices for Baby Kahuna and Kahuna in the movie 'Superbabies: Baby Geniuses 2 2004'?""]",yes,yes
"[""In the movie 'Superbabies: Baby Geniuses 2 2004', were the voices for Baby Kahuna and Kahuna provided by actors other than Leo, Gerry and Myles Fitzgerald?""]",no,yes
"[""Is the character Baby Kahuna in the movie 'Superbabies Baby Geniuses 2 2004' played by an actor named Robert De Niro?""]",no,no
"[""In the movie 'Superbabies Baby Geniuses 2 2004', is the character Baby Kahuna played by Connor Christopher Lewis?""]",yes,yes
"""Did Justin Chatwin play the character Zack in the movie 'Superbabies: Baby Geniuses 2 2004'?""",yes,yes
"""Is Justin Chatwin not associated with the character Zack in the movie 'Superbabies: Baby Geniuses 2 2004'?""",no,yes
"[""Did Peter Wingfield play the character Crowe in the movie 'The Lord of the Rings' rather than 'Superbabies: Baby Geniuses 2 2004'?""]",no,no
"[""In the movie 'Superbabies: Baby Geniuses 2 2004', does Peter Wingfield play the character Crowe?""]",yes,no
"[""Is the character Brandon in the movie 'Superbabies Baby Geniuses 2 2004' played by an actor other than Shaun Sipos?""]",no,yes
"[""Does Shaun Sipos portray the character Brandon in the movie 'Superbabies Baby Geniuses 2 2004'?""]",yes,no
"Is Thomas Kretschmann not part of the cast in the movie ""Superbabies Baby Geniuses 2 2004""?",no,no
"Does Thomas Kretschmann play the character Roscoe in the movie ""Superbabies Baby Geniuses 2 2004""?",yes,no
"""Does Jennifer Kraft play the character Stefanie von Pfetten in the movie Superbabies Baby Geniuses 2 2004?""",no,no
"""Does Stefanie von Pfetten play the character Jennifer Kraft in the movie Superbabies Baby Geniuses 2 2004?""",yes,no
"Did Dagmar Midcap play a different character other than herself in the movie ""Superbabies: Baby Geniuses 2 2004""?",no,no
"Does Dagmar Midcap appear as herself in the movie ""Superbabies: Baby Geniuses 2 2004""?",yes,no
"""Did Whoopi Goldberg play a fictional character in the movie 'Superbabies: Baby Geniuses 2 2004'?""",no,yes
"""Did Whoopi Goldberg appear as herself in the movie 'Superbabies: Baby Geniuses 2 2004'?""",yes,yes
"""Did Anastasia Trovato play the character Tascha in the movie 'Superbabies: Baby Geniuses 2 2004'?""",yes,no
"""Is Anastasia Trovato the director of the movie 'Superbabies: Baby Geniuses 2 2004'?""",no,yes
"[""Did Devin Douglas Drewitz play the character Peter in the movie 'The Godfather'?""]",no,no
"[""Did Devin Douglas Drewitz play the character Peter in the movie 'Superbabies Baby Geniuses 2 2004'?""]",yes,no
"[""Did Jessica Amlee play the character Little Greta in the movie 'Superbabies Baby Geniuses 2 2004'?""]",yes,no
"[""Was Jessica Amlee not involved in the movie 'Superbabies Baby Geniuses 2 2004' as Little Greta?""]",no,no
"""In the movie 'Superbabies: Baby Geniuses 2 2004', was the character Muggles played by an actor named Robert De Niro?""",no,no
"""In the movie 'Superbabies: Baby Geniuses 2 2004', does Alfonso Quijada play the character Muggles?""",yes,no
"[""Did Nancy J. Lilley play the character Greta in the movie 'The Lord of the Rings'?""]",no,no
"[""In the movie 'Superbabies Baby Geniuses 2 2004', does Nancy J. Lilley play the character Greta?""]",yes,yes
"Did Jessica Amlee play the role of Little Greta in the movie ""The Lion King""?",no,no
"In the movie ""Superbabies Baby Geniuses 2 2004"", is the character Little Greta played by Jessica Amlee?",yes,yes
"Is Barry Bostwick uncredited in the movie ""Superbabies Baby Geniuses 2 2004"" because he did not appear in it at all?",no,yes
"Does Barry Bostwick appear as himself, albeit uncredited, in the movie ""Superbabies Baby Geniuses 2 2004""?",yes,yes
"Did Michael Sorvino play a fictional character in the movie ""Superbabies: Baby Geniuses 2 2004""?",no,yes
"Did Michael Sorvino appear as himself (uncredited) in the movie ""Superbabies: Baby Geniuses 2 2004""?",yes,yes
"Did the boy band O-Town not appear in the movie ""Superbabies Baby Geniuses 2 2004""?",no,no
"Did the boy band O-Town make an uncredited appearance as themselves in the movie ""Superbabies Baby Geniuses 2 2004""?",yes,no
"Did Joyce DeWitt play the role of a fictional character in the movie ""Superbabies: Baby Geniuses 2 2004""?",no,no
"Did Joyce DeWitt appear as herself, albeit uncredited, in the movie ""Superbabies: Baby Geniuses 2 2004""?",yes,no
"Did Roddy McDowall not appear in the movie ""Superbabies Baby Geniuses 2 2004""?",no,no
"Did Roddy McDowall make an uncredited appearance as himself in the movie ""Superbabies Baby Geniuses 2 2004""?",yes,no
,,0.56
