Question,Answer,LLAMA_response
"[""Is Mike Myers not a part of the cast in the movie 'The Love Guru 2008'?""]",no,yes
"[""Does Mike Myers play the character of Guru Maurice Pitka in the movie 'The Love Guru 2008'?""]",yes,yes
"""Is Jessica Alba not part of the cast in the movie 'The Love Guru 2008'?""",no,yes
"""Does Jessica Alba play the character Jane Bullard in the movie 'The Love Guru 2008'?""",yes,yes
"[""Did Justin Timberlake play the character Jacques Grandé in a movie other than 'The Love Guru 2008'?""]",no,yes
"[""Does Justin Timberlake play the character Jacques Grandé in the movie 'The Love Guru 2008'?""]",yes,yes
"[""Is Romany Malco not involved in the movie 'The Love Guru 2008'?""]",no,yes
"[""Does Romany Malco play the character Darren Roanoke in the movie 'The Love Guru 2008'?""]",yes,yes
"Is it true that Meagan Good did not play any character in the movie ""The Love Guru 2008""?",no,yes
"Does Meagan Good portray the character Prudence Roanoke in the movie ""The Love Guru 2008""?",yes,no
"""In the movie 'The Love Guru 2008', is the character Coach Punch Cherkov played by an actor other than Verne Troyer?""",no,yes
"""Does Verne Troyer play the character Coach Punch Cherkov in the movie 'The Love Guru 2008'?""",yes,yes
,,0.4166666666666667
