Question,Answer,LLAMA_response
"""Did Justin Marks write the script for 'Street Fighter The Legend of Chun-Li 2009' focusing on a character other than Chun-Li?""",no,yes
"""Was Justin Marks assigned to write the script for 'Street Fighter The Legend of Chun-Li 2009', focusing on Chun-Li's origin story?""",yes,yes
"Did Kristin Kreuk play the role of Ryu in the movie ""Street Fighter The Legend of Chun-Li 2009""?",no,no
"Was Kristin Kreuk cast as Chun-Li in the movie ""Street Fighter The Legend of Chun-Li 2009""?",yes,no
"""Was Michael Clarke Duncan cast to portray Balrog in the Street Fighter movie adaptation in 2009, not 2008?""",no,yes
"""In the movie 'Street Fighter The Legend of Chun-Li 2009', was Michael Clarke Duncan cast to portray the character Balrog?""",yes,yes
"[""Was Chris Klein not cast as Charlie Nash in the movie 'Street Fighter The Legend of Chun-Li 2009'?""]",no,no
"[""Was Chris Klein cast as Charlie Nash in the movie 'Street Fighter The Legend of Chun-Li 2009'?""]",yes,yes
"""Is it true that Taboo from the Black Eyed Peas was not cast as Vega in the 2009 movie 'Street Fighter The Legend of Chun-Li'?""",no,yes
"""Was Taboo, a member of the Black Eyed Peas, cast as Vega in the 2009 movie 'Street Fighter The Legend of Chun-Li'?""",yes,yes
"""Was Robin Shou the original actor to play Gen in the movie 'Street Fighter  The Legend of Chun-Li 2009'?""",no,yes
"""Was the role of Gen in the movie 'Street Fighter  The Legend of Chun-Li 2009' recast with Robin Shou in 2008?""",yes,yes
"""Was Neal McDonough cast as M. Bison in the 'Street Fighter The Legend of Chun-Li 2009' movie in 2010?""",no,yes
"""Did Neal McDonough play the character M. Bison in the 'Street Fighter The Legend of Chun-Li 2009' movie?""",yes,no
"""Did Rick Yune play the role of Gen in the movie 'Street Fighter The Legend of Chun-Li 2009'?""",no,yes
"""In the movie 'Street Fighter The Legend of Chun-Li 2009', was the character Gen played by Robin Shou, who also portrayed Liu Kang in the Mortal Kombat film series?""",yes,yes
"[""Did Dion Lam work as a costume designer for the movie 'Street Fighter The Legend of Chun-Li 2009'?""]",no,yes
"[""Did Dion Lam serve as one of the fight choreographers for the movie 'Street Fighter The Legend of Chun-Li 2009'?""]",yes,yes
"""Did Jonathan Eusebio have no involvement in the fight choreography for the movie 'Street Fighter The Legend of Chun-Li 2009'?""",no,yes
"""Was Jonathan Eusebio one of the fight choreographers for the movie 'Street Fighter The Legend of Chun-Li 2009'?""",yes,yes
,,0.5
