Question,Answer,LLAMA_response
"""Is Dieter Laser a school teacher at George H.W. Bush State Prison in the movie 'The Human Centipede 3 (Final Sequence) 2015'?""",no,yes
"""Does Dieter Laser play the role of a prison warden at George H.W. Bush State Prison in the movie 'The Human Centipede 3 (Final Sequence) 2015'?""",yes,yes
"""Does Laurence R. Harvey play the role of a character named John in 'The Human Centipede 3 (Final Sequence) 2015'?""",no,yes
"""Does Laurence R. Harvey play the role of Bill Boss in 'The Human Centipede 3 (Final Sequence) 2015'?""",yes,yes
"""In the movie 'The Human Centipede 3 (Final Sequence) 2015', does Robert LaSardo portray the character of the prison warden?""",no,yes
"""Does Robert LaSardo play the role of Inmate 297 in 'The Human Centipede 3 (Final Sequence) 2015'?""",yes,yes
"[""Is Tommy 'Tiny' Lister, Jr. not a part of the cast in 'The Human Centipede 3 (Final Sequence) 2015'?""]",no,yes
"[""Does Tommy 'Tiny' Lister, Jr. play the character of Inmate 178 in 'The Human Centipede 3 (Final Sequence) 2015'?""]",yes,yes
"""In the movie 'The Human Centipede 3 (Final Sequence) 2015', does Jay Tavare play the role of the warden?""",no,yes
"""Does Jay Tavare appear as Inmate 346 in 'The Human Centipede 3 (Final Sequence) 2015'?""",yes,yes
"[""Is Eric Roberts not a part of the cast in the movie 'The Human Centipede 3 (Final Sequence) 2015'?""]",no,yes
"[""Does Eric Roberts play the role of Governor Hughes in the movie 'The Human Centipede 3 (Final Sequence) 2015'?""]",yes,yes
"[""Is Bree Olson not involved in the movie 'The Human Centipede 3 (Final Sequence) 2015' in any capacity?""]",no,yes
"[""Does Bree Olson perform the role of Daisy in the movie 'The Human Centipede 3 (Final Sequence) 2015'?""]",yes,no
"""Does Clayton Rohner portray the character Dr. Jones in the movie 'The Human Centipede 3 (Final Sequence) 2015'?""",yes,no
"""In the movie 'The Human Centipede 3 (Final Sequence) 2015', is Dr. Jones portrayed by an actor other than Clayton Rohner?""",no,no
"""Did Tom Six play a character other than himself in the movie 'The Human Centipede 3 (Final Sequence) 2015'?""",no,yes
"""Did Tom Six appear as himself in the movie 'The Human Centipede 3 (Final Sequence) 2015'?""",yes,yes
"""In the movie 'The Human Centipede 3 (Final Sequence) 2015', does Hamzah Saman play the character of a prison warden?""",no,no
"""Does Hamzah Saman play the role of Inmate 093 in 'The Human Centipede 3 (Final Sequence) 2015'?""",yes,no
"""In the movie 'The Human Centipede 3 (Final Sequence) 2015', does Peter Blankenstein play the role of the prison warden?""",no,yes
"""Does Peter Blankenstein appear as Inmate 106 in the movie 'The Human Centipede 3 (Final Sequence) 2015'?""",yes,yes
"Is Carlos Ramirez the director of ""The Human Centipede 3 (Final Sequence) 2015""?",no,no
"Does Carlos Ramirez perform the role of Inmate 309 in ""The Human Centipede 3 (Final Sequence) 2015""?",yes,no
"""In 'The Human Centipede 3 (Final Sequence) 2015', does Bill Hutchens play the role of the prison warden?""",no,yes
"""Does Bill Hutchens appear as Inmate 488 in 'The Human Centipede 3 (Final Sequence) 2015'?""",yes,yes
"Is Chris Clanton not part of the cast of ""The Human Centipede 3 (Final Sequence) 2015""?",no,no
"Does Chris Clanton portray a prisoner in ""The Human Centipede 3 (Final Sequence) 2015""?",yes,yes
"""Does Akihiro Kitamura play the role of the prison guard in the movie 'The Human Centipede 3 (Final Sequence) 2015'?""",no,yes
"""In the movie 'The Human Centipede 3 (Final Sequence) 2015', does Akihiro Kitamura portray the character of Inmate 333?""",yes,yes
"""Does Basil Firea play the role of a prison guard in the movie 'The Human Centipede 3 (Final Sequence) 2015'?""",no,no
"""In the movie 'The Human Centipede 3 (Final Sequence) 2015', is Basil Firea cast as Inmate 310?""",yes,no
"Is ""Daniel TwoFeathers"" the director of ""The Human Centipede 3 (Final Sequence) 2015""?",no,no
"Does ""Daniel TwoFeathers"" play the role of a ""Stabbed Prison Guard"" in ""The Human Centipede 3 (Final Sequence) 2015""?",yes,no
,,0.5
