Question,Answer,LLAMA_response
"""Did Kenn Viselman have no involvement in the production of 'The Oogieloves in the Big Balloon Adventure 2012' because of his connection with the Teletubbies?""",no,yes
"""Was Kenn Viselman, who was involved with the Teletubbies, a part of the production team for 'The Oogieloves in the Big Balloon Adventure 2012'?""",yes,yes
"[""Did Anne Wood allow Kenn Viselman to pursue a film adaptation of the show in the production of 'The Oogieloves in the Big Balloon Adventure 2012'?""]",no,yes
"[""Did Kenn Viselman have disputes with Anne Wood during the production of 'The Oogieloves in the Big Balloon Adventure 2012'?""]",yes,yes
"Did Pixar produce the movie ""The Oogieloves in the Big Balloon Adventure 2012""?",no,no
"Was the movie ""The Oogieloves in the Big Balloon Adventure 2012"" created with an interactive aspect, allowing children to sing, dance, and respond to the characters on screen?",yes,yes
"""Did Kenn Viselman get the inspiration to create 'The Oogieloves in the Big Balloon Adventure 2012' after watching 'Harry Potter and the Philosopher's Stone'?""",no,yes
"""Is it true that Kenn Viselman was inspired to create 'The Oogieloves in the Big Balloon Adventure 2012' after seeing audience interaction during 'Madea Goes to Jail'?""",yes,yes
"""Was 'The Oogieloves in the Big Balloon Adventure 2012' not influenced by the children's TV show 'My Bedbugs'?""",no,yes
"""Does 'The Oogieloves in the Big Balloon Adventure 2012' incorporate an interactive aspect that encourages children to sing, dance, and respond to the characters on screen?""",yes,yes
"""Was 'The Oogieloves in the Big Balloon Adventure 2012' filmed in Texas, not Canton, Michigan?""",no,yes
"""Is Canton, the location where 'The Oogieloves in the Big Balloon Adventure 2012' was filmed, a place in Michigan?""",yes,yes
"Was ""The Oogieloves in the Big Balloon Adventure 2012"" filmed in Texas rather than Michigan?",no,yes
"Is Farmington Hills, the location where ""The Oogieloves in the Big Balloon Adventure 2012"" was filmed, a place in Michigan?",yes,yes
"""Was 'The Oogieloves in the Big Balloon Adventure 2012' filmed in California, not Shelby Township, Michigan?""",no,yes
"""Is Shelby Township, where 'The Oogieloves in the Big Balloon Adventure 2012' was filmed, located in Michigan?""",yes,yes
"""Was 'The Oogieloves in the Big Balloon Adventure 2012' filmed in Texas, not Waterford, Michigan?""",no,yes
"""Is Waterford, the filming location for 'The Oogieloves in the Big Balloon Adventure 2012', located in Michigan?""",yes,yes
"""Was 'The Oogieloves in the Big Balloon Adventure 2012' filmed in Texas, not Michigan?""",no,yes
"""Is Windmill Island, a location featured in 'The Oogieloves in the Big Balloon Adventure 2012', situated in Michigan?""",yes,yes
"""Did Viselman produce both The Oogieloves in the Big Balloon Adventure 2012 and Thomas the Tank Engine?""",yes,no
"""In the production of The Oogieloves in the Big Balloon Adventure 2012, did Viselman have no past experience in children's entertainment?""",no,yes
"""Did Braxton from 'The Oogieloves in the Big Balloon Adventure 2012' dislike children's entertainment?""",no,yes
"""In the production of 'The Oogieloves in the Big Balloon Adventure 2012', did Braxton show an interest in children's entertainment?""",yes,no
"Did Leachman refuse to do the movements for her song in ""The Oogieloves in the Big Balloon Adventure 2012""?",no,yes
"In ""The Oogieloves in the Big Balloon Adventure 2012"", did the dancing influence Leachman to get back into exercising after fifteen years of not doing so?",yes,yes
,,0.46153846153846156
