Question,Answer,LLAMA_response
"Is it true that Ben Barnes plays the role of a character named John Smith in the movie ""The Big Wedding 2013""?",no,yes
"Can we confirm that Ben Barnes plays the role of Alejandro Soto Griffin in the movie ""The Big Wedding 2013""?",yes,no
"""In the movie 'The Big Wedding 2013', is Amanda Seyfried's character named Jennifer?""",no,yes
"""Does Amanda Seyfried portray the character Melissa 'Missy' O'Connor in the movie 'The Big Wedding 2013'?""",yes,yes
"[""Is Robert De Niro absent from the cast of 'The Big Wedding 2013'?""]",no,yes
"[""Does Robert De Niro play the character of Donald Robert 'Don' Griffin in 'The Big Wedding 2013'?""]",yes,yes
"[""Is Diane Keaton not a part of the cast in 'The Big Wedding 2013'?""]",no,yes
"[""Did Diane Keaton portray the character Eleanor 'Ellie' Griffin in 'The Big Wedding 2013'?""]",yes,yes
"""Is Katherine Heigl not a part of the cast in the movie 'The Big Wedding 2013'?""",no,yes
"""Does Katherine Heigl depict the character Lyla Griffin in the movie 'The Big Wedding 2013'?""",yes,yes
"Is Jared Griffin portrayed by an actor other than Topher Grace in the movie ""The Big Wedding 2013""?",no,yes
"Does Topher Grace portray the character Jared Griffin in the movie ""The Big Wedding 2013""?",yes,yes
"""Did Susan Sarandon portray a character named Beatrice Martha 'Bebe' McBride in a film other than 'The Big Wedding 2013'?""",no,yes
"""Does Susan Sarandon depict the character Beatrice Martha 'Bebe' McBride in the movie 'The Big Wedding 2013'?""",yes,yes
"[""Did Robin Williams play the role of a villain in the movie 'The Big Wedding 2013'?""]",no,yes
"[""Did Robin Williams portray the character Father Bill in the movie 'The Big Wedding 2013'?""]",yes,yes
"""Did David Rasche portray a character named Barry O'Connor in the movie 'The Big Wedding 2013'?""",yes,yes
"""In the movie 'The Big Wedding 2013', was Barry O'Connor played by an actor other than David Rasche?""",no,yes
"[""Did Patricia Rae portray Madonna Soto in the movie 'The Big Wedding 2013'?""]",yes,yes
"[""Did Madonna Soto portray Patricia Rae in the movie 'The Big Wedding 2013'?""]",no,yes
"Is Ana Ayora depicted as Nuria Soto by another actress in the movie ""The Big Wedding 2013""?",no,no
"Does Ana Ayora depict Nuria Soto in the movie ""The Big Wedding 2013""?",yes,no
"[""In the movie 'The Big Wedding 2013', does Kyle Bornheimer play the role of a character named John?""]",no,yes
"[""Does Kyle Bornheimer portray a character named Andrew in the movie 'The Big Wedding 2013'?""]",yes,yes
"""In the movie 'The Big Wedding 2013', is the character of Jane played by an actress other than Megan Ketch?""",no,yes
"""Does Megan Ketch portray the character of Jane, who is a nurse at Jared's hospital, in the movie 'The Big Wedding 2013'?""",yes,yes
"[""Did Christa Campbell play the role of a character named Kim in the movie 'The Big Wedding 2013'?""]",yes,yes
"[""Is Christa Campbell the director of the movie 'The Big Wedding 2013'?""]",no,yes
,,0.4642857142857143
