Question,Answer,LLAMA_response
"Does the movie's summary for ""Norm of the North 2016"" refer to the cast list of the film?",no,yes
"Does the movie's summary for ""Norm of the North 2016"" provide a brief description or details about the film?",yes,yes
"Is the relationship between Norm and his father, the King of the Arctic, irrelevant to the movie ""Norm of the North 2016""?",no,yes
"Is Norm, a polar bear, related to the King of the Arctic in the movie ""Norm of the North 2016""?",yes,yes
"[""Did Norm's grandfather appear throughout the entire movie 'Norm of the North 2016'?""]",no,yes
"[""In the movie 'Norm of the North 2016', did Norm's grandfather disappear?""]",yes,yes
"[""Is Elizabeth in love with Norm in the movie 'Norm of the North 2016'?""]",no,yes
"[""Is Norm in love with a female polar bear named Elizabeth in the movie 'Norm of the North 2016'?""]",yes,yes
"Does Socrates reject Norm as an outcast from the other animals in the movie ""Norm of the North 2016""?",no,no
"Does Socrates accept Norm as an outcast from the other animals in the movie ""Norm of the North 2016""?",yes,no
"[""Does the movie 'Norm of the North 2016' depict Norm as a popular character among other animals due to his ability to speak to humans?""]",no,yes
"[""In the movie 'Norm of the North 2016', is Norm made an outcast from the other animals because of his ability to speak to humans?""]",yes,yes
"[""Does Norm from 'Norm of the North 2016' lack the ability to communicate with humans?""]",no,yes
"[""In the movie 'Norm of the North 2016', does Norm have the unique trait of being able to communicate with humans?""]",yes,yes
"[""Does the movie 'Norm of the North 2016' depict a scenario where tourists are leaving the Arctic?""]",no,yes
"[""In the movie 'Norm of the North 2016', are human tourists filling the Arctic?""]",yes,yes
"[""Is Norm in love with a male polar bear named Elizabeth in the movie 'Norm of the North 2016'?""]",no,yes
"[""Is Norm in love with a female polar bear named Elizabeth in the movie 'Norm of the North 2016'?""]",yes,yes
"[""Did Norm's grandfather replace human tourists in the Arctic in the movie 'Norm of the North 2016'?""]",no,yes
"[""In the movie 'Norm of the North 2016', did human tourists replace Norm's grandfather in the Arctic?""]",yes,yes
"[""Did Socrates show Norm and three Arctic lemmings a luxury condo in the movie 'Norm of the North 2016'?""]",yes,no
"[""In the movie 'Norm of the North 2016', did Socrates show Norm and three Arctic lemmings a simple igloo instead of a luxury condo?""]",no,yes
"[""Is Vera a poor peasant in the movie 'Norm of the North 2016'?""]",no,yes
"[""In the movie 'Norm of the North 2016', does Vera represent wealthy developer Mr. Greene?""]",yes,yes
"[""Does Norm from 'Norm of the North 2016' audition for Mr. Greene's commercial as himself, not pretending to be anyone else?""]",no,yes
"[""In the movie 'Norm of the North 2016', does Norm pretend to be an actress dressed as a polar bear?""]",yes,yes
"[""Did Mr. Greene release Norm's grandfather in the movie 'Norm of the North 2016'?""]",no,yes
"[""In the movie 'Norm of the North 2016', did Mr. Greene capture Norm's grandfather?""]",yes,yes
"[""Did Mr. Greene confront Norm with a tranquilizer gun because he suspects that Norm has come to free his grandfather in the movie 'Norm of the North 2016'?""]",yes,no
"[""In the movie 'Norm of the North 2016', did Mr. Greene confront Norm with a tranquilizer gun because he thinks Norm is there to harm him?""]",no,yes
"Does ""Norm of the North 2016"" suggest that Norm's popularity decreases Mr. Greene's approval ratings?",no,yes
"In ""Norm of the North 2016"", does Norm's popularity further increase Mr. Greene's approval ratings?",yes,yes
"[""Does Mr. Greene in the movie 'Norm of the North 2016' use recorded dialogue to claim that Norm opposes his developments?""]",no,yes
"[""In the movie 'Norm of the North 2016', does Mr. Greene use recorded dialogue to claim that Norm supports his developments?""]",yes,yes
"Is Vera's daughter Olympia encouraging Norm to support Mr. Greene's campaign in the movie ""Norm of the North 2016""?",no,yes
"In the movie ""Norm of the North 2016"", does Vera's daughter Olympia advise Norm to speak out against Mr. Greene to save the Arctic?",yes,yes
"Is Norm opposed to the developments in the Arctic in the movie ""Norm of the North 2016""?",no,yes
"Does Norm receive comfort from Vera and Olympia after being defeated in the movie ""Norm of the North 2016""?",yes,yes
"[""In the movie 'Norm of the North 2016', is Mr. Greene a member of the Polar Council?""]",no,yes
"[""In the movie 'Norm of the North 2016', is Mr. Greene bribing a high-ranking member of the Polar Council?""]",yes,yes
"[""In the movie 'Norm of the North 2016', did Vera refuse to work for Pablo after resigning her position?""]",no,yes
"[""In the movie 'Norm of the North 2016', was Vera hired by Pablo after she resigned her position?""]",yes,yes
"[""Does Norm of the North 2016 end with Norm and his grandfather getting separated?""]",no,yes
"[""In the movie Norm of the North 2016, do Norm and his grandfather get reunited after being freed by the lemmings?""]",yes,yes
"[""In the movie 'Norm of the North 2016', did Mr. Greene's reputation improve after his bribery was publicly revealed?""]",no,yes
"[""In the movie 'Norm of the North 2016', was Mr. Greene's bribery publicly revealed, leading to the ruin of his reputation?""]",yes,yes
"Is Norm from ""Norm of the North 2016"" never crowned as the king of the arctic?",no,yes
"Does Norm from ""Norm of the North 2016"" become the king of the arctic due to his heroism?",yes,yes
"""Did the movie 'Norm of the North 2016' not have any television commercials during its release?""",no,yes
"""Were there television commercials for the film 'Norm of the North 2016' played on several channels during its release?""",yes,yes
"Did the reviewer from The A.V. Club praise ""Norm of the North 2016"" as a quality animated family film?",no,no
"Did the reviewer from The A.V. Club compare ""Norm of the North 2016"" to quality animated family films produced by Pixar?",yes,yes
"Is the movie ""Norm of the North 2016"" labeled as exciting by the reviewer from The Observer?",no,yes
"Did the reviewer from The Observer label the movie ""Norm of the North 2016"" as dull?",yes,yes
"""Did all critics give the movie 'Norm of the North 2016' favorable reviews?""",no,yes
"""Does the movie 'Norm of the North 2016' have generally unfavorable reviews from some critics?""",yes,yes
"[""Does the reviewer from Mark Dujsik believe that 'Norm of the North 2016' shows concern for the animals of the Arctic?""]",no,yes
"[""Does the movie 'Norm of the North 2016' involve the theme of animals of the Arctic?""]",yes,yes
"Is the reviewer from Mark Dujsik of the opinion that ""Norm of the North 2016"" shows concern for the environment?",no,no
"Did the reviewer from Mark Dujsik review the movie ""Norm of the North 2016"" and comment on its environmental aspect?",yes,yes
"""Does the reviewer from Mark Dujsik believe that 'Norm of the North 2016' is a movie that cares about kids?""",no,yes
"""Is 'Norm of the North 2016' mentioned in the reviewer Mark Dujsik's comment about a movie that doesn't care about kids?""",yes,no
"[""Does the movie 'Norm of the North 2016' not feature any lemmings according to a reviewer from The Observer?""]",no,yes
"[""According to a reviewer from The Observer, does the movie 'Norm of the North 2016' feature a group of vulgar lemmings?""]",yes,yes
"[""Did the reviewer from Variety predict that 'Norm of the North 2016' will have a sequel?""]",no,yes
"[""Did the reviewer from Variety predict that 'Norm of the North 2016' will quickly head to an ancillary afterlife?""]",yes,yes
"Is ""Norm of the North 2016"" considered as a high-budget quality animated family film?",no,yes
"Is the existence of ""Norm of the North 2016"" perceived as a waste of money in the context of quality animated family films?",yes,yes
"Is the movie ""Norm of the North 2016"" considered unoriginal and lacking charm?",no,yes
"Does ""Norm of the North 2016"" have a pacing that could keep preschoolers attentive?",yes,yes
"Is Norm from ""Norm of the North 2016"" portrayed as a negative influence for kids?",no,yes
"Does the character Norm in ""Norm of the North 2016"" serve as a role model for children, promoting the importance of doing the right thing?",yes,yes
"[""Is the movie 'Norm of the North 2016' similar to other animated films in a condescending way?""]",no,yes
"[""Is there a difference between 'Norm of the North 2016' and other animated films, which is seen as condescending?""]",yes,yes
