Question,Answer,LLAMA_response
"""Is Ferdia Shaw not part of the cast in the movie Artemis Fowl 2020?""",no,yes
"""Does Ferdia Shaw portray the character of Artemis Fowl II in the movie Artemis Fowl 2020?""",yes,yes
"""Is Lara McDonnell the director of Artemis Fowl 2020?""",no,yes
"""Does Lara McDonnell play the character Holly Short in the movie Artemis Fowl 2020?""",yes,no
"""Is Josh Gad not involved in the movie Artemis Fowl 2020?""",no,yes
"""Does Josh Gad portray the character of Mulch Diggums in the movie Artemis Fowl 2020?""",yes,no
"[""Is Tamara Smart the actress who played the character of Juliet Butler, Domovoi's 12-year-old niece and protégé, and Artemis' best friend, in the movie 'Artemis Fowl 2020'?""]",yes,yes
"[""In the movie 'Artemis Fowl 2020', did Tamara Smart portray a character unrelated to Juliet Butler, Domovoi's 12-year-old niece and protégé, and Artemis' best friend?""]",no,yes
"[""Is Nonso Anozie not part of the cast in the movie Artemis Fowl 2020?""]",no,yes
"[""Does Nonso Anozie portray the character of Domovoi 'Dom' Butler in the movie Artemis Fowl 2020?""]",yes,yes
"Did Joshua McGuire play the role of Artemis Fowl in the movie ""Artemis Fowl 2020""?",no,no
"Does Joshua McGuire portray the character of Briar Cudgeon in the movie ""Artemis Fowl 2020""?",yes,no
"""Did Colin Farrell play the role of Artemis Fowl II in the movie 'Artemis Fowl 2020'?""",no,yes
"""In the movie 'Artemis Fowl 2020', did Colin Farrell portray the character of Artemis Fowl I?""",yes,yes
"""In the movie 'Artemis Fowl 2020', is Judi Dench's character a 25-year-old human detective?""",no,no
"""Does Judi Dench portray the character of Commander Julius Root in the movie 'Artemis Fowl 2020'?""",yes,no
"""In the movie 'Artemis Fowl 2020', is the character Foaly portrayed by an actor other than Nikesh Patel?""",no,yes
"""Does Nikesh Patel portray the character of Foaly in the movie 'Artemis Fowl 2020'?""",yes,no
"""Is Adrian Scarborough playing the role of a fairy in the movie Artemis Fowl 2020?""",no,yes
"""Does Adrian Scarborough portray the character of the Goblin Chief in the movie Artemis Fowl 2020?""",yes,yes
"[""Is Chi-Lin Nim portraying the character of Harry Potter in the movie 'Artemis Fowl 2020'?""]",no,no
"[""Does Chi-Lin Nim play the character of Trouble Kelp, a captain of the LEP, in 'Artemis Fowl 2020'?""]",yes,no
"[""Is Lewy Xing playing the role of Artemis Fowl in the movie 'Artemis Fowl 2020'?""]",no,no
"[""Does Lewy Xing portray the character of Grub Kelp in the movie 'Artemis Fowl 2020'?""]",yes,no
"[""Is Vincenzo Nicoli the director of the movie 'Artemis Fowl 2020'?""]",no,yes
"[""Does Vincenzo Nicoli portray the character of the Goblin Sergeant in the movie 'Artemis Fowl 2020'?""]",yes,yes
"[""Is Conor MacNeill the actor who played the Goblin Lieutenant in the movie 'Artemis Fowl 2020'?""]",yes,yes
"[""Did Conor MacNeill play the role of Artemis Fowl in the movie 'Artemis Fowl 2020'?""]",no,no
"[""Is Vincenzo Nicoli playing the role of an elf in the movie Artemis Fowl 2020?""]",no,yes
"[""In the movie Artemis Fowl 2020, does Vincenzo Nicoli play the character of Goblin Sergeant?""]",yes,yes
"[""Is Conor MacNeill playing the role of a fairy in the movie Artemis Fowl 2020?""]",no,yes
"[""Did Conor MacNeill act as the Goblin Lieutenant in the movie Artemis Fowl 2020?""]",yes,no
"Did Adam Basil play the role of a human character in the movie ""Artemis Fowl 2020""?",no,no
"In ""Artemis Fowl 2020"", did Adam Basil portray the character of a troll in some scenes that were filmed but not used in the final cut?",yes,yes
"Is Taylor James not featured as a troll in any of the unused scenes in the movie ""Artemis Fowl 2020""?",no,no
"Does Taylor James appear as a troll in some unused scenes of the movie ""Artemis Fowl 2020""?",yes,no
"Did Miranda Raison play the role of Angeline Fowl in the final cut of ""Artemis Fowl 2020""?",no,no
"Is Angeline Fowl a character in the movie ""Artemis Fowl 2020"" that Miranda Raison portrayed in some deleted scenes?",yes,no
"[""Is Hong Chau not part of the cast in Artemis Fowl 2020?""]",no,yes
"[""In Artemis Fowl 2020, does Hong Chau play the character of a fairy in a deleted scene?""]",yes,no
,,0.425
