Question,Answer,LLAMA_response
"""Did Édgar Ramírez play the role of a superhero in the movie 'The Last Days of American Crime 2020'?""",no,yes
"""In the movie 'The Last Days of American Crime 2020', did Édgar Ramírez star as the career criminal Graham Bricke?""",yes,yes
"""Is 'The Last Days of American Crime 2020' a romantic novel written by Nicholas Sparks?""",no,no
"""Is 'The Last Days of American Crime 2020' based on a comic book written by Rick Remender?""",yes,yes
"Did Rick Remender write the screenplay for the movie ""The Last Days of American Crime 2020""?",no,yes
"Is Rick Remender the author of the comic book ""The Last Days of American Crime"", which the movie ""The Last Days of American Crime 2020"" is based on?",yes,yes
"[""Did Olivier Megaton refuse to direct the film adaptation of 'The Last Days of American Crime 2020'?""]",no,no
"[""Is Olivier Megaton the director of the film adaptation 'The Last Days of American Crime 2020'?""]",yes,yes
"[""Did Karl Gajdusek write the screenplay for the film adaptation of 'The Avengers' instead of 'The Last Days of American Crime 2020'?""]",no,no
"[""Did Karl Gajdusek write the screenplay for the film adaptation of 'The Last Days of American Crime 2020'?""]",yes,yes
"""Did Jesse Berger decide not to produce 'The Last Days of American Crime 2020' through Radical Studios?""",no,no
"""Is Jesse Berger the producer of the movie 'The Last Days of American Crime 2020' through Radical Studios?""",yes,yes
"[""Is 'The Last Days of American Crime 2020' going to be produced by a company other than Mandalay Pictures?""]",no,no
"[""Is Jason Michael Berman producing 'The Last Days of American Crime 2020' through Mandalay Pictures?""]",yes,yes
"Did Barry Levine refuse to produce ""The Last Days of American Crime 2020""?",no,no
"Is Barry Levine one of the producers for the movie ""The Last Days of American Crime 2020""?",yes,yes
"""Did Kevin Turen have no involvement in the production of 'The Last Days of American Crime 2020'?""",no,yes
"""Did Kevin Turen produce the movie 'The Last Days of American Crime 2020'?""",yes,yes
,,0.8333333333333334
