Question,Answer,LLAMA_response
"[""Did Tom Hanks portray the character Larry Gigli in the movie Gigli 2003?""]",no,no
"[""In the movie Gigli 2003, was the character Larry Gigli portrayed by Ben Affleck?""]",yes,no
"[""Did Jennifer Lopez play the role of a character named Ricki/Rochelle in a different movie, not 'Gigli 2003'?""]",no,yes
"[""In the movie 'Gigli 2003', does Jennifer Lopez play the role of a character named Ricki/Rochelle?""]",yes,no
"Is Justin Bartha not featured as Brian in the movie ""Gigli 2003""?",no,yes
"Does Justin Bartha play the role of Brian in the movie ""Gigli 2003""?",yes,no
"[""Is Lainie Kazan not a part of the cast in the movie Gigli 2003?""]",no,yes
"[""Does Lainie Kazan play the role of Mrs. Gigli in the movie Gigli 2003?""]",yes,yes
"""Did Al Pacino play the role of a character named Starkman in a movie other than Gigli 2003?""",no,yes
"""In the movie Gigli 2003, does Al Pacino portray the character named Starkman?""",yes,yes
"[""Did Lenny Venito play the character of Louis in the movie Gigli 2003?""]",yes,yes
"[""In the movie Gigli 2003, was Louis portrayed by an actor other than Lenny Venito?""]",no,yes
"""Did Missy Crider play the role of Batman in the movie Gigli 2003?""",no,no
"""Is Missy Crider the actress who played the role of Robin in the movie Gigli 2003?""",yes,yes
"[""Did Christopher Walken not play the character Stanley Jacobellis in the movie Gigli 2003?""]",no,no
"[""In the movie Gigli 2003, did Christopher Walken depict the character Stanley Jacobellis?""]",yes,yes
"[""Did Terrence Camilleri play the role of a woman in the movie Gigli 2003?""]",no,no
"[""In the movie Gigli 2003, did Terrence Camilleri portray the character Man in Dryer?""]",yes,no
,,0.5
