Question,Answer,LLAMA_response
"[""Is the movie 'Gotti 2018' not summarized in the given context?""]",no,no
"[""Does the summary of the movie 'Gotti 2018' provide a brief overview of the movie's plot, characters, and other important aspects?""]",yes,yes
"[""Is the movie 'Gotti 2018' a romantic comedy about the life of John Gotti?""]",no,yes
"[""Is 'Gotti 2018' a biographical crime film about the life of John Gotti, portrayed by John Travolta?""]",yes,yes
"[""Is Victoria portrayed as John Gotti's sister in the movie Gotti 2018?""]",no,yes
"[""In the film Gotti 2018, is Victoria, played by Kelly Preston, the wife of John Gotti?""]",yes,yes
"[""Is the movie 'Gotti 2018' about a notorious New York City teacher?""]",no,yes
"[""Does the movie 'Gotti 2018' depict the criminal activities of a notorious New York City mobster, John Gotti?""]",yes,yes
"[""Did Dellacroce, a senior member of the Gambino family, betray Gotti in the movie 'Gotti 2018'?""]",no,no
"[""In the movie 'Gotti 2018', did Dellacroce help Gotti secure approval to eliminate Castellano?""]",yes,yes
"Did Gotti attend Dellacroce's funeral in the movie ""Gotti 2018""?",no,yes
"Is there a scene in the movie ""Gotti 2018"" where Gotti fails to attend Dellacroce's funeral?",yes,yes
"[""Did Castellano survive the shooting outside Sparks Steak House in the movie 'Gotti 2018'?""]",no,no
"[""In the movie 'Gotti 2018', does Gottí take over the Gambino family after Castellano is gunned down?""]",yes,yes
"[""Is Gigante a close ally of Casso in the movie 'Gotti 2018'?""]",no,yes
"[""In the movie 'Gotti 2018', does Gigante plot with Casso to eliminate Gotti?""]",yes,yes
"Did DeCicco survive the car bomb in the movie ""Gotti 2018""?",no,no
"Is there a scene in ""Gotti 2018"" where DeCicco is killed by a car bomb meant for Gotti?",yes,yes
"[""Does Casso track down and torture Hydell in the movie 'Gotti 2018' because he was sent by someone else?""]",yes,no
"[""In the movie 'Gotti 2018', is Hydell the one who tracks down and tortures Casso?""]",no,yes
"[""Did Gotti excommunicate Gigante from his crew in the movie 'Gotti 2018'?""]",no,no
"[""In the movie 'Gotti 2018', did Gotti reconcile with Gigante before excommunicating Ruggiero from his crew?""]",yes,no
"[""Did Underboss Salvatore 'Sammy the Bull' Gravano support Gotti in the 1992 trial in the movie 'Gotti 2018'?""]",no,yes
