Question,Answer,LLAMA_response
"[""Is the movie 'Rollerball 2002' a romantic comedy about roller derby?""]",no,yes
"[""Does 'Rollerball 2002' depict rollerball as a violent extension of roller derby involving motorcycles and a metal ball?""]",yes,yes
"[""Does Jonathan openly discuss his relationship with Aurora in the movie 'Rollerball 2002'?""]",no,no
"[""In the movie 'Rollerball 2002', does Jonathan keep his relationship with Aurora a secret?""]",yes,yes
"[""Is Sanjay a rival to Alexi Petrovich in the movie Rollerball 2002?""]",no,yes
"[""In the movie Rollerball 2002, is Sanjay the assistant to Alexi Petrovich?""]",yes,yes
"[""Does the movie 'Rollerball 2002' depict Alexi as having no interest in keeping the game popular?""]",no,yes
"[""In 'Rollerball 2002', does Alexi, with the help of his assistant Sanjay, plan gory 'accidents' to keep Jonathan and Ridley in the team and maintain high ratings?""]",yes,yes
"[""Does the movie 'Rollerball 2002' depict Alexi and Ridley as players of the game?""]",no,yes
"[""In 'Rollerball 2002', do Alexi and his assistant Sanjay attempt to keep the game popular through planned 'accidents' and ensuring Jonathan and Ridley can't quit the team?""]",yes,yes
"[""Does Jonathan and Ridley reveal everything they know about the situation in the movie 'Rollerball 2002'?""]",no,yes
"[""In the movie 'Rollerball 2002', do Jonathan and Ridley decide to flee the country after an accident almost kills Aurora?""]",yes,yes
"Did Alexi and his men fail to capture Jonathan in the movie ""Rollerball 2002""?",no,yes
"Is Aurora transferred to the opposing team for the next match at Alexi's compliance in the movie ""Rollerball 2002""?",yes,yes
"""In Rollerball 2002, did Jonathan refuse to work for Alexi if Aurora was traded to another team?""",no,yes
"""In the plot of Rollerball 2002, does Jonathan express a desire to keep Aurora away from danger?""",yes,yes
"[""Did Alexi try to save himself by changing the rules in the Rollerball 2002 match?""]",no,yes
"[""In the movie Rollerball 2002, did Alexi try to stage a public execution by removing all the rules from the upcoming Rollerball match?""]",yes,yes
"[""Did Alexi kill Jonathan in the movie Rollerball 2002?""]",no,yes
"[""Did Jonathan kill Alexi in the movie Rollerball 2002?""]",yes,yes
"[""Did Sanjay spare Jonathan's life in the movie Rollerball 2002?""]",no,yes
"[""Does Jonathan kill Sanjay in the plot of Rollerball 2002?""]",yes,yes
"[""Does Aurora get killed by the protagonist in a fit of rage in the movie Rollerball 2002?""]",no,yes
"[""In the movie Rollerball 2002, does the protagonist reunite with Aurora after killing Alexi and Sanjay in a fit of rage?""]",yes,yes
,,0.5416666666666666
