Question,Answer,LLAMA_response
"[""Did Sandra Bullock play a character named John Smith in the movie 'All About Steve 2009'?""]",no,no
"[""Did Sandra Bullock play the character Mary Magdalene Horowitz in the movie 'All About Steve 2009'?""]",yes,no
"Did Bradley Cooper play a character named John in the movie ""All About Steve 2009""?",no,yes
"In the movie ""All About Steve 2009"", did Bradley Cooper play the character Steven 'Steve' Miller?",yes,yes
"[""Did Thomas Haden Church play the character Hartman Hughes in the movie 'All About Steve 2009'?""]",yes,no
"[""Did Thomas Haden Church play a different character other than Hartman Hughes in the movie 'All About Steve 2009'?""]",no,yes
"""Did Ken Jeong play the character named John Smith in the movie 'All About Steve 2009'?""",no,yes
"""In the movie 'All About Steve 2009', did Ken Jeong portray the character Angus Tran?""",yes,yes
"Did DJ Qualls play the character of Steve in the movie ""All About Steve 2009""?",no,yes
"Did DJ Qualls play the character Howard in the movie ""All About Steve 2009""?",yes,yes
"""Did Katy Mixon play the character Steve in the movie 'All About Steve 2009'?""",no,no
"""Did Katy Mixon play the character Elizabeth in the movie 'All About Steve 2009'?""",yes,yes
"[""Did Beth Grant play the character of Mr. Horowitz in the movie 'All About Steve 2009'?""]",no,no
"[""Did Beth Grant portray the character Mrs. Horowitz in 'All About Steve 2009'?""]",yes,yes
"""Did Howard Hesseman play the character of Mr. Horowitz in the movie 'All About Steve 2009'?""",yes,yes
"""In the movie 'All About Steve 2009', was the character Mr. Horowitz played by an actor other than Howard Hesseman?""",no,yes
"[""Did M. C. Gainey play the character of Norman James 'Norm' Durwood in the movie 'All About Steve 2009'?""]",yes,yes
"[""Did M. C. Gainey play the character of John Doe in the movie 'All About Steve 2009'?""]",no,yes
"[""Did Luenell play the character of a school teacher in the movie 'All About Steve 2009'?""]",no,yes
"[""Did Luenell portray the character of the Protester's wife in the movie 'All About Steve 2009'?""]",yes,yes
"Did Jordan Morris play the character of Mary in the movie ""All About Steve 2009""?",no,no
"Did Jordan Morris play the character of Protester Winston in the movie ""All About Steve 2009""?",yes,no
"[""Did Keith David play the character Steve in the movie 'All About Steve 2009'?""]",no,yes
"[""Did Keith David play the character Danny in the movie 'All About Steve 2009'?""]",yes,yes
"""Did Holmes Osborne play the character of Steve in the movie 'All About Steve 2009'?""",no,yes
"""Did Holmes Osborne play the character of Soloman in the movie 'All About Steve 2009'?""",yes,yes
"Did Jason Jones play the character of Steve in the movie ""All About Steve 2009""?",no,yes
"Did Jason Jones play the character Vazquez in the movie ""All About Steve 2009""?",yes,no
"Did Noah Munck play the role of a teacher in the movie ""All About Steve 2009""?",no,yes
"Did Noah Munck play the role of a student in the movie ""All About Steve 2009""?",yes,yes
"[""Did Rachel Sterling play the character of a brave astronaut in the movie 'All About Steve 2009'?""]",no,no
"[""Did Rachel Sterling portray the role of Booby Botanist in the movie 'All About Steve 2009'?""]",yes,yes
,,0.53125
