Question,Answer,LLAMA_response
"Is Lil' Kim not related to T.J. in the movie ""Deuce Bigalow European Gigolo 2005""?",no,yes
"Does Lil' Kim play the role of T.J.'s employee in the movie ""Deuce Bigalow European Gigolo 2005""?",yes,yes
"Did Deuce find Heinz Hummer asleep in a restaurant in the movie ""Deuce Bigalow European Gigolo 2005""?",no,yes
"In the movie ""Deuce Bigalow European Gigolo 2005"", did Deuce find Heinz Hummer asleep in an alley behind a coffee shop?",yes,yes
"[""In the movie 'Deuce Bigalow  European Gigolo 2005', did T.J. find Heinz Hummer asleep in an alley behind a coffee shop?""]",no,yes
"[""In the plot of 'Deuce Bigalow  European Gigolo 2005', did Deuce take Heinz Hummer to T.J.'s boat after finding him asleep in an alley?""]",yes,yes
"""In the plot of 'Deuce Bigalow  European Gigolo 2005', does Antoine refuse to give Deuce a client list?""",no,yes
"""In the movie 'Deuce Bigalow  European Gigolo 2005', does the former gigolo Antoine give Deuce a client list as part of the plot?""",yes,yes
"[""In the movie 'Deuce Bigalow  European Gigolo 2005', does Deuce meet Eva, who suffers from a mild obsessive-compulsive disorder?""]",no,yes
"[""In the plot of 'Deuce Bigalow  European Gigolo 2005', does Deuce meet Gaspar's niece, Eva, who suffers from extreme obsessive–compulsive disorder?""]",yes,yes
"Did Deuce stop investigating different women from Antoine's list in the movie ""Deuce Bigalow  European Gigolo 2005""?",no,yes
"In the movie ""Deuce Bigalow  European Gigolo 2005"", did Deuce continue to investigate different women from Antoine's list including Lily, who speaks through an electrolarynx after a laryngectomy?",yes,yes
"""In the plot of 'Deuce Bigalow  European Gigolo 2005', does Eva have no connection with the items used by the Man-whore Killer?""",no,yes
"""In the movie 'Deuce Bigalow  European Gigolo 2005', does Deuce discover items used by the Man-whore Killer in Eva's apartment?""",yes,yes
"[""Does Gaspar hide his identity as the Man-whore Killer from Eva in the movie 'Deuce Bigalow  European Gigolo 2005'?""]",no,yes
"[""In the movie 'Deuce Bigalow  European Gigolo 2005', does Gaspar reveal to Eva that he is the Man-whore Killer and then frame her?""]",yes,no
"""In the plot of 'Deuce Bigalow  European Gigolo 2005', does Deuce hide his suspicions from Gaspar?""",no,yes
"""In the movie 'Deuce Bigalow  European Gigolo 2005', does Deuce confide his suspicions to Gaspar?""",yes,yes
"""In the plot of 'Deuce Bigalow  European Gigolo 2005', does Eva ignore Deuce completely?""",no,yes
"""In 'Deuce Bigalow  European Gigolo 2005', does Eva try to warn Deuce as part of the plot?""",yes,yes
"Is Gaspar a character who has no intention to harm the European gigolos in the movie ""Deuce Bigalow  European Gigolo 2005""?",no,yes
"Does Gaspar reveal his plan to kill all the European gigolos with a bomb in the movie ""Deuce Bigalow  European Gigolo 2005""?",yes,yes
"Did T.J. from ""Deuce Bigalow  European Gigolo 2005"" never infiltrate the European gigolo office?",no,no
"In ""Deuce Bigalow  European Gigolo 2005"", was T.J. arrested at the scene of the Man-whore Killer's crime?",yes,yes
"[""Does Deuce lose the sword fight against Gaspar in the movie 'Deuce Bigalow: European Gigolo 2005'?""]",yes,yes
"[""In 'Deuce Bigalow: European Gigolo 2005', does Deuce fail to inspire the crowd with his words about non-sexual romantic ways of pleasing a woman?""]",no,yes
"Did Deuce intentionally set off the bomb while kissing Eva in ""Deuce Bigalow: European Gigolo 2005""?",no,yes
"In the movie ""Deuce Bigalow: European Gigolo 2005"", did Deuce accidentally set off the bomb while kissing Eva, but no one was injured?",yes,yes
"Did T.J. avoid entering the market of homosexual prostitution in the movie ""Deuce Bigalow  European Gigolo 2005""?",no,yes
"In the movie ""Deuce Bigalow  European Gigolo 2005"", does T.J. enter a new market, specifically homosexual prostitution?",yes,yes
"Is MC Extra Nipple a character who continues being a gay man-whore in the movie ""Deuce Bigalow  European Gigolo 2005""?",no,yes
"In the movie ""Deuce Bigalow  European Gigolo 2005"", does the character T.J. change his name to MC Extra Nipple and become a rapper?",yes,yes
"In the plot of ""Deuce Bigalow  European Gigolo 2005"", does 'lil' kim' have a breast enlargement?",no,yes
"In the plot of ""Deuce Bigalow  European Gigolo 2005"", does 'lil' kim' have a penis enlargement which is now 4 inches wide?",yes,no
"""In the plot of 'Deuce Bigalow  European Gigolo 2005', does Svetlana marry a woman?""",no,yes
"""In the movie 'Deuce Bigalow  European Gigolo 2005', does Svetlana marry a man with a vagina for a face where everyone vomited uncontrollably?""",yes,no
"[""Does Kate's prosthetic leg in 'Deuce Bigalow  European Gigolo 2005' remain untouched throughout the movie?""]",no,yes
"[""In the movie 'Deuce Bigalow  European Gigolo 2005', does an old Dutch woman turn Kate's prosthetic leg into a bong?""]",yes,yes
,,0.4473684210526316
