Question,Answer,LLAMA_response
"[""Was the role of Charlie Hinton in the 2007 movie 'Daddy Day Camp' played by an actor other than Cuba Gooding Jr.?""]",no,yes
"[""Did Cuba Gooding Jr. play the role of Charlie Hinton, the co-owner of Daddy Day Care and Daddy Day Camp, in the 2007 movie 'Daddy Day Camp'?""]",yes,yes
"""Did Eddie Murphy play the character Charlie Hinton in the 2007 movie 'Daddy Day Camp'?""",no,yes
"""Was the character Charlie Hinton in 'Daddy Day Camp' previously played by Eddie Murphy in the original film?""",yes,yes
"""In the 2007 movie 'Daddy Day Camp', does Lochlyn Munro play the character of Charlie's childhood friend, Lance Warner?""",no,yes
"""In 'Daddy Day Camp' released in 2007, is Lochlyn Munro the actor who portrays the role of Lance Warner, the owner of the rival camp Canola?""",yes,yes
"[""Is Charlie Hinton not in a relationship with his childhood enemy Lance Warner in the 2007 movie 'Daddy Day Camp'?""]",no,yes
"[""In the 2007 movie 'Daddy Day Camp', does Charlie Hinton have a relationship with his childhood enemy Lance Warner, who is the owner of the rival camp Canola?""]",yes,yes
"[""Did Richard Gant portray the character of a doctor in the 2007 movie, Daddy Day Camp?""]",no,yes
"[""In the 2007 movie Daddy Day Camp, was Richard Gant cast as Col. Buck Hinton?""]",yes,yes
"[""Did Charlie Hinton not have any relationship with his estranged father Col. Buck Hinton in the 2007 movie 'Daddy Day Camp'?""]",no,yes
"[""Did Charlie Hinton have a relationship with his estranged father Col. Buck Hinton in the 2007 movie 'Daddy Day Camp'?""]",yes,yes
"[""Did Paul Rae play the role of Phil Ryerson, Charlie's best friend and co-owner of Daddy Day Care and Daddy Day Camp, in the 2007 movie Daddy Day Camp?""]",yes,yes
"[""In the 2007 movie Daddy Day Camp, was Paul Rae cast as the main antagonist?""]",no,yes
"""In the 2007 movie 'Daddy Day Camp', does Charlie Hinton have a hostile relationship with Phil Ryerson?""",no,yes
