Question & Options,Correct Answer
"In the 2008 movie 'In the Name of the King', what does the character Gallian do to Farmer's son, Zeph?""]
Options:
A. [""He kidnaps him""]
B. [""He heals him""]
C. [""He kills him through a Krug avatar""]
D. [""He teaches him magic",He kills him through a Krug avatar
"In the 2008 movie 'In the Name of the King', what does the character Gallian do to Solana and other Stonebridge inhabitants?""
Options:
A. [""Gallian marries Solana and other Stonebridge inhabitants.""]
B. [""Gallian takes Solana and other Stonebridge inhabitants on a trip.""]
C. [""Gallian takes Solana and other Stonebridge inhabitants prisoner.""]
D. [""Gallian teaches Solana and other Stonebridge inhabitants magic.",Gallian takes Solana and other Stonebridge inhabitants prisoner.
"In the 2008 movie 'In the Name of the King', who does the character Muriella fall in love with, but later leaves due to realizing his dark nature?""]
Options:
A. [""King Konreid""]
B. [""Farmer Daimon""]
C. [""Gallian""]
D. [""Duke Fallow",Gallian
"In the 2008 movie ""In the Name of the King"", what does the character Merick try to learn about Farmer?
Options:
A. [""Farmer's secret power""]
B. [""Farmer's identity""]
C. [""Farmer's relationship with Norick""]
D. [""Farmer's past",Farmer's identity
"In the 2008 movie 'In the Name of the King', who does Farmer fight alongside during the Krug attack on Stonebridge?""]
Options:
A. [""Norick and Bastian""]
B. [""Bastian and Krug""]
C. [""Norick and Stonebridge""]
D. [""Krug and Stonebridge",Norick and Bastian
"In the 2008 movie 'In the Name of the King', who is the character that disapproves of Merick's claims that Farmer is his long lost son?""]
Options:
A. [""Norick""]
B. [""Stonebridge""]
C. [""Camden Konreid""]
D. [""Oxley Pass",Camden Konreid
"In the 2008 movie 'In the Name of the King', what is the relationship between Farmer and Norick?""]
Options:
A. [""Norick is Farmer's biological father.""]
B. [""Farmer found Norick during a battle at Oxley Pass.""]
C. [""Farmer is Norick's adoptive father.""]
D. [""Norick is Farmer's adoptive father.",Norick is Farmer's adoptive father.
"In the 2008 movie 'In the Name of the King', what does Solana confess to her father about Gallian?""]
Options:
A. [""Gallian has stolen her power.""]
B. [""Gallian is her long lost brother.""]
C. [""She has no feelings for Gallian.""]
D. [""Gallian is her sworn enemy.",Gallian has stolen her power.
"In the 2008 movie 'In the Name of the King', what is the relationship between Konreid and Fallow?""
Options:
A. [""Konreid is Fallow's uncle""]
B. [""Fallow is Konreid's son""]
C. [""Konreid is Fallow's brother""]
D. [""Fallow is Konreid's nephew",Fallow is Konreid's nephew
"In the 2008 movie 'In the Name of the King', who leads the reclusive nymphs through Sedgwick Forest?""
Options:
A. [""King Konreid""]
B. [""Farmer""]
C. [""Elora""]
D. [""Gallian",Elora
"In the 2008 movie 'In the Name of the King', who was declared as Konreid's son with his last breath before dying in the battle?""]
Options:
A. [""A blacksmith""]
B. [""A farmer""]
C. [""A knight""]
D. [""A king",A farmer
"In the 2008 movie 'In the Name of the King', who does Ehb's army battle against?""]
Options:
A. [""The Orcs""]
B. [""The Krug""]
C. [""The Elves""]
D. [""The Dwarves",The Krug
"In the 2008 movie 'In the Name of the King', what happens when Konreid catches Fallow in his treachery?""]
Options:
A. [""Fallow's personal guard abandons him""]
B. [""Fallow's personal guard remains by his side""]
C. [""Fallow's personal guard joins Ehb's army""]
D. [""Fallow's personal guard kills Konreid",Fallow's personal guard remains by his side
"In the 2008 movie 'In the Name of the King', what happens between the characters Tarish and Fallow?""
Options:
A. [""Tarish loses a duel to Fallow""]
B. [""Fallow challenges Tarish to a duel and wins""]
C. [""Tarish challenges Fallow to a duel and wins, taking Fallow away after the battle""]
D. [""Fallow and Tarish become allies after a duel","Tarish challenges Fallow to a duel and wins, taking Fallow away after the battle"
"In the 2008 movie 'In the Name of the King', what happens to Norick when he and Bastian fight the Krug while being taken to Gallian's lair at Christwind Hold?""]
Options:
A. [""Norick escapes unharmed""]
B. [""Norick defeats the Krug""]
C. [""Norick is captured by the Krug""]
D. [""Norick dies",Norick dies
"In the 2008 movie 'In the Name of the King', what happens when Merick magically enters Gallian's lair?""]
Options:
A. [""Merick defeats Gallian in a sword battle""]
B. [""Merick and Gallian become allies""]
C. [""Gallian manages to kill Merick during their sword battle""]
D. [""Merick escapes from Gallian's lair unscathed",Gallian manages to kill Merick during their sword battle
"In the 2008 movie 'In the Name of the King', what significant revelation does the character Solana make while Farmer is fighting Gallian in Gallian's lair?""]
Options:
A. [""She is Gallian's sister.""]
B. [""She is the rightful queen of the kingdom.""]
C. [""She is pregnant with Farmer's second child.""]
D. [""She has been secretly working for Gallian.",She is pregnant with Farmer's second child.
