Question & Options,Correct Answer
"Who portrayed the character Catherine Tramell in the 2006 movie 'Basic Instinct 2'?""
Options:
A. [""Angelina Jolie""]
B. [""Meryl Streep""]
C. [""Sharon Stone""]
D. [""Nicole Kidman",Sharon Stone
"Who played the role of Dr. Michael Glass in the 2006 movie 'Basic Instinct 2'?""]
Options:
A. [""Tom Cruise""]
B. [""David Morrissey""]
C. [""Brad Pitt""]
D. [""George Clooney",David Morrissey
"Who portrayed the character of Dr. Milena Gardosh in the 2006 movie 'Basic Instinct 2'?""
Options:
A. [""Sharon Stone""]
B. [""Charlotte Rampling""]
C. [""David Morrissey""]
D. [""Hugh Dancy",Charlotte Rampling
"Who portrayed the character Roy Washburn in the 2006 movie 'Basic Instinct 2'?""]
Options:
A. [""Michael Douglas""]
B. [""David Thewlis""]
C. [""Sharon Stone""]
D. [""Hugh Dancy",David Thewlis
"In the 2006 movie 'Basic Instinct 2', who portrayed the character Adam Towers?""]
Options:
A. [""Michael Douglas""]
B. [""Hugh Dancy""]
C. [""Sharon Stone""]
D. [""David Morrissey",Hugh Dancy
"In the 2006 movie 'Basic Instinct 2', who played the role of Michelle Broadwin?""]
Options:
A. [""Sharon Stone""]
B. [""Flora Montgomery""]
C. [""David Morrissey""]
D. [""Charlotte Rampling",Flora Montgomery
"In the 2006 movie 'Basic Instinct 2', which actress played the character Denise Glass?""]
Options:
A. [""Sharon Stone""]
B. [""Indira Varma""]
C. [""Charlotte Rampling""]
D. [""Anne Heche",Indira Varma
"Who portrayed the character Dr. Jakob Gerst in the 2006 movie 'Basic Instinct 2'?""
Options:
A. [""Michael Douglas""]
B. [""Sharon Stone""]
C. [""Heathcote Williams""]
D. [""David Morrissey",Heathcote Williams
"In the 2006 movie 'Basic Instinct 2', who played the role of Laney Ward?""]
Options:
A. [""Sharon Stone""]
B. [""David Morrissey""]
C. [""Anne Caillon""]
D. [""Charlotte Rampling",Anne Caillon
"In the 2006 movie 'Basic Instinct 2', who played the character Peter Ristedes?""]
Options:
A. [""Michael Douglas""]
B. [""Iain Robertson""]
C. [""Sharon Stone""]
D. [""David Morrissey",Iain Robertson
"Who played the role of Kevin Franks in the 2006 movie 'Basic Instinct 2'?""
Options:
A. [""Michael Douglas""]
B. [""Stan Collymore""]
C. [""Sharon Stone""]
D. [""David Morrissey",Stan Collymore
"In the 2006 movie 'Basic Instinct 2', which character did Kata Dobó portray?""]
Options:
A. [""Magda""]
B. [""Catherine Tramell""]
C. [""Dr. Michael Glass""]
D. [""Detective Roy Washburn",Magda
"In the 2006 movie 'Basic Instinct 2', which role did Jan Chappell play?""]
Options:
A. [""Angela""]
B. [""Catherine""]
C. [""Beth""]
D. [""Roxy",Angela
"In the 2006 movie 'Basic Instinct 2', what role does André Schneider play?""
Options:
A. [""A detective""]
B. [""A lawyer""]
C. [""A policeman""]
D. [""A doctor",A policeman
