Question & Options,Correct Answer
"In the 2003 movie 'Gigli', what does the relationship between 'movies' and 'details' signify?""]
Options:
A. [""The movie 'Gigli' has no details.""]
B. [""The details of the movie 'Gigli' are mentioned in the movie's summary.""]
C. [""The movie 'Gigli' is not related to any details.""]
D. [""The details of the movie 'Gigli' are not important.",The details of the movie 'Gigli' are mentioned in the movie's summary.
"In the 2003 movie 'Gigli', who is the character Gigli attracted to?""
Options:
A. [""Jennifer""]
B. [""Ricki""]
C. [""Brian""]
D. [""Larry",Ricki
"In the 2003 movie 'Gigli', who does Gigli resent for their lack of faith in him?""
Options:
A. [""Larry""]
B. [""Louis""]
C. [""Lenny""]
D. [""Lucas",Louis
"In the 2003 movie 'Gigli', what is the relationship between the characters Ricki and Louis?""]
Options:
A. [""Ricki is Louis' wife""]
B. [""Ricki is Louis' sister""]
C. [""Ricki gives orders to Louis, which he resents""]
D. [""Ricki is Louis' daughter","Ricki gives orders to Louis, which he resents"
"In the 2003 movie 'Gigli', what causes frustration for Gigli?""
Options:
A. [""Brian's refusal to participate in a heist""]
B. [""Brian's insistence on going to 'the Baywatch'""]
C. [""Brian's inability to act""]
D. [""Brian's decision to leave town",Brian's insistence on going to 'the Baywatch'
"In the 2003 movie 'Gigli', what was the original ending supposed to feature?""
Options:
A. [""Gigli falling in love""]
B. [""Gigli running away""]
C. [""Gigli being killed""]
D. [""Gigli becoming a hero",Gigli being killed
"What is the significance of the 2003 movie 'Gigli' in the context of box office performance?""]
Options:
A. [""It was one of the highest grossing films of the year.""]
B. [""It had a moderate box office performance.""]
C. [""It was one of the most expensive box office flops of all time.""]
D. [""It broke box office records for that year.",It was one of the most expensive box office flops of all time.
"How was the 2003 movie 'Gigli' received by critics?""
Options:
A. [""It was highly praised""]
B. [""It was mildly criticized""]
C. [""It was panned""]
D. [""It received mixed reviews",It was panned
"Who were the two main stars of the 2003 movie 'Gigli' who were mentioned to lack chemistry in the film?""
Options:
A. [""Tom Cruise and Nicole Kidman""]
B. [""Brad Pitt and Angelina Jolie""]
C. [""Bradley Cooper and Jennifer Lopez""]
D. [""Johnny Depp and Penelope Cruz",Bradley Cooper and Jennifer Lopez
"In the same year that the movie 'Gigli' was released (2003), which production company had successful movies such as 'Bad Boys II' and 'S.W.A.T.'?""
Options:
A. [""Warner Bros.""]
B. [""Universal Pictures""]
C. [""Sony Pictures""]
D. [""Paramount Pictures",Sony Pictures
"In 2003, the movie 'Gigli' was the subject of an article in which satirical newspaper?""
Options:
A. [""The New Yorker""]
B. [""The Onion""]
C. [""The Washington Post""]
D. [""The Times",The Onion
"In the 2003 movie 'Gigli', how is the character 'Affleck' portrayed?""
Options:
A. [""A professional athlete""]
B. [""A member of the filming crew parodying his role in Argo""]
C. [""A high school teacher""]
D. [""A police officer",A member of the filming crew parodying his role in Argo
