Question & Options,Correct Answer
"In the 2007 movie 'Ghost Rider', who does Nicolas Cage portray?""
Options:
A. [""Johnny Blaze, a motorcycle stuntman who makes a deal with Mephisto to save his father from dying.""]
B. [""Peter Parker, a high school student who gains superpowers after being bitten by a radioactive spider.""]
C. [""Clark Kent, a journalist who is secretly the superhero Superman.""]
D. [""Tony Stark, a billionaire industrialist and genius inventor who is conducting weapons tests overseas.","Johnny Blaze, a motorcycle stuntman who makes a deal with Mephisto to save his father from dying."
"In the 2007 movie 'Ghost Rider', who does the character Johnny Blaze, played by Nicolas Cage, make a deal with, thinking it will save his father from dying?""
Options:
A. [""Lucifer""]
B. [""Mephisto""]
C. [""Beelzebub""]
D. [""Satan",Mephisto
"In the 2007 movie 'Ghost Rider', which character does Sam Elliott portray?""]
Options:
A. [""Johnny Blaze""]
B. [""Carter Slade""]
C. [""Blackheart""]
D. [""Roxanne Simpson",Carter Slade
"In the 2007 movie 'Ghost Rider', who played the role of Mack, a member of Johnny's team and his own impresario?""]
Options:
A. [""Nicolas Cage""]
B. [""Sam Elliott""]
C. [""Eva Mendes""]
D. [""Donal Logue",Donal Logue
"In the 2007 movie 'Ghost Rider', who did Wes Bentley portray?""]
Options:
A. [""Johnny Blaze""]
B. [""Mephisto""]
C. [""Blackheart""]
D. [""Carter Slade",Blackheart
"In the 2007 movie 'Ghost Rider', who portrayed the character Blackheart, the illegitimate son of Mephisto?""]
Options:
A. [""Johnny Depp""]
B. [""Wes Bentley""]
C. [""Nicolas Cage""]
D. [""Sam Elliott",Wes Bentley
"In the 2007 movie 'Ghost Rider', who does Eva Mendes play?""]
Options:
A. [""Johnny Blaze""]
B. [""Roxanne Simpson""]
C. [""Carter Slade""]
D. [""Mephistopheles",Roxanne Simpson
"In the 2007 movie 'Ghost Rider', who did Brett Cullen portray?""]
Options:
A. [""Johnny Blaze""]
B. [""Barton Blaze""]
C. [""Carter Slade""]
D. [""Blackheart",Barton Blaze
"In the 2007 movie 'Ghost Rider', who is the deceased father of Johnny Blaze?""
Options:
A. [""Thomas Wayne""]
B. [""Barton Blaze""]
C. [""Jonathan Kent""]
D. [""Benjamin Parker",Barton Blaze
"Who played the role of Captain Jack Dolan in the 2007 movie, Ghost Rider?""
Options:
A. [""Nicolas Cage""]
B. [""Eva Mendes""]
C. [""David Roberts""]
D. [""Sam Elliott",David Roberts
"In the 2007 movie 'Ghost Rider', who did Laurence Breuls portray?""
Options:
A. [""Blackheart""]
B. [""Johnny Blaze""]
C. [""Gressil""]
D. [""Carter Slade",Gressil
"In the 2007 film Ghost Rider, who did Daniel Frederiksen portray?""
Options:
A. [""Blackheart""]
B. [""Johnny Blaze""]
C. [""Wallow""]
D. [""Carter Slade",Wallow
"In the 2007 movie 'Ghost Rider', which character does Mathew Wilkinson play?""]
Options:
A. [""Blackheart""]
B. [""Abigor""]
C. [""Ghost Rider""]
D. [""Mephistopheles",Abigor
"In the 2007 movie 'Ghost Rider', what role does Rebel Wilson play?""
Options:
A. [""A girl in the alley""]
B. [""The main villain""]
C. [""Ghost Rider's sidekick""]
D. [""A police officer",A girl in the alley
"In the 2007 movie 'Ghost Rider', which character was Jessica Napier depicted as?""]
Options:
A. [""A motorcycle rider""]
B. [""A broken spoke waitress""]
C. [""A police officer""]
D. [""A news reporter",A broken spoke waitress
"In the 2007 movie 'Ghost Rider', what role does Brett Swain play?""
Options:
A. [""A police officer""]
B. [""A firefighter""]
C. [""A teacher""]
D. [""A doctor",A police officer
