Question & Options,Correct Answer
"In the 2014 movie 'I, Frankenstein', which character is portrayed by Aaron Eckhart?
Options:
A. Victor Frankenstein
B. Adam Frankenstein
C. Henry Clerval
D. Elizabeth Lavenza",Adam Frankenstein
"In the 2014 movie 'I, Frankenstein', which character is portrayed by Bill Nighy?
Options:
A. Naberius
B. Adam
C. Terra
D. Charles Wessex",Naberius
"In the 2014 movie 'I, Frankenstein', which character is portrayed by Yvonne Strahovski?
Options:
A. Dr. Terra Wade
B. Frankenstein
C. Naberius
D. Adam",Dr. Terra Wade
"In the 2014 movie 'I, Frankenstein', which character is played by Miranda Otto?
Options:
A. Leonore
B. Frankenstein's Monster
C. Gargoyle King
D. Dr. Victor Frankenstein",Leonore
"In the 2014 movie 'I, Frankenstein', which character is portrayed by Jai Courtney?
Options:
A. Frankenstein
B. Gideon
C. The Monster
D. The Gargoyle Queen",Gideon
"In the 2014 movie 'I, Frankenstein', which character does Socratis Otto portray?
Options:
A. Naberius
B. Zuriel
C. Frankenstein
D. Adam",Zuriel
"In the 2014 movie 'I, Frankenstein', which character is portrayed by Kevin Grevioux?
Options:
A. Dekar
B. Adam
C. Gideon
D. Terra",Dekar
"In the 2014 movie 'I, Frankenstein', which character is portrayed by Caitlin Stasey?
Options:
A. Keziah
B. Adam
C. Gargoyle Leader
D. Dr. Frankenstein",Keziah
"In the 2014 movie 'I, Frankenstein', which character is portrayed by Mahesh Jadu?
Options:
A. Ophir
B. Frankenstein
C. Adam
D. Gothic Creature",Ophir
"In the 2014 movie 'I, Frankenstein', which character is portrayed by Nicholas Bell?
Options:
A. Carl Avery
B. Adam Frankenstein
C. Terra Wade
D. Dr. Frankenstein",Carl Avery
"In the 2014 movie 'I, Frankenstein', which actor portrays the character Helek?
Options:
A. Aaron Eckhart
B. Bill Nighy
C. Steve Mouzakis
D. Yvonne Strahovski",Steve Mouzakis
