Question,Answer
Did Sonu Nigam win an award for his contribution to the soundtrack of *Saathiya*?,Yes.
Did the soundtrack of *Saathiya* include a Sufi track called 'Mere Yaar Mila De'?,Yes
Is A.R. Rahman known for his work on the soundtrack of a film that features a vocalist?,Yes
Does the soundtrack of 'fantasy music video clips' feature a superb digital sound mix?,Yes.
Do duets feature a digital sound mix in their production?,No
Do fantasy music video clips feature full scale wedding routines?,Yes.
Is the music in 'title number' unique and upbeat?,Yes
Is the title number a highlight in the soundtrack of the movie?,No
Is the title number from the movie *Saathiya* a seductive ballad?,No
Is AR Rahman's music composition known for including seductive ballads?,Yes
Are seductive ballads a highlight in the soundtrack of the movie?,Yes
Does 'Saathiya' feature exciting music that overshadows the lyrics?,Yes.
