Question,Answer
Did Sangeet Haldipur contribute to the soundtrack of 'Murder 2'?,Yes.
Did Sunidhi Chauhan contribute to the soundtrack of *Murder 2*?,Yes.
Did Sangeet-Siddharth contribute to the soundtrack of *Murder 2*?,Yes.
Did Arijit Singh perform a song for the soundtrack of *Murder 2*?,Yes.
Did Mithoon contribute to the soundtrack of 'Murder 2'?,Yes.
Did Sunidhi Chauhan perform a song for the soundtrack of 'Murder 2' composed by Mithoon?,No.
Did Mithoon contribute to the soundtrack of 'Murder 2' alongside Sangeet-Siddharth?,No.
Did Arijit Singh contribute to the soundtrack of 'Murder 2' composed by Mithoon?,Yes.
Did Sunidhi Chauhan contribute to the soundtrack of 'Murder 2'?,Yes
Did Harshit Saxena contribute to the soundtrack of 'Murder 2'?,Yes.
Did Siddharth Haldipur contribute to the soundtrack of 'Murder 2'?,Yes.
