Question,Answer
Did Kaloji Malusare play a significant role in training Shivaji's commander in sword-fighting?,No.
Did Suryaji fight alongside Shivaji in the Maratha army's attack against the Mughal cavalry?,Yes.
Did Chandraji Pisal reveal the Maratha's secret plan to Shivaji?,No.
Did Chultya play a role in Tanhaji's attack plan against Shivaji's enemies?,Yes.
Was Kamla Devi imprisoned during Shivaji's campaign against the Mughal cavalry?,Yes.
Did Maratha soldiers disguised in Mughal attire trick Shivaji into an attack?,No
Did Shivaji lead the attack against the Mughal cavalry at Kondhana?,No.
Did the villagers play a role in protecting the fortress during Tanhaji's campaign under Shivaji?,Yes.
Did Udaybhan have a conflict with Shivaji's forces?,Yes.
Did Jagat Singh play a role in the events involving Shivaji's military actions?,No.
Did Kamla Devi have a connection to Shivaji during the Maratha army's attack against Mughal cavalry?,No.
Did Savitri Bai have concerns about Tanhaji's safety during the Maratha army's attack?,Yes.
Did Tanhaji successfully capture Kondhana under Shivaji's command?,Yes.
Did Kaloji Malusare train Savitri Bai in sword-fighting?,No
Did Suryaji command the Maratha army alongside Savitri Bai in 1664?,No.
Did Chandraji Pisal have a role in Tanhaji's campaign to protect Savitri Bai?,No.
Did Chultya have a role in Tanhaji's campaign against Udaybhan?,Yes.
Is Kamla Devi the sister of a Rajput general in the context of Savitri Bai's story?,No.
Did Tanhaji promise Savitri Bai that he would return from the campaign successfully before reaching Kondhana?,Yes.
Did the villagers receive encouragement from Tanhaji to defend their fortress while Savitri Bai was waiting for his return?,Yes.
"Did Udaybhan have a conflict with Tanhaji's spouse, Savitri Bai?",No.
Did Jagat Singh play a role in helping Tanhaji fulfill his promise to Savitri Bai?,Yes.
Did Tanhaji promise to save Kamla Devi from Udaybhan's clutches?,Yes.
Does Savitri Bai have concerns about Tanhaji's safety during his campaign?,Yes
Did Savitri Bai have a promise from Tanhaji that he would return after capturing Kondhana?,Yes.
Did Kaloji Malusare play a significant role in Savitri Bai's story in *Tanhaji*?,No.
Did Suryaji have a significant role in supporting Tanhaji during the battles?,Yes.
Does Chandraji Pisal play a role in Tanhaji's campaign in relation to Savitri Bai?,Yes.
Does Chultya play a role in Tanhaji's attack plan?,Yes.
Is Kamla Devi imprisoned while Savitri Bai awaits Tanhaji's return?,Yes.
Did Savitri Bai wait for Tanhaji's return while the Maratha soldiers were disguised in Mughal attire?,No.
Does Kondhana play a significant role in the story of Savitri Bai?,No.
Do the villagers play a significant role in Savitri Bai's story in *Tanhaji*?,No.
Did Udaybhan have a hostile relationship with Tanhaji?,Yes
Does Jagat Singh play a role in the return of Savitri Bai in the context of Tanhaji?,No.
Does Savitri Bai express concern for Tanhaji's safety in the film?,Yes.
Does Kondhana play a significant role in Savitri Bai's story in *Tanhaji*?,No.
Did Jijabai provoke Shivaji in the context of recapturing Kondhana?,Yes.
Did Shivaji plan to recapture Kondhana from Udaybhan Rathod?,Yes
Does Tanhaji threaten the safety of Kondhana?,No.
Did Udaybhan have a guard who faced consequences for disobeying a security protocol in the movie *Tanhaji*?,Yes.
Did Udaybhan's actions against Tanhaji lead to his marriage with Kamla Devi?,Yes.
Does Tanhaji confront the Naagin in an effort to protect Rajgad?,Yes.
Does Tanhaji promise to return successfully to Savitri Bai?,Yes
Does Savitri Bai express concern for Tanhaji's safety in the movie?,Yes
