Question,Answer
Is *Mafia Queens of Mumbai* based on a chapter that was adapted for the film *Gangubai Kathiawadi*?,Yes.
Did Priyanka Chopra initially have a role in the movie featuring Shantanu Maheshwari?,Yes.
Did Sanjay Leela Bhansali direct the movie in which Shantanu Maheshwari made his debut?,Yes.
Did Alia Bhatt replace Priyanka Chopra in *Gangubai Kathiawadi*?,Yes.
"Was Shantanu Maheshwari involved in the filming of *Gangubai Kathiawadi* in Film City, Mumbai?",Yes.
Did the Indian government play a role in delaying the production of Shantanu Maheshwari's debut film?,Yes.
Did Ajay Devgn appear in the movie *Gangubai Kathiawadi*?,Yes.
Did Shantanu Maheshwari participate in the filming of *Gangubai Kathiawadi*?,Yes.
Is Hussain Zaidi's book *Mafia Queens of Mumbai* related to the movie *Gangubai Kathiawadi*?,Yes.
Did Priyanka Chopra play a leading role in the movie featuring Varun Kapoor's debut?,Yes.
Did Sanjay Leela Bhansali work on the movie *Gangubai Kathiawadi* featuring Varun Kapoor?,Yes.
"Did Alia Bhatt replace Priyanka Chopra in the movie Gangubai Kathiawadi, which features Varun Kapoor's debut?",Yes.
"Was the principal photography of *Gangubai Kathiawadi* conducted in Film City, Mumbai?",Yes.
Did the Indian government play a role in delaying the production of Varun Kapoor's debut in *Gangubai Kathiawadi*?,Yes.
Did Ajay Devgn have a role in the movie Gangubai Kathiawadi?,Yes.
Did the filming of *Gangubai Kathiawadi* involve Varun Kapoor?,No.
