Question & Options,Correct Answer
"In the movie 'De Dana Dan' (2009), which of the following statements are true regarding the characters portrayed by Akshay Kumar and Nitin Bankar?
Options:
A. A) Akshay Kumar plays the character Nitin Bankar.
B. B) Nitin Bankar is a character portrayed by Akshay Kumar.
C. C) Nitin Bankar is a character played by another actor.
D. D) Akshay Kumar portrays a character in the movie.","B, D"
"In the movie 'De Dana Dan' (2009), which of the following actors portray characters related to Suniel Shetty's character Ram Mishra?
Options:
A. A. Suniel Shetty
B. B. Akshay Kumar
C. C. Paresh Rawal
D. D. Sameera Reddy","A, B, C"
"In the movie 'De Dana Dan' (2009), which of the following characters are played by Paresh Rawal?
Options:
A. Harbans Chaddha
B. Nonny
C. Pammi
D. Mr. Chaddha","Harbans Chaddha, Mr. Chaddha"
"In the movie 'De Dana Dan' (2009), which of the following statements about Katrina Kaif's character are true?
Options:
A. A) She portrays the character Anjali Kakkar.
B. B) Anjali Kakkar is Nitin's love interest.
C. C) Katrina Kaif plays a villainous role in the film.
D. D) Anjali Kakkar is a supporting character in the movie.",A) She portrays the character Anjali Kakkar. B) Anjali Kakkar is Nitin's love interest.
"In the movie 'De Dana Dan' (2009), which of the following statements are true regarding Sameera Reddy and her character's relationship with Manpreet Oberoi?
Options:
A. Sameera Reddy portrays the character Manpreet Oberoi.
B. Manpreet Oberoi is Ram's love interest.
C. Sameera Reddy plays Ram's love interest.
D. Manpreet Oberoi is portrayed by a different actress.","Sameera Reddy plays Ram's love interest., Manpreet Oberoi is Ram's love interest."
"In the movie 'De Dana Dan' (2009), which characters are portrayed by Tinnu Anand and Himanshu Kakkar?
Options:
A. Tinnu Anand plays the role of Anjali's father
B. Himanshu Kakkar plays a police officer
C. Tinnu Anand plays a wealthy businessman
D. Himanshu Kakkar plays Anjali's uncle",Tinnu Anand plays the role of Anjali's father
"In the movie 'De Dana Dan' (2009), which of the following statements are true regarding the characters portrayed by Neha Dhupia and Anu Chopra?
Options:
A. Neha Dhupia plays the role of a casino dancer.
B. Anu Chopra is portrayed by Neha Dhupia.
C. Neha Dhupia portrays the character Anu Chopra.
D. Anu Chopra is a character played by Neha Dhupia.",Neha Dhupia portrays the character Anu Chopra.
"In the movie 'De Dana Dan' released in 2009, which of the following statements about the characters played by Rajpal Yadav and Dagdu Yadav are correct?
Options:
A. Rajpal Yadav plays the role of Dagdu Yadav, a waiter in the movie.
B. Dagdu Yadav is portrayed as a prominent character in the film.
C. Rajpal Yadav is known for his comedic roles in Bollywood.
D. Dagdu Yadav is a serious character who faces many challenges.","Rajpal Yadav plays the role of Dagdu Yadav, a waiter in the movie. Dagdu Yadav is portrayed as a prominent character in the film."
"In the movie 'De Dana Dan' (2009), which of the following statements are true regarding the characters portrayed by Manoj Joshi and Brijmohan Oberoi?
Options:
A. A) Manoj Joshi plays the character of Manpreet's father.
B. B) Brijmohan Oberoi is portrayed by Manoj Joshi.
C. C) Brijmohan Oberoi is Manpreet's father.
D. D) Manoj Joshi does not portray any character related to Manpreet.","A) Manoj Joshi plays the character of Manpreet's father., C) Brijmohan Oberoi is Manpreet's father."
"In the movie 'De Dana Dan' (2009), which of the following statements are true regarding the cast members Archana Puran Singh and Kuljeet Kaur?
Options:
A. Archana Puran Singh plays the role of Kuljeet Kaur.
B. Kuljeet Kaur is portrayed by Archana Puran Singh.
C. Archana Puran Singh does not play Kuljeet Kaur.
D. Kuljeet Kaur is a character in 'De Dana Dan'.","Archana Puran Singh plays the role of Kuljeet Kaur., Kuljeet Kaur is a character in 'De Dana Dan'."
