Question & Options,Correct Answer
"In the movie 'Coolie No. 1' released in 2020, which characters are portrayed by Varun Dhawan?
Options:
A. Raju Coolie
B. Raju's father
C. Raju's love interest
D. Raju's rival",Raju Coolie
"In the movie 'Coolie No. 1' (2020), which of the following statements are true regarding the character Kunwar Raj Pratapsingh portrayed by Varun Dhawan?
Options:
A. A. Varun Dhawan plays the role of Kunwar Raj Pratapsingh.
B. B. Kunwar Raj Pratapsingh is a supporting character.
C. C. Varun Dhawan is known for his role in 'Coolie No. 1'.
D. D. Kunwar Raj Pratapsingh is the main antagonist in the film.","A, C"
"In the movie 'Coolie No. 1' (2020), which of the following statements are true regarding Sara Ali Khan's character?
Options:
A. A. Sara Ali Khan plays the role of Sarah Pratapsingh.
B. B. Sarah Pratapsingh is also known as Sarah Rozario.
C. C. Sara Ali Khan is a supporting character in the film.
D. D. Sarah Pratapsingh is the main character in the film.","A, B, D"
"In the movie 'Coolie No. 1' (2020), which of the following statements are true regarding the character played by Paresh Rawal?
Options:
A. A. Paresh Rawal plays the father of Sarah and Anju.
B. B. Paresh Rawal is a supporting character in the film.
C. C. The character played by Paresh Rawal is named Jeffrey Rozario.
D. D. Paresh Rawal's character is a villain in the story.","A, C"
"In the movie 'Coolie No. 1' (2020), which characters are portrayed by Jaaved Jaaferi?
Options:
A. Pandit Jai Kishen
B. Secretary Jackson
C. Coolie No. 1
D. Jaaved Jaaferi does not play any character","Pandit Jai Kishen, Secretary Jackson"
"In the movie 'Coolie No. 1' (2020), which of the following characters are portrayed by Rajpal Yadav?
Options:
A. A. Pinto Mama
B. B. Jeffrey
C. C. Sarah
D. D. Anju",A. Pinto Mama
"In the movie 'Coolie No. 1' (2020), which characters are portrayed by Johnny Lever?
Options:
A. Inspector Jagjit Godbole
B. Raju
C. Pooja
D. Karan",Inspector Jagjit Godbole
"In the movie 'Coolie No. 1' released in 2020, which of the following statements are true regarding the characters played by Sahil Vaid?
Options:
A. A. Sahil Vaid plays the character of Deepak Mechanic.
B. B. Deepak Mechanic is Anju's brother.
C. C. Sahil Vaid's character is Anju's fiancé.
D. D. Deepak Mechanic is a villain in the story.","A, C"
"Which of the following statements are true regarding the cast of 'Coolie No. 1' (2020)?
Options:
A. A. Shikha Talsania plays the role of Anjali 'Anju' Rozario.
B. B. Anjali 'Anju' Rozario is a character portrayed by Deepak.
C. C. Jeffrey is Anjali's father in the movie.
D. D. Anjali 'Anju' Rozario is the fiancé of Deepak.","A, C, D"
"In the movie 'Coolie No. 1' (2020), which of the following statements are true regarding the characters portrayed by Vikas Verma and Mahesh Pratapsingh?
Options:
A. A. Vikas Verma plays the role of Mahesh Pratapsingh.
B. B. Mahesh Pratapsingh is the father of Mahendra.
C. C. Vikas Verma is Mahendra's son.
D. D. Mahesh Pratapsingh is portrayed by a different actor.","A, C"
"In the movie 'Coolie No. 1' (2020), which roles does Manoj Joshi portray?
Options:
A. Driver
B. Shalini's father
C. Police officer
D. Shopkeeper","Driver, Shalini's father"
"In the movie 'Coolie No. 1' (2020), which of the following statements about Shashi Kiran and Coolie Chacha are true?
Options:
A. Shashi Kiran is portrayed by Varun Dhawan.
B. Coolie Chacha is Raju's uncle.
C. Shashi Kiran is a taxi driver in the film.
D. Coolie Chacha is a pivotal character in the story.",Shashi Kiran is portrayed by Varun Dhawan.; Coolie Chacha is Raju's uncle.; Coolie Chacha is a pivotal character in the story.
"In the movie 'Coolie No. 1' (2020), which characters are portrayed by Hemant Pandey?
Options:
A. Tambe
B. Raju
C. Rani
D. Inspector",Tambe
"In the movie 'Coolie No. 1' (2020), which of the following roles are portrayed by Farhad Samji?
Options:
A. Plumber at the Rozario Hotel
B. Hotel Manager
C. Bellboy
D. Chef",Plumber at the Rozario Hotel
"In the movie 'Coolie No. 1' (2020), which of the following statements are true regarding the characters portrayed by Shibesh Debnath and Vishu Coolie?
Options:
A. A) Shibesh Debnath plays the character of Vishu Coolie.
B. B) Vishu Coolie is Raju's rival in the film.
C. C) Shibesh Debnath is a fellow porter to Raju.
D. D) Vishu Coolie is the main antagonist in the movie.","A) Shibesh Debnath plays the character of Vishu Coolie., C) Shibesh Debnath is a fellow porter to Raju."
"In the movie 'Coolie No. 1' (2020), which of the following statements about Girdhar Swami's role are correct?
Options:
A. Girdhar Swami is the casting director.
B. Girdhar Swami plays a lead role in the movie.
C. Girdhar Swami is involved in the casting process.
D. Girdhar Swami is the producer of the film.","Girdhar Swami is the casting director., Girdhar Swami is involved in the casting process."
