Question & Options,Correct Answer
"In the movie 'Singh Is Bliing' (2015), which of the following statements are true regarding the character portrayed by Akshay Kumar?
Options:
A. A) Akshay Kumar plays the role of Raftaar Singh.
B. B) Raftaar Singh is a villain in the movie.
C. C) Akshay Kumar is the lead character in 'Singh Is Bliing'.
D. D) Raftaar Singh is a comedic character.","A) Akshay Kumar plays the role of Raftaar Singh., C) Akshay Kumar is the lead character in 'Singh Is Bliing.', D) Raftaar Singh is a comedic character."
"In the movie 'Singh Is Bliing' (2015), which of the following statements about the characters Rati Agnihotri and Harpreet Kaur are true?
Options:
A. Rati Agnihotri plays Harpreet Kaur.
B. Harpreet Kaur is Raftaar's mother.
C. Rati Agnihotri is a supporting character in the film.
D. Harpreet Kaur is the protagonist of the story.","Rati Agnihotri plays Harpreet Kaur., Harpreet Kaur is Raftaar's mother."
"In the movie 'Singh Is Bliing' (2015), which of the following statements are true regarding the character relationships?
Options:
A. A) Yograj Singh plays the role of Raftaar Singh's father.
B. B) Raftaar Singh is the main character of the movie.
C. C) Yograj Singh is a supporting character in the film.
D. D) Raftaar Singh's father is not portrayed in the movie.","A, B, C"
"In the movie 'Singh Is Bliing' released in 2015, which of the following statements are true regarding the character played by Amy Jackson?
Options:
A. Amy Jackson plays the character Sara Rana
B. Sara Rana is the main antagonist
C. Amy Jackson is a supporting actress
D. Sara Rana is a love interest in the film","Amy Jackson plays the character Sara Rana, Sara Rana is a love interest in the film"
"In the movie 'Singh Is Bliing' (2015), which of the following statements are true regarding the character Emily?
Options:
A. Lara Dutta plays the role of Emily
B. Emily is a supporting character
C. Emily is the main antagonist
D. Emily has a romantic subplot","Lara Dutta plays the role of Emily, Emily is a supporting character, Emily has a romantic subplot"
"In the movie 'Singh Is Bliing' (2015), which of the following statements are true regarding the characters played by Pradeep Sagar and Kirpal Singh?
Options:
A. Pradeep Sagar portrays the character Kirpal Singh.
B. Kirpal Singh is a supporting character in the movie.
C. Pradeep Sagar is the main antagonist.
D. Kirpal Singh is known for his comedic role.","Pradeep Sagar portrays the character Kirpal Singh., Kirpal Singh is a supporting character in the movie., Kirpal Singh is known for his comedic role."
"In the movie 'Singh Is Bliing' (2015), which of the following statements are true regarding the characters portrayed by Anil Mange and Pompy?
Options:
A. Anil Mange plays the character Pompy.
B. Pompy is a supporting character in the film.
C. Anil Mange is the main protagonist of the movie.
D. The character Pompy is involved in comedic scenes.","Anil Mange plays the character Pompy., Pompy is a supporting character in the film., The character Pompy is involved in comedic scenes."
"In the movie 'Singh Is Bliing' released in 2015, which of the following statements are true regarding the character Pappy?
Options:
A. Arfi Lamba plays the character Pappy.
B. Pappy is a central character in the movie.
C. Pappy is portrayed as a villain in the film.
D. Pappy has a comedic role in the story.","Arfi Lamba plays the character Pappy., Pappy is a central character in the movie., Pappy has a comedic role in the story."
"In the movie 'Singh Is Bliing' (2015), which characters are portrayed by Kunal Kapoor?
Options:
A. Sara's Father
B. Mr. Rana
C. Kunal Kapoor
D. Rana's Assistant","Sara's Father, Mr. Rana"
"In the movie 'Singh Is Bliing' (2015), which of the following statements are true regarding Ali Haidar's role?
Options:
A. Ali Haidar plays the lead role in the movie.
B. Ali Haidar appears as an airline passenger in a special appearance.
C. Ali Haidar is a supporting character in the film.
D. Ali Haidar does not have a significant role in the movie.",Ali Haidar appears as an airline passenger in a special appearance.
"In the movie 'Singh Is Bliing' (2015), which of the following statements about Prabhu Deva's role are correct?
Options:
A. Prabhu Deva plays a character in the washroom.
B. Prabhu Deva appears in the song 'Singh and Kaur'.
C. Prabhu Deva is the main antagonist of the film.
D. Prabhu Deva makes a cameo appearance.","Prabhu Deva plays a character in the washroom., Prabhu Deva appears in the song 'Singh and Kaur'., Prabhu Deva makes a cameo appearance."
"Which of the following statements are true regarding the movie 'Singh Is Bliing' released in 2015?
Options:
A. A. Sunny Leone makes a special appearance in the movie.
B. B. The character Sara is played by Sunny Leone.
C. C. Sunny Leone is mistaken for a woman named Sara at the airport.
D. D. The movie features a romantic subplot between Sunny Leone and the main character.","A, C"
