Question & Options,Correct Answer
"Who is an unholy breed of human and vampire known as a 'dhampir'?
Options:
A. Rayne
B. Kagan
C. Sebastian
D. Vladimir",Rayne
"Who directed the film *BloodRayne* that has a 4% approval rating on Rotten Tomatoes?
Options:
A. BloodRayne
B. Video game character
C. Uwe Boll
D. Production budget",Uwe Boll
"Which movie has a 4% approval rating on Rotten Tomatoes?
Options:
A. Video Game Character
B. BloodRayne
C. Rotten Tomatoes
D. None of the above",BloodRayne
"Which character is ranked 48th in Rotten Tomatoes's list of worst reviewed films from the 2000s?
Options:
A. video game character
B. bloodrayne
C. 2000s
D. Rotten Tomatoes",video game character
"When did the film BloodRayne end up grossing a significantly lower amount compared to its production budget?
Options:
A. video game character
B. bloodrayne
C. june 2006
D. 2006",june 2006
"Which movie features a distinguished cast despite its low approval rating on Rotten Tomatoes?
Options:
A. BloodRayne
B. Resident Evil
C. Mortal Kombat
D. Tomb Raider",BloodRayne
"What reception did the film BloodRayne receive according to Metacritic?
Options:
A. Positive reviews
B. Mixed reviews
C. Overwhelming dislike
D. Neutral feedback",Overwhelming dislike
"Who is associated with the film *BloodRayne* according to Variety critic Joe Leydon?
Options:
A. Video game character
B. BloodRayne
C. Joe Leydon
D. Uwe Boll",Joe Leydon
"Which character is mentioned in an article by TV Guide critic Maitland McDonagh?
Options:
A. video game character
B. BloodRayne
C. tv guide
D. Maitland McDonagh",video game character
"Which character is known as a video game character and whose movies were distributed by Romar?
Options:
A. Video Game Character
B. BloodRayne
C. Romar
D. Negative Critical Reception",Video Game Character
"Who is the ancient vampire that the artifact came from?
Options:
A. body parts
B. belial
C. ancient vampire
D. artifacts",ancient vampire
"Who avenges her father's death by plunging a bolt into Kagan's heart?
Options:
A. Sebastian
B. Rayne
C. Kagan
D. Vladimir",Rayne
"Who collaborated with director Uwe Boll on the screenplay of the movie *BloodRayne*?
Options:
A. Guinevere Turner
B. Boll
C. Billy Zane
D. Romar Entertainment",Guinevere Turner
"Where did the filming of the movie *BloodRayne* take place?
Options:
A. Guinevere Turner
B. Uwe Boll
C. Romania
D. Carpathian Mountains",Romania
