node_1,node_2,edge,chunk_id,node_3,count
tanhaji malusare,maratha warrior,Tanhaji Malusare was a Maratha warrior.,ba6dbb7a6d914638b0f3068a7a94f8dd,,4
aurangzeb,mughal emperor,Tanhaji attempts to recapture the Kondhana fortress once it passes on to Mughal emperor Aurangzeb who transfers its control to his trusted guard Udaybhan Singh Rathore.,ba6dbb7a6d914638b0f3068a7a94f8dd,,4
udaybhan singh rathore,mughal emperor's trusted guard,Aurangzeb transfers the control of Kondhana fortress to Udaybhan Singh Rathore.,ba6dbb7a6d914638b0f3068a7a94f8dd,,4
tanaji malusare,kondhana fortress,Tanhaji attempted to recapture the Kondhana fortress.,ba6dbb7a6d914638b0f3068a7a94f8dd,,4
lokmanya: ek yug purush,om raut,Raut made his directorial debut in Bollywood with Lokmanya: Ek Yug Purush.,ba6dbb7a6d914638b0f3068a7a94f8dd,,4
tanhaji: the unsung warrior,om raut,Tanhaji: The Unsung Warrior is a movie directed by Om Raut.,ba6dbb7a6d914638b0f3068a7a94f8dd,,4
bhushan kumar,krishan kumar,"Tanhaji: The Unsung Warrior is produced by Bhushan Kumar, Krishan Kumar and Ajay Devgn under T-Series Films and Ajay Devgn FFilms.",ba6dbb7a6d914638b0f3068a7a94f8dd,Ajay Devgn,4
maratha warrior,kajol,The movie stars Kajol as the wife of Tanaji Malusare.,ba6dbb7a6d914638b0f3068a7a94f8dd,,4
saif ali khan,maratha warrior,The movie also features Saif Ali Khan playing an antagonist.,ba6dbb7a6d914638b0f3068a7a94f8dd,,4
neha sharma,supporting role,The movie features Neha Sharma in a supporting role.,ba6dbb7a6d914638b0f3068a7a94f8dd,,4
sharad kelkar,supporting role,The movie features Sharad Kelkar in a supporting role.,ba6dbb7a6d914638b0f3068a7a94f8dd,,4
luke kenny,supporting role,The movie features Luke Kenny in a supporting role.,ba6dbb7a6d914638b0f3068a7a94f8dd,,4
tanhaji,shivaji's maratha army,Tanhaji commands Shivaji's Maratha army to attack an intruding Mughal cavalry in 1664.,467145c1175c4c8f833327558a575ef1,,4
kaloji malusare,tanhaji,Kaloji Malusare trains Tanhaji in sword-fighting in 1647.,467145c1175c4c8f833327558a575ef1,,4
mughal plunder,umrat,Mughal plunder occurs in Umrat in an unspecified year.,467145c1175c4c8f833327558a575ef1,,4
tanhaji,suryaji,Tanhaji and his younger brother Suryaji are mentioned together in the context.,467145c1175c4c8f833327558a575ef1,,4
shivaji,aurangzeb,"Mughal Emperor Aurangzeb dispatches his uncle and trusted general, Maharaja of Amber, Jai Singh, to capture Shivaji",aafb8684d1434a5a862fab53b48a73df,,4
shivaji,battle of purandar,"Shivaji's rapid imperial expansion into the Deccan Plateau is successfully captured by Mughal general Maharaja of Amber, Jai Singh, in the Battle of Purandar",aafb8684d1434a5a862fab53b48a73df,,4
jai singh,shivaji,"Maharaja of Amber, Jai Singh, captures Shivaji alongside his 23 forts that are under his control",aafb8684d1434a5a862fab53b48a73df,,4
beshak khan,jijabai,"Orders a quick seize of Shivaji's strategic fortress, Kondhana, insulting Jijabai, Shivaji's mother",aafb8684d1434a5a862fab53b48a73df,,4
tanhaji,shivaji,Tanhaji is informed about the treaty as well,aafb8684d1434a5a862fab53b48a73df,,4
aurangzeb,kondhana,"Assigns Kondhana to his Rajput general, Udaybhan Rathod, and uses it as a base for Aurangzeb's southern imperial expansion",aafb8684d1434a5a862fab53b48a73df,,4
shivaji,kondhana,"Shivaji plans to recapture Kondhana, considering himself to lead the campaign as Tanhaji, though an able general, cannot be employed due to his son, Rayba's upcoming wedding",aafb8684d1434a5a862fab53b48a73df,,4
tanhaji,chandraji pisal,"Discloses the secret plan to Tanhaji at his nephew, Chultya's recommendation",aafb8684d1434a5a862fab53b48a73df,,4
shivaji,chandraji pisal,Attempting to usurp Shivaji's throne,aafb8684d1434a5a862fab53b48a73df,,4
udaybhan,burhanpur,"Elsewhere, Udaybhan reaches Burhanpur",3238e147c8624782b700295cf6ee724e,,4
udaybhan,marathas,"Elsewhere, Udaybhan reaches Burhanpur, while the Marathas discuss the possibilities of his route.",3238e147c8624782b700295cf6ee724e,,4
tanhaji,a concept from extracted ontology (attack plan),"coins an attack plan,",3238e147c8624782b700295cf6ee724e,,4
pisal,tanhaji,"schemes of sabotaging Tanhaji's mission and getting him killed, so that Shivaji would then appoint him in-charge of the campaign.",3238e147c8624782b700295cf6ee724e,,4
pisal,shivaji,intends to become influential enough to overthrow Shivaji and join hands with Udaybhan.,3238e147c8624782b700295cf6ee724e,,4
chultya,udaybhan,informs Udaybhan about Tanhaji's plan.,3238e147c8624782b700295cf6ee724e,,4
chultya,tanhaji,"disguised in Mughal attire. Elsewhere, Udaybhan reaches Kondhana and aims a huge cannon, named Naagin, at Rajgad, threatening Shivaji's safety.",3238e147c8624782b700295cf6ee724e,,4
kamla devi,udaybhan,"is also bringing the imprisoned Kamla Devi, en route, the sister of his Rajput general, Jagat Singh.",3238e147c8624782b700295cf6ee724e,,4
tanhaji,kondhana,reaches Kondhana alone to learn about a secret thief-entrance inside.,3238e147c8624782b700295cf6ee724e,,4
udaybhan,guard,kills a guard for disobeying the security protocol.,3238e147c8624782b700295cf6ee724e,,4
tanhaji,villagers,motivates the villagers to retaliate against Udaybhan.,3238e147c8624782b700295cf6ee724e,,4
tanhaji,udaybhan,"enemy relationship during Shivratri celebrations as Udaybhan betrays the Marathas and invites Tanhaji to participate, but later imprisoned and tortured him",5c387418ad614bc19121c40c55d1050c,,4
tanhaji,jagat singh,friendship or help relationship as Jagat Singh secretly releases Tanhaji from imprisonment and reveals Udaybhan's plan to marry his sister,5c387418ad614bc19121c40c55d1050c,,4
tanhaji,umrat,location relationship as Tanhaji escapes from the thief-entrance and returns to Umrat to inform his people about the upcoming war,5c387418ad614bc19121c40c55d1050c,,4
