node_1,node_2,edge,chunk_id,node_3,count
bhagat singh,indian independence,"Bhagat Singh was a revolutionary who fought for Indian independence along with fellow members of the Hindustan Socialist Republican Association, as depicted in the biographical period film 'The Legend of Bhagat Singh' directed by Rajkumar Santoshi.",702944f5146d477bb48127e048988f02,,4
bhagat singh,jallianwala bagh massacre,"Bhagat Singh witnessed the Jallianwala Bagh massacre in his childhood, as portrayed in 'The Legend of Bhagat Singh'.",702944f5146d477bb48127e048988f02,,4
hindustan socialist republican association,bhagat singh,"Bhagat Singh was a part of the Hindustan Socialist Republican Association, as shown in 'The Legend of Bhagat Singh'.",702944f5146d477bb48127e048988f02,,4
tips industries,the legend of bhagat singh,"The Legend of Bhagat Singh was produced by Kumar and Ramesh Taurani's Tips Industries on a budget of ₹200–250 million (about US$4.2–5.2 million in 2002), as mentioned in the context.",702944f5146d477bb48127e048988f02,,4
santoshi,the legend of bhagat singh,"Rajkumar Santoshi directed 'The Legend of Bhagat Singh', as provided in the given context.",702944f5146d477bb48127e048988f02,,4
ajay devgan,bhagat singh,"Ajay Devgan portrayed Bhagat Singh in 'The Legend of Bhagat Singh', as conveyed in the context.",702944f5146d477bb48127e048988f02,,4
sushant singh,bhagat singh,Sushant Singh was also a part of the depiction of Bhagat Singh's story in 'The Legend of Bhagat Singh'.,702944f5146d477bb48127e048988f02,,4
d. santosh,bhagat singh,"D. Santosh appeared as Bhagat Singh in 'The Legend of Bhagat Singh', as provided in the context.",702944f5146d477bb48127e048988f02,,4
akhilendra mishra,bhagat singh,"Akhilendra Mishra was also cast as Bhagat Singh in 'The Legend of Bhagat Singh', as mentioned in the context.",702944f5146d477bb48127e048988f02,,4
raj babbar,supporting roles,"Raj Babbar played a supporting role in 'The Legend of Bhagat Singh', as conveyed in the given context.",702944f5146d477bb48127e048988f02,,4
farida jalal,supporting roles,"Farida Jalal was also cast in a supporting role in 'The Legend of Bhagat Singh', as provided in the context.",702944f5146d477bb48127e048988f02,,4
amrita rao,supporting roles,"Amrita Rao appeared in a supporting role in 'The Legend of Bhagat Singh', as conveyed in the given context.",702944f5146d477bb48127e048988f02,,4
mera rang de basanti,soundtrack and film score,"The song 'Mera Rang De Basanti' was a part of the soundtrack and film score composed by A. R. Rahman for 'The Legend of Bhagat Singh', as stated in the context.",702944f5146d477bb48127e048988f02,,4
sarfaroshi ki tamanna,soundtrack and film score,"The song 'Sarfaroshi Ki Tamanna' was also included in the soundtrack and film score created by A. R. Rahman for 'The Legend of Bhagat Singh', as provided in the context.",702944f5146d477bb48127e048988f02,,4
legend of bhagat singh,positive reviews,The Legend of Bhagat Singh received generally positive reviews.,a455c48d982146c182dfd319bb218d20,,4
bhagat singh,legend,The movie The Legend of Bhagat Singh is based on the life of freedom fighter Bhagat Singh.,a455c48d982146c182dfd319bb218d20,,4
devgan,performance,"Amitabh Bachchan, Sunny Deol and Amrita Rao gave good performances in the movie but Ajay Devgn's portrayal of Bhagat Singh was particularly impressive.",a455c48d982146c182dfd319bb218d20,,4
sushant,performance,Baby Dinesh played the younger version of Bhagat Singh and delivered a remarkable performance.,a455c48d982146c182dfd319bb218d20,,4
story,legend of bhagat singh,The movie portrays the life and struggles of revolutionary freedom fighter Bhagat Singh.,a455c48d982146c182dfd319bb218d20,,4
screenplay,legend of bhagat singh,Prakash Jha's screenplay was praised for its authenticity and clarity in portraying the events related to Bhagat Singh.,a455c48d982146c182dfd319bb218d20,,4
technical aspects,legend of bhagat singh,"The movie's direction, cinematography, and background score were praised for their excellence.",a455c48d982146c182dfd319bb218d20,,4
underperformed,legend of bhagat singh,"Despite receiving critical acclaim, the movie did not perform well at the box office and failed to meet expectations.",a455c48d982146c182dfd319bb218d20,,4
vidyavati,terrified,"When an old woman named Vidyavati unveiled her son's body, she was terrified by what she saw.",a455c48d982146c182dfd319bb218d20,,4
a great strike,mourning the death of those three youngsters,"The strike was held in mourning for the death of Bhagat Singh, Sukhdev, and Rajguru.",39241625e8304c3596ad8889f19fcbbc,,4
"meanwhile, at malir railway station",mahatma gandhi arrives at the station,"While Mahatma Gandhi arrived at Malir railway station, protests and demonstrations were held in mourning for the death of Bhagat Singh, Sukhdev, and Rajguru.",39241625e8304c3596ad8889f19fcbbc,,4
mahatma gandhi,his supporters praising him,"At Malir railway station, Mahatma Gandhi was greeted by his supporters who praised him.",39241625e8304c3596ad8889f19fcbbc,,4
mahatma gandhi,youngsters shouting insults against him,"At Malir railway station, some youngsters criticized Mahatma Gandhi for not saving Bhagat Singh, Sukhdev, and Rajguru.",39241625e8304c3596ad8889f19fcbbc,,4
bhagat singh,sukhdev,"Bhagat Singh, Sukhdev, and Rajguru were three young revolutionaries who died.",39241625e8304c3596ad8889f19fcbbc,Rajguru,4
mahatma gandhi,he sees his supporters praising him,"While Mahatma Gandhi was at Malir railway station, he saw some of his supporters praising him.",39241625e8304c3596ad8889f19fcbbc,,4
mahatma gandhi,"youngsters shouting insults against him for not saving bhagat singh, sukhdev, and rajguru","At Malir railway station, some youngsters criticized Mahatma Gandhi for not saving Bhagat Singh, Sukhdev, and Rajguru.",39241625e8304c3596ad8889f19fcbbc,,4
gandhiji tells them that he appreciates their feelings for the country,they gift him a crafted black rose,"The youngsters gave Mahatma Gandhi a black rose and explained the reason behind it. In response, Mahatma Gandhi showed his respect for their feelings for the country.",39241625e8304c3596ad8889f19fcbbc,,4
