node_1,node_2,edge,chunk_id,node_3,node_4,count
jodhaa akbar,indian,Jodhaa Akbar is a 2008 Indian Hindi-language epic historical romantic drama musical fiction film.,a73f23f1985d4507b83d8589ec76bf6d,,,4
hrithik roshan,akbar of the mughal empire,"Jodhaa Akbar stars Hrithik Roshan and Aishwarya Rai Bachchan in the titular roles, where Hrithik plays the role of Akbar.",a73f23f1985d4507b83d8589ec76bf6d,,,4
aishwarya rai bachchan,jodhaa bai of amber,"...stars Hrithik Roshan and Aishwarya Rai Bachchan in the titular roles, where Aishwarya plays the role of Jodhaa.",a73f23f1985d4507b83d8589ec76bf6d,,,4
mughal empire,muslim emperor akbar,"Jodhaa Akbar is a 2008 Indian Hindi-language epic historical romantic drama musical fiction film set in the 16th century, where it shows the fictional life and love between the Muslim Emperor Akbar of the Mughal Empire and a Hindu Princess Jodhaa Bai of Amber, and their political marriage.",a73f23f1985d4507b83d8589ec76bf6d,,,4
amber,hindu princess jodhaa bai,"...shows the fictional life and love between the Muslim Emperor Akbar of the Mughal Empire and a Hindu Princess Jodhaa Bai of Amber, where she is from the princely state of Amber.",a73f23f1985d4507b83d8589ec76bf6d,,,4
ashutosh gowariker,jodhaa akbar,Jodhaa Akbar is a 2008 Indian Hindi-language epic historical romantic drama musical fiction film directed by Ashutosh Gowariker.,a73f23f1985d4507b83d8589ec76bf6d,,,4
"february 15, 2008",jodhaa akbar,"Upon release, it was a critical and commercial success and became the fourth highest-grossing Hindi film of 2008.",a73f23f1985d4507b83d8589ec76bf6d,,,4
hindi,jodhaa akbar,Jodhaa Akbar is a 2008 Indian Hindi-language epic historical romantic drama musical fiction film.,a73f23f1985d4507b83d8589ec76bf6d,,,4
epic,jodhaa akbar,Jodhaa Akbar is a 2008 Indian Hindi-language epic historical romantic drama musical fiction film.,a73f23f1985d4507b83d8589ec76bf6d,,,4
historical,jodhaa akbar,Jodhaa Akbar is a 2008 Indian Hindi-language epic historical romantic drama musical fiction film set in the 16th century.,a73f23f1985d4507b83d8589ec76bf6d,,,4
musical,jodhaa akbar,"Jodhaa Akbar is a 2008 Indian Hindi-language epic historical romantic drama musical fiction film, where it marks the second collaboration between Roshan and Rai Bachchan after Dhoom 2 (2006), which was also a musical hit.",a73f23f1985d4507b83d8589ec76bf6d,,,4
romantic,jodhaa akbar,"Jodhaa Akbar is a 2008 Indian Hindi-language epic historical romantic drama musical fiction film, where it shows the fictional life and love between the Muslim Emperor Akbar of the Mughal Empire and a Hindu Princess Jodhaa Bai of Amber.",a73f23f1985d4507b83d8589ec76bf6d,,,4
jodhaa akbar,best foreign language film,Jodhaa Akbar won the Audience Award for Best Foreign Language Film at the São Paulo International Film Festival.,ff1855f9090d41d6b4f069cd14290922,,,4
jodhaa akbar,two awards,"At the Golden Minbar International Film Festival, Jodhaa Akbar won two awards.",ff1855f9090d41d6b4f069cd14290922,,,4
neeta lulla,best costume design,"At the 56th National Film Awards, Neeta Lulla won Best Costume Design for Jodhaa Akbar.",ff1855f9090d41d6b4f069cd14290922,,,4
chinni prakash,rekha prakash,"For 'Azeem-o-Shaan Shahenshah' in Jodhaa Akbar, Chinni Prakash and Rekha Prakash won Best Choreography at the 56th National Film Awards.",ff1855f9090d41d6b4f069cd14290922,Best Choreography,,4
rahman,best music director,"At the 54th Filmfare Awards, Rahman was nominated and won Best Music Director for Jodhaa Akbar.",ff1855f9090d41d6b4f069cd14290922,,,4
jalaluddin,mughal emperor,Jalaluddin is the underage emperor of the Mughal Empire in the context provided.,ff1855f9090d41d6b4f069cd14290922,,,4
bairam khan,taught,"In the context provided, Bairam Khan taught Jalaluddin to rule mercilessly.",ff1855f9090d41d6b4f069cd14290922,To rule mercilessly,,4
jalaluddin,defied,"In the context provided, after another battle, an adult Jalaluddin defied Bairam Khan for the first time.",ff1855f9090d41d6b4f069cd14290922,Bairam Khan,,4
jalaluddin,mercy,"In the context provided, after another battle, an adult Jalaluddin decided that mercy, respect, and diplomacy will be his way forward.",ff1855f9090d41d6b4f069cd14290922,Respect,Diplomacy,4
adham khan,atgah khan,Adham Khan murders Atgah Khan to prevent his own war crimes from being exposed.,315b2514f7924719b0f475c2c0c61435,,,4
jalaluddin,adham khan,"Jalaluddin has Adham Khan executed by throwing him down from the palace roof, unaware of Jodhaa watching.",315b2514f7924719b0f475c2c0c61435,,,4
maham anga,jodhaa,Maham Anga despises Jodhaa.,315b2514f7924719b0f475c2c0c61435,,,4
maham anga,jalaluddin,"Maham Anga conspires to destroy Jalaluddin's marriage, humiliating Jodhaa in front of him.",315b2514f7924719b0f475c2c0c61435,,,4
sujamal,jodhaa,Sujamal comes to meet Jodhaa secretly.,315b2514f7924719b0f475c2c0c61435,,,4
maham anga,jalaluddin,Maham Anga insinuates to Jalaluddin that Jodhaa went to meet her lover.,315b2514f7924719b0f475c2c0c61435,,,4
jalaluddin,sujamal,"Jalaluddin sends his men to arrest Sujamal, who thinks Jodhaa has betrayed him.",315b2514f7924719b0f475c2c0c61435,,,4
jalaluddin,amber,Jalaluddin sends Jodhaa back to Amber.,315b2514f7924719b0f475c2c0c61435,,,4
jodhaa,jalaluddin,Jodhaa indignant at her character being questioned does not give an explanation.,315b2514f7924719b0f475c2c0c61435,,,4
jalaluddin,amber,Later Jalaluddin finds out the truth and goes to Amber.,315b2514f7924719b0f475c2c0c61435,,,4
jodhaa,jalaluddin,Jodhaa tells him to investigate the working of his relations and empire.,315b2514f7924719b0f475c2c0c61435,,,4
jalaluddin,mughal rule,disguise to understand the problems of his people better,4d631f0c3ace43c283338fc806a38272,,,4
non muslims,citizens,discriminatory pilgrimage tax,4d631f0c3ace43c283338fc806a38272,,,4
akbar,emperor,title of Akbar(the great one),4d631f0c3ace43c283338fc806a38272,,,4
jodhaa,akbar,love,4d631f0c3ace43c283338fc806a38272,,,4
sujamal,sharifuddin hussain,allies,4d631f0c3ace43c283338fc806a38272,,,4
sharifuddin hussain,title of viceroy of ajmer and nagour,stripping,4d631f0c3ace43c283338fc806a38272,,,4
akbar,hindustan,proclaims that Hindustan will be a peaceful and prosperous land if people respect and honour each other's religions,4d631f0c3ace43c283338fc806a38272,,,4
ashutosh gowariker,haidar ali,collaborated with each other in making a historical film based on K. Asif's Mughal-e-Azam,f08de879d18b403b8151d20991768695,,,4
ashutosh gowariker,mughal-e-azam,"considered remaking or making a sequel to, decided to make a prequel instead based on Ali's suggestion",f08de879d18b403b8151d20991768695,,,4
haidar ali,ashutosh gowariker,"Ali approached Gowariker for making a film based on K. Asif's Mughal-e-Azam, and they collaborated in making a historical film",f08de879d18b403b8151d20991768695,,,4
swades,ashutosh gowariker,Gowariker completed his script for Swades before starting work with Ali on the new film,f08de879d18b403b8151d20991768695,,,4
jodhabai,princess jodhabai,Ali began research on the marriage of princess Jodhabai,f08de879d18b403b8151d20991768695,,,4
bharmal,rajput ruler of amer,"Daughter of Rajput ruler Bharmal, Jodhabai got married to Akbar",f08de879d18b403b8151d20991768695,,,4
akbar,mughal emperor akbar,"Married princess Jodhabai, daughter of Rajput ruler Bharmal",f08de879d18b403b8151d20991768695,,,4
akbar,jodhaa,"Hrithik Roshan and Aishwarya Rai were the first choice of both director Ashutosh Gowariker and actor Salman Khan for portraying Akbar and Jodhabai respectively. Director Gowariker believed Roshan possessed the regal bearing and physique required to play the role of a king. According to Gowariker, Roshan immediately agreed after the former merely mentioned that he was doing a film on Akbar.",101422fe204448b987429e50efb29db2,,,4
jodhaa,rajkumar sujamal,Sonu Sood was chosen to play Jodhabai's cousin brother Rajkumar Sujamal.,101422fe204448b987429e50efb29db2,,,4
akbar,hamida banu begum,"The role of Akbar's mother, Hamida Banu Begum, was first offered to Saira Banu, who declined citing family commitments as her reason.",9b579600b63e4bf19b460df72d7e1ff1,,,4
