Question,Answer
Is Sikander a character connected to Shamsher Singh's empire in *Race 3*?,Yes.
Is Sikander involved in a plan against Shamsher Singh's empire?,Yes
Is Sikander a close associate of Shamsher Singh in *Race 3*?,No.
Is Sikander involved in a mission related to Shamsher Singh's empire?,Yes.
Does Sikander have a romantic connection with Jessica in the context of the movie?,Yes.
Does Sikander ultimately defeat Yash in the movie?,Yes
Does Sikander have a romantic connection with Jessica in the context of the movie?,Yes
Does Sikander ultimately defeat Yash in the movie Race 3?,Yes
Did Shamsher have any influence on Sikander's relationship with Jessica?,Yes
Did Shamsher have a significant impact on Sikander's life in *Race 3*?,Yes
Did Jessica sever ties with Sikander in *Race 3*?,Yes
Did Jessica sever ties with Sikander in *Race 3*?,Yes.
Did Jessica have a significant impact on Sikander's life in *Race 3*?,Yes.
Is Jessica involved in a plan to destroy Sikander in the movie Race 3?,Yes.
Did Yash confront Sikander in the desert in *Race 3*?,Yes
Did Yash confront Sikander in the desert in the movie Race 3?,Yes
Did Shamsher Singh appoint someone to recover the hard disk?,Yes
Is Shamsher Singh a close associate of Shamsher in the context of the movie?,Yes
Is Jessica involved in the plans and secrets of Shamsher Singh's empire?,Yes.
Is the interpol officer involved in the events orchestrated by Shamsher Singh?,Yes
Is Shamsher Singh a close associate of Yash in the movie Race 3?,Yes
Did Sikander promise to recover the hard disk?,Yes
Did Sikander defeat Shamsher in the movie Race 3?,Yes
Did Sikander ultimately surrender to Jessica in the movie?,No
Did Sikander confront an Interpol officer in the desert?,Yes
Did Sikander defeat Yash in the fight in the desert?,Yes.
Is the hard disk significant to Yash's relationship with Jessica?,Yes
Is Shamsher involved in the revelation of Yash's relationship with Jessica?,Yes
Is Yash in a relationship with Jessica in the movie?,Yes.
Is Yash connected to the interpol officer in any way?,No
Is Yash in a relationship with Jessica in the movie?,Yes.
Is the hard disk crucial to Yash's relationship with Jessica?,Yes
Is Shamsher involved in the loyalty issues surrounding Yash?,Yes.
Is Jessica Yash's girlfriend in the movie Race 3?,Yes
Is Yash involved in the events leading to the arrest of the interpol officer?,Yes
Is Yash in a relationship with Jessica in the movie Race 3?,Yes
Did Yash interact with a hard disk as part of his mission?,Yes
Did Shamsher have a role in the mission to recover the hard disk?,No
Did Yash have any deceptive interactions with Jessica in the mission?,Yes
Did Yash have any interactions with the interpol officer during the mission?,Yes.
Did Yash have a significant role in the mission to recover the hard disk?,Yes
Did Yash interact with the hard disk during the mission?,Yes
