Question,Answer
Is the concept of partner-swapping central to the character dynamics in Ajnabee?,Yes
Is Priya involved in the partner-swapping situation suggested by Vicky?,No.
Did Vicky suggest that they should try partner-swapping with Priya?,Yes.
Does Priya ultimately support Raj in uncovering the truth about the partner-swapping situation?,Yes
Does the concept of partner-swapping play a significant role in the character development in Ajnabee?,Yes
Does the partner-swapping involve Priya in any way?,Yes
Does the partner-swapping situation involve Priya being unaware of the events between Vicky and Raj?,Yes.
Does Priya ultimately support Raj in uncovering the truth about the partner-swapping situation?,Yes
Does the concept of partner-swapping play a significant role in the character dynamics of *Ajnabee*?,Yes.
Does the partner-swapping scenario involve Priya in any way?,Yes.
Did Vicky suggest that Raj should try partner-swapping with Priya?,Yes
Does Priya ultimately believe in Raj's innocence?,Yes
Does the concept of partner-swapping involve a character in *Ajnabee*?,Yes.
Does Priya remain unaware of the partner-swapping situation throughout the movie?,Yes.
Is Priya involved in the partner-swapping scenario?,Yes
Does Priya believe in Raj's innocence in the context of partner-swapping?,Yes.
Did Priya confirm that Vicky came over last night in *Ajnabee*?,Yes
Did Priya confirm that Vicky came over last night?,Yes
Did Priya confirm that Vicky came over last night?,Yes.
Does Priya believe in Raj's innocence in the context of the events involving Vicky?,Yes
Does Priya play a significant role in the events surrounding Raj in Ajnabee?,Yes.
Did Priya confirm Vicky's visit to Raj?,Yes
Did Priya confirm that Vicky came over last night?,Yes
Did Priya believe in Raj's innocence?,Yes
Did Priya confirm Vicky's visit to Raj in *Ajnabee*?,Yes
Did Priya confirm that Vicky came over to Raj's house?,Yes.
Did Priya confirm Vicky's visit to Raj?,Yes
Does Priya believe in Raj's innocence?,Yes
Did Priya confirm that Vicky came over to Raj's house in *Ajnabee*?,Yes.
Did Priya confirm Vicky's visit in the context of the events involving Raj?,Yes.
Did Priya confirm that Vicky came over last night?,Yes
Does Priya believe in Raj's innocence?,Yes
Did Priya fulfill a request for a character on Vicky's birthday in the movie Ajnabee?,Yes
Did Priya fulfill a request for Vicky on his birthday?,Yes.
Does Priya fulfill a request for Raj on his birthday?,Yes
Does Priya ultimately support Raj in uncovering the truth?,Yes
Did Priya play a significant role in the events surrounding Vicky's birthday in *Ajnabee*?,Yes.
Did Priya fulfill a request for Vicky on his birthday in the movie Ajnabee?,Yes
Did Priya fulfill a request for Vicky on his birthday?,Yes
Does Priya believe in Raj's innocence in relation to her own feelings?,Yes.
Did Priya fulfill a request on Vicky's birthday in *Ajnabee*?,Yes.
Did Priya help reconcile Raj and Vicky on Vicky's birthday?,Yes
Did Priya fulfill a request for Raj on his birthday?,Yes.
Does Priya believe in Raj's innocence?,Yes
Did Priya feel obligated to fulfill a request for a character's birthday in *Ajnabee*?,Yes.
Did Priya fulfill a request for Vicky on his birthday?,Yes
Did Priya fulfill a request for Vicky on his birthday?,Yes.
Does Priya believe in Raj's innocence despite the events that transpired?,Yes
Does Priya have a special relationship with the character in Ajnabee?,Yes.
Is Priya involved in reconciling the situation between Vicky and Raj?,Yes.
Does Priya have a special relationship with herself in the context of the events described?,Yes
Does Priya support Raj in uncovering the truth about what happened?,Yes
