Question,Answer
Is Divya engaged to Karan?,Yes.
Did Divya forgive Karan after he stopped the assault?,Yes.
Did Kapil attempt to kill Karan in the movie?,Yes
Is Vivek involved in the events leading to Karan's arrest?,Yes
Is Karan involved in the events surrounding Atul's coma and escape in the movie?,Yes
Did Kapil attempt to kill Karan in the movie?,Yes.
Does Joseph play a significant role in the resurrection of Karan?,Yes
Did Karan Saxena accuse Kapil of stabbing someone close to him?,Yes.
Is Vivek considered to be like a brother to Karan Saxena?,Yes.
Did Karan Saxena gain supernatural powers as a result of the events surrounding Vivek?,Yes.
Did Preeti inform Kapil about Vijay's death?,No
Does Preeti inform Vivek about Vijay's death?,Yes
Does Preeti have any connection to supernatural powers in the context of the story?,No
Did Karan have a significant conflict with Kapil in the story?,Yes.
Did Karan play a significant role in Vivek's survival in the movie?,Yes
Does Karan possess supernatural powers after being resurrected?,Yes.
Is Kapil part of the same group of best friends as Divya?,No
Is Vivek the only survivor among Divya's best friends?,Yes.
Does Divya have any connection to supernatural powers in the story?,No
Is Kapil involved in the story where Divya's ghost is summoned?,Yes.
Is Vivek the only survivor among his best friends in the story of Divya?,Yes.
Does Divya possess any connection to supernatural powers in her story?,Yes.
Does principal Joseph provide the group with necklaces that protect them from supernatural forces?,Yes.
Does principal Joseph ensure that Vivek is protected from supernatural forces?,Yes.
Can supernatural powers protect individuals from harm in *Jaani Dushman: Ek Anokhi Kahani*?,Yes.
"Is Kapil the same character as Divya's past love, Vasundhara, in the movie?",Yes
Is Vivek the only survivor among his best friends in the story of Divya/Vasundhara?,Yes.
Does Divya/Vasundhara have a connection to supernatural powers in her past life?,Yes.
Is Kapil a character who has a significant connection to Divya/Vasundhara's past life in the movie 'Jaani Dushman: Ek Anokhi Kahani'?,Yes
"Did Divya, who was Vasundhara in a past life, have a connection with Vivek in the present?",No
Did Divya/Vasundhara possess supernatural powers in her past life?,No
Were Divya/Vasundhara and Kapil connected in a past life due to a curse?,Yes
Is Vivek the only survivor among his best friends due to the curse that separated Divya/Vasundhara and Kapil?,Yes.
Do Divya/Vasundhara possess supernatural powers in their past life?,Yes
Is Kapil the same character in both the past life and the present in the story of Divya/Vasundhara?,Yes.
Did Divya/Vasundhara have a past life connection with Vivek?,Yes.
Did Divya/Vasundhara acquire supernatural powers in her past life?,Yes
Does principal Joseph have any connection to Kapil in the story of 'Jaani Dushman: Ek Anokhi Kahani'?,Yes
Did principal Joseph ensure that Vivek and his friends were protected from supernatural forces?,Yes.
Can supernatural powers protect individuals from harm in the context of the story involving Principal Joseph?,Yes.
