Question & Options,Correct Answer
"Which of the following statements are true regarding the relationships in Shamsher Singh's empire?
Options:
A. Shamsher Singh has a close associate named Yash.
B. Jessica is Yash's girlfriend.
C. Yash is a close associate of Shamsher Singh.
D. All of the above",All of the above
"Which characters were involved in the mission to recover the hard disk in 'Race 3'?
Options:
A. Shamsher Singh
B. Yash
C. Jessica
D. All of the above",All of the above
"What roles do Yash and Sikander play in relation to Shamsher Singh in the movie 'Race 3'?
Options:
A. Yash is a close associate at Shamsher's empire.
B. Sikander has a confrontation with Shamsher in the desert.
C. Yash and Sikander team up against the twins and Jessica after being deceived.
D. All of the above",All of the above
"Which characters are associated with Shamsher Singh in the context of his empire and the events surrounding the arrest?
Options:
A. Shamsher Singh
B. Yash
C. Interpol Officer
D. All of the above",All of the above
"What relationships or events are true regarding the characters Sikander, Yash, and Jessica in *Race 3*?
Options:
A. Sikander defeats Yash in a fight.
B. Jessica is an Interpol officer.
C. Yash is in a relationship with Jessica.
D. Sikander and Yash are enemies.",All of the above
"What roles do Sikander, Yash, and Jessica play in the context of their mission and interactions?
Options:
A. Sikander defeats Yash and Shamsher in a desert fight
B. Yash collaborates with Sikander to recover the hard disk
C. Jessica is an Interpol officer overseeing the mission
D. Yash and Sikander are deceiving Jessica during their interactions","Sikander defeats Yash and Shamsher in a desert fight, Jessica is an Interpol officer overseeing the mission"
"Which characters were involved in the confrontation in the desert in *Race 3*?
Options:
A. Sikander
B. Yash
C. Shamsher
D. Jessica",Sikander and Yash
"In the movie *Race 3*, which characters were involved in the confrontation leading to the surrender to the Interpol officer?
Options:
A. Sikander
B. Yash
C. Interpol officer
D. Shamsher","Sikander, Yash, Interpol officer"
"Which of the following statements are true regarding the relationship between Sanjana, Sooraj, Shamsher Singh, and Rana Singha?
Options:
A. a) Sanjana and Sooraj are children of Shamsher Singh.
B. b) Sanjana and Sooraj are entitled to 50% of Shamsher Singh's property.
C. c) Rana Singha is a business rival of Shamsher Singh.
D. d) Rana Singha is a joint partner in Shamsher Singh's business.","a) Sanjana and Sooraj are children of Shamsher Singh., b) Sanjana and Sooraj are entitled to 50% of Shamsher Singh's property., c) Rana Singha is a business rival of Shamsher Singh."
"In the context of inheritance from Shamsher Singh, which of the following statements are true?
Options:
A. Sanjana and Sooraj are entitled to 50% of the property as joint partners.
B. Sikander Singh is preferred over Sanjana and Sooraj by Shamsher Singh.
C. Sanjana and Sooraj are stepsiblings of Sikander Singh.
D. Sikander Singh is entitled to a share of the property.",Sanjana and Sooraj are entitled to 50% of the property as joint partners. & Sikander Singh is preferred over Sanjana and Sooraj by Shamsher Singh.
"Which of the following statements is true regarding the relationship between Sanjana, Sooraj, and Shamsher Singh?
Options:
A. Sanjana and Sooraj are children of Shamsher Singh.
B. Sanjana and Sooraj are entitled to 50% of Shamsher Singh's property.
C. Yash is a close associate at Shamsher's empire.
D. Both a) and b) are correct.",Both a) and b) are correct.
"Which of the following statements is true regarding the relationships among Sanjana, Sooraj, Shamsher Singh, and Raghuvendra Singh?
Options:
A. Sanjana and Sooraj are children of Shamsher Singh.
B. Sanjana and Sooraj are entitled to 50% of Shamsher Singh's property.
C. Raghuvendra 'Raghu' Singh is a personal assistant to Shamsher Singh.
D. All of the above",All of the above
"What actions did Shamsher take regarding Sikander and the hard disk?
Options:
A. Shamsher sent Sikander to Beijing for studies.
B. Shamsher appointed Sikander to recover the hard disk.
C. Sikander promised to get the hard disk.
D. Sikander was involved in a project unrelated to the hard disk.",All of the above
"What significant events are associated with Shamsher and Sikander in their storyline?
Options:
A. Shamsher sent Sikander to Beijing for studies.
B. Sikander discovered the truth about Ranchor's death.
C. Shamsher confronted Sikander in the desert.
D. All of the above",All of the above
"Which characters in *Race 3* are involved in revealing secrets or plans?
Options:
A. Shamsher
B. Sikander
C. Jessica
D. All of the above",All of the above
"Which characters are involved in the storyline of *Race 3*?
Options:
A. Shamsher
B. Sikander
C. Interpol Officer
D. All of the above",All of the above
