Question & Options,Correct Answer
"What are the relationships between Pooja Verma, Rahul Verma, and Karan Srivastav in the context of their story?
Options:
A. Pooja Verma was married to Rahul Verma.
B. Rahul Verma was involved in a car accident that left him blind.
C. Karan Srivastav was previously in a relationship with Pooja Verma.
D. All of the above",All of the above
"What events are related to Pooja Verma and Rahul Verma's relationship in the context of their story?
Options:
A. Pooja Verma is married to Rahul Verma.
B. Rahul Verma becomes blind due to a car accident.
C. Pooja Verma broke up with Karan before meeting Rahul.
D. Rahul Verma was already blind before meeting Pooja Verma.",Pooja Verma is married to Rahul Verma. Rahul Verma becomes blind due to a car accident. Pooja Verma broke up with Karan before meeting Rahul.
"Which characters are involved in the events surrounding Rahul's blindness in the movie 'Vaada'?
Options:
A. Pooja Verma
B. Rahul Verma
C. Servant Alex
D. Karan","Pooja Verma, Rahul Verma, Servant Alex"
"What connections can be made regarding Pooja Verma and Karan Srivastav in the context of Pooja's jewellery?
Options:
A. Pooja Verma broke up with Karan Srivastav due to his possessiveness.
B. Pooja's jewellery was found at Karan's house.
C. Karan Srivastav left town after the breakup.
D. Karan was suspected of being involved in Pooja's death.",All of the above
"What are the circumstances surrounding Pooja Verma and Karan Srivastav's relationship?
Options:
A. Pooja Verma broke up with Karan due to his possessiveness.
B. Karan Srivastav believes he is being framed.
C. Karan leaves town after the breakup.
D. Innocence is a theme in their story.",All of the above
"What can be inferred about the relationships between Rahul Verma, Karan Srivastav, and Pooja's jewellery?
Options:
A. Rahul Verma and Karan Srivastav are business partners.
B. Karan Srivastav is suspected to be involved in Pooja's death.
C. Pooja's jewellery was found at Karan's house.
D. Both Rahul Verma and Karan Srivastav were unaware of each other's relationship with Pooja.",All of the above
"Which of the following statements are true regarding the characters in the context of their relationships and actions?
Options:
A. rahul verma and karan srivastav are business partners.
B. rahul verma believes he is being framed.
C. karan srivastav is unaware of rahul verma's relationship with Pooja.
D. innocence is a key theme in their narrative.",rahul verma and karan srivastav are business partners.
"What events transpired in the relationships between Rahul, Pooja, and Karan?
Options:
A. Rahul threatened to burn the house down if Pooja did not renew their relationship.
B. Pooja agreed to divorce Rahul.
C. Karan was involved with Pooja after her relationship with Rahul.
D. All of the above",All of the above
"What significant events occurred in the relationships between Rahul, Pooja, and Karan?
Options:
A. Rahul discovered an audio cassette recorded by Pooja after her death.
B. Pooja was forced to agree to divorce Rahul and marry Karan.
C. Rahul threatened Pooja during an argument.
D. Karan was unaware of Rahul's actions before marrying Pooja.",All of the above
"What were the significant events involving Karan, Pooja, and Rahul in the context of their relationships?
Options:
A. Karan embraced Pooja after she decided to divorce Rahul.
B. Pooja threatened to burn the house down to force a decision.
C. Pooja agreed to marry Karan after divorcing Rahul.
D. Rahul returned from his trip and confronted Karan and Pooja.","Karan embraced Pooja after she decided to divorce Rahul., Pooja agreed to marry Karan after divorcing Rahul., Rahul returned from his trip and confronted Karan and Pooja."
"Which characters were involved in the events surrounding Rahul's blindness in the movie 'Vaada'?
Options:
A. Karan
B. Rahul
C. Pooja
D. All of the above",All of the above
"Which statements are true regarding Karan and Rahul's situation in relation to Rahul's blindness?
Options:
A. Karan attempted to prove that Rahul was not blind.
B. Rahul's blindness was treatable.
C. Rahul traveled abroad for a medical procedure.
D. Karan successfully proved Rahul's sight.","Karan attempted to prove that Rahul was not blind., Rahul's blindness was treatable., Rahul traveled abroad for a medical procedure."
"Which of the following statements are true regarding the relationship between Karan and Rahul in the movie 'Vaada'?
Options:
A. Karan attempts to prove Rahul's blindness.
B. Rahul accuses Karan of killing Pooja.
C. Karan successfully proves Rahul is not blind.
D. Karan and Rahul have a confrontational relationship.",Karan attempts to prove Rahul's blindness. Rahul accuses Karan of killing Pooja. Karan and Rahul have a confrontational relationship.
"What events are related to Karan, Rahul, and Pooja in the context of the story?
Options:
A. Karan attempted to prove Rahul's blindness.
B. Pooja discovered Rahul's true condition.
C. Karan succeeded in his efforts.
D. Rahul found an audio cassette recorded by Pooja.",a) Karan attempted to prove Rahul's blindness. b) Pooja discovered Rahul's true condition. d) Rahul found an audio cassette recorded by Pooja.
"What actions and consequences are associated with Karan and Rahul in the plot?
Options:
A. Karan attempts to prove Rahul's blindness.
B. Karan is implicated in Pooja's suicide.
C. Rahul is a key figure in Karan's attempts.
D. All of the above",All of the above
"Which characters are involved in the plot of proving Rahul's blindness in the movie 'Vaada'?
Options:
A. Karan
B. Rahul
C. Saxena
D. All of the above",All of the above
"What actions did Karan take in relation to Rahul and the tape recorder?
Options:
A. Karan tried to prove Rahul is not blind
B. The tape recorder was mentioned by Rahul
C. Karan succeeded in his tactics
D. Rahul claimed the tape recorder had no batteries","Karan tried to prove Rahul is not blind, The tape recorder was mentioned by Rahul, Rahul claimed the tape recorder had no batteries"
"What roles do Karan, Rahul, and Saxena play in the unfolding events?
Options:
A. Karan attempts to expose Rahul's deception.
B. Rahul collaborates with Saxena to execute their plan.
C. Saxena is unaware of Rahul's intentions.
D. Rahul successfully deceives Karan with Saxena's help.",a) Karan attempts to expose Rahul's deception. and b) Rahul collaborates with Saxena to execute their plan.
"What actions are associated with Karan and Rahul in the story involving Pooja's ashes?
Options:
A. Karan attempts to prove Rahul's sightedness
B. Rahul immerses Pooja's ashes in the river
C. Karan and Rahul are involved in a confrontation
D. Rahul helps Karan with his plans","Karan attempts to prove Rahul's sightedness, Rahul immerses Pooja's ashes in the river"
"What significant events occurred in the relationships between Alex, Rahul, and Pooja in the movie *Vaada*?
Options:
A. Alex bribed Rahul to confess about his sight.
B. Pooja discovered that Rahul was no longer blind.
C. Rahul was found in Karan's arms by Pooja.
D. All of the above",All of the above
"What can be inferred about Rahul's situation in relation to Alex and his blindness?
Options:
A. Alex bribed Rahul to reveal the truth about his blindness.
B. Rahul's blindness was a deception.
C. Rahul underwent a curable operation for his blindness.
D. All of the above",All of the above
"Which characters played a significant role in uncovering the truth in the plot of *Vaada*?
Options:
A. Alex
B. Rahul
C. Karan
D. All of the above",All of the above
"What significant events are related to Rahul's character in the story?
Options:
A. Alex bribed Rahul to confess about his blindness.
B. Pooja discovered that Rahul was no longer blind.
C. Pooja left an audio cassette for Rahul after her death.
D. Rahul was on a business trip.",All of the above
"What significant actions did Alex and Karan take in relation to Rahul's situation?
Options:
A. a) Alex bribed Rahul to confess about his sight.
B. b) Karan was implicated in Pooja's death.
C. c) Rahul is revealed to not be blind.
D. d) All of the above",d) All of the above
"What role did Alex play in the situation involving Rahul and Saxena?
Options:
A. Alex bribed Rahul to confess.
B. Alex was a servant to Rahul.
C. Saxena was involved in the situation.
D. All of the above",All of the above
"What role did Alex and the tape recorder play in revealing the truth about Rahul?
Options:
A. Alex bribed Rahul
B. The tape recorder was used to record a confession
C. Rahul claimed the tape recorder was not functional
D. Alex is Rahul's servant",All of the above
"Which characters played a significant role in the plot of the story involving deception and betrayal?
Options:
A. Alex
B. Rahul
C. Saxena
D. All of the above",All of the above
"Which of the following statements are true regarding the events involving Rahul, Alex, and Pooja's ashes?
Options:
A. Alex bribed Rahul to confess about his sight.
B. Rahul immersed Pooja's ashes in the river.
C. Rahul is blind.
D. All of the above","Alex bribed Rahul to confess about his sight., Rahul immersed Pooja's ashes in the river."
"Which characters are involved in the events surrounding Rahul's revelation in the movie *Vaada*?
Options:
A. Inspector Khan
B. Rahul
C. Pooja
D. Karan","Inspector Khan, Rahul, Pooja"
"Which of the following statements are true regarding the characters and events in the story?
Options:
A. Inspector Khan is the police officer leading the investigation.
B. Rahul suffers from a condition that causes blindness.
C. Rahul underwent a curable operation for his blindness.
D. All of the above",All of the above
"Which characters are involved in the investigation surrounding Pooja's death in *Vaada*?
Options:
A. Inspector Khan
B. Rahul
C. Karan
D. All of the above",All of the above
"In the context of the movie 'Vaada', which characters are involved in key events related to Pooja's discovery?
Options:
A. Inspector Khan
B. Rahul
C. Pooja
D. All of the above",All of the above
"What roles do Inspector Khan, Rahul, and Karan play in the investigation of Pooja's death?
Options:
A. Inspector Khan leads the police investigation
B. Rahul informs Karan about Pooja's suicide
C. Karan is implicated in Pooja's death
D. All of the above",All of the above
"Which characters played significant roles in the investigation in the movie 'Vaada'?
Options:
A. Inspector Khan
B. Rahul
C. Saxena
D. All of the above",All of the above
