Question & Options,Correct Answer
"In the 2009 movie 'Wake Up Sid', which of the following statements are true regarding the character Siddharth 'Sid' Mehra and his father Ram Mehra?
Options:
A. Ranbir Kapoor plays the role of Siddharth 'Sid' Mehra.
B. Anupam Kher portrays Ram Mehra, Sid's father.
C. Sid Mehra is a well-known fashion designer.
D. Ram Mehra is Sid's mentor in the film.","Ranbir Kapoor plays the role of Siddharth 'Sid' Mehra., Anupam Kher portrays Ram Mehra, Sid's father."
"In the 2009 movie 'Wake Up Sid', which of the following statements about Konkona Sen Sharma's character Aisha Banerjee are true?
Options:
A. Aisha Banerjee is portrayed by Konkona Sen Sharma.
B. Aisha Banerjee is a close friend of Siddharth 'Sid' Mehra.
C. Aisha Banerjee is a character who does not influence Sid's journey.
D. Aisha Banerjee has a significant impact on Sid's personal growth.","Aisha Banerjee is portrayed by Konkona Sen Sharma., Aisha Banerjee is a close friend of Siddharth 'Sid' Mehra., Aisha Banerjee has a significant impact on Sid's personal growth."
"In the movie 'Wake Up Sid' (2009), which of the following statements about Anupam Kher's character, Ram Mehra, are correct?
Options:
A. A. Ram Mehra is a well-known fashion designer.
B. B. Ram Mehra is a struggling artist.
C. C. Anupam Kher plays the role of Ram Mehra.
D. D. Ram Mehra is a family member of the protagonist.","A, C"
"In the movie 'Wake Up Sid' (2009), which of the following statements about Supriya Pathak's character are true?
Options:
A. A. Supriya Pathak plays the role of Sarita Mehra.
B. B. Sarita Mehra is the wife of Ram Mehra.
C. C. Supriya Pathak is the main protagonist of the movie.
D. D. Ram Mehra is portrayed by Anupam Kher.","A, B, D"
"In the movie 'Wake Up Sid' (2009), which of the following statements are true regarding the characters played by Rahul Khanna and Ranbir Kapoor?
Options:
A. Rahul Khanna portrays Kabir Choudhary.
B. Kabir Choudhary is a mentor to Siddharth 'Sid' Mehra.
C. Ranbir Kapoor plays the role of Kabir Choudhary.
D. Siddharth 'Sid' Mehra is portrayed by Ranbir Kapoor.","Rahul Khanna portrays Kabir Choudhary., Siddharth 'Sid' Mehra is portrayed by Ranbir Kapoor."
"In the movie 'Wake Up Sid' (2009), which of the following statements are true regarding the character Sonia Gill portrayed by Kashmera Shah?
Options:
A. A) Sonia Gill is a close friend of Siddharth 'Sid' Mehra.
B. B) Sonia Gill is a character portrayed by Ranbir Kapoor.
C. C) Sonia Gill is closely related to Kabir Choudhary.
D. D) Kashmera Shah plays the role of Sonia Gill.","A, C, D"
"Which of the following statements are true regarding the cast of 'Wake Up Sid' (2009)?
Options:
A. A. Shikha Talsania plays the character Laxmi Inder Advani.
B. B. Laxmi Inder Advani is a character related to Siddharth 'Sid' Mehra.
C. C. Shikha Talsania is the main lead in 'Wake Up Sid'.
D. D. Siddharth 'Sid' Mehra is portrayed by Ranbir Kapoor.","A, B, D"
"In the movie 'Wake Up Sid' (2009), which of the following statements are true regarding the character Rishi Atul Raheja portrayed by Namit Das?
Options:
A. A. Rishi Atul Raheja is a close friend of Siddharth 'Sid' Mehra.
B. B. Rishi Atul Raheja is the main antagonist of the film.
C. C. Namit Das plays the role of Rishi Atul Raheja.
D. D. Rishi Atul Raheja shares a significant relationship with Sid.","A, C, D"
"In the movie 'Wake Up Sid' (2009), which of the following statements are true regarding the characters Krutika Bolaki and Neha?
Options:
A. A. Krutika Bolaki plays the character Neha.
B. B. Neha is the love interest of Rishi Atul Raheja.
C. C. Neha is portrayed by Ranbir Kapoor.
D. D. Rishi Atul Raheja is related to Siddharth 'Sid' Mehra.","A, B, D"
"In the movie 'Wake Up Sid' (2009), which of the following characters is portrayed by Rahul Pendkalkar and is related to Siddharth 'Sid' Mehra?
Options:
A. Sanjay 'Sanju' Bapat
B. Siddharth 'Sid' Mehra
C. Rahul Pendkalkar
D. Aisha","Sanjay 'Sanju' Bapat, Siddharth 'Sid' Mehra"
