Question & Options,Correct Answer
"Which of the following statements are true about the movie 'Veer-Zaara' released in 2004?
Options:
A. A. 'Veer-Zaara' features a soundtrack with 11 songs.
B. B. The soundtrack of 'Veer-Zaara' was composed by Madan Mohan.
C. C. 'Veer-Zaara' is a Hollywood movie.
D. D. Sanjeev Kohli revised the songs of 'Veer-Zaara's soundtrack.","A, B, D"
"Which of the following statements are true regarding the music of the movie 'Veer-Zaara' released in 2004?
Options:
A. A. The soundtrack features compositions from the renowned composer Madan Mohan.
B. B. The music in 'Veer-Zaara' is entirely original and not based on any previous works.
C. C. The film's music is based on the old and untouched compositions of Madan Mohan.
D. D. 'Veer-Zaara' includes a mix of contemporary and classical music styles.","A, C"
"In the movie 'Veer-Zaara' (2004), which of the following statements about the music are correct?
Options:
A. Sanjeev Kohli revised the music for the soundtrack.
B. Madan Mohan's son is credited for the music in Veer-Zaara.
C. The soundtrack of Veer-Zaara was composed by A.R. Rahman.
D. Veer-Zaara features music that blends traditional and contemporary styles.","Sanjeev Kohli revised the music for the soundtrack., Madan Mohan's son is credited for the music in Veer-Zaara."
"Which of the following statements are true regarding the music of the movie 'Veer-Zaara' released in 2004?
Options:
A. The soundtrack was released by YRF Music.
B. The soundtrack was released on September 18, 2004.
C. Veer-Zaara's music was composed by A.R. Rahman.
D. The music of Veer-Zaara was released in 2005.","The soundtrack was released by YRF Music., The soundtrack was released on September 18, 2004."
"Which of the following statements are true regarding the music of the movie 'Veer-Zaara' released in 2004?
Options:
A. A. Lata Mangeshkar provided the vocals for the soundtrack.
B. B. The movie features songs exclusively sung by male artists.
C. C. Lata Mangeshkar is known for her iconic vocals in the film's songs.
D. D. The soundtrack of 'Veer-Zaara' includes a variety of musical styles.","A, C, D"
"In the movie 'Veer-Zaara' (2004), which of the following statements about the soundtrack are true?
Options:
A. Jagjit Singh provided the vocals for some songs.
B. The soundtrack features only instrumental music.
C. The songs in 'Veer-Zaara' include vocals by Jagjit Singh.
D. Jagjit Singh is known for his ghazals and contributed to the film's emotional depth.","Jagjit Singh provided the vocals for some songs., The songs in 'Veer-Zaara' include vocals by Jagjit Singh., Jagjit Singh is known for his ghazals and contributed to the film's emotional depth."
"Which of the following statements are true regarding the music of the movie 'Veer-Zaara' released in 2004?
Options:
A. A. Udit Narayan provided vocals for the soundtrack.
B. B. The soundtrack was composed by A.R. Rahman.
C. C. Udit Narayan is known for his contributions to Bollywood music.
D. D. The movie features a variety of songs sung by Udit Narayan.","A, C, D"
"Which of the following statements are true regarding the soundtrack of the movie 'Veer-Zaara' released in 2004?
Options:
A. A. Sonu Nigam provided vocals for the songs in 'Veer-Zaara'.
B. B. The soundtrack features only instrumental music.
C. C. Sonu Nigam is known for his contributions to Bollywood music.
D. D. The songs in 'Veer-Zaara' include romantic tracks sung by Sonu Nigam.","A, C, D"
"In the movie 'Veer-Zaara' (2004), which of the following statements about the soundtrack are true?
Options:
A. Gurdas Mann provided vocals for the songs.
B. The soundtrack features only instrumental music.
C. The songs were composed by the famous music director, A.R. Rahman.
D. Gurdas Mann is known for his Punjabi music and also contributed to this film's soundtrack.","Gurdas Mann provided vocals for the songs., Gurdas Mann is known for his Punjabi music and also contributed to this film's soundtrack."
"Which of the following statements about the movie 'Veer-Zaara' (2004) are correct?
Options:
A. Roop Kumar Rathod provided vocals for the soundtrack.
B. The movie features a love story set against the backdrop of India and Pakistan.
C. Veer-Zaara was directed by Yash Chopra.
D. The film is a musical drama.","Roop Kumar Rathod provided vocals for the soundtrack., The movie features a love story set against the backdrop of India and Pakistan., Veer-Zaara was directed by Yash Chopra."
"Which of the following statements are true regarding the music of the movie 'Veer-Zaara' released in 2004?
Options:
A. A. Ahmed provided the vocals for some songs in the soundtrack.
B. B. The soundtrack features only instrumental music.
C. C. The movie includes songs sung by Ahmed.
D. D. Ahmed is not associated with the music of Veer-Zaara.","A, C"
"Which of the following statements are true regarding the soundtrack of the movie 'Veer-Zaara' released in 2004?
Options:
A. A) Mohammed Hussain provided the vocals for the songs.
B. B) The soundtrack features music composed by A.R. Rahman.
C. C) The songs were sung by multiple artists, including Mohammed Hussain.
D. D) Mohammed Hussain is known for his contributions to Indian classical music.","A) Mohammed Hussain provided the vocals for the songs., C) The songs were sung by multiple artists, including Mohammed Hussain."
"Which of the following statements are true regarding the movie 'Veer-Zaara' released in 2004?
Options:
A. A. Pritha Mazumder provided the vocals for the songs in the soundtrack.
B. B. The soundtrack of 'Veer-Zaara' features only instrumental music.
C. C. Pritha Mazumder is known for her contributions to the film's music.
D. D. 'Veer-Zaara' does not include any songs.","A, C"
"Which of the following statements are true regarding the movie 'Veer-Zaara' released in 2004?
Options:
A. A. The soundtrack features lyrics written by Javed Akhtar.
B. B. Javed Akhtar directed the movie.
C. C. The songs in the movie were composed by A.R. Rahman.
D. D. The lyrics for the songs in Veer-Zaara's soundtrack were written by Javed Akhtar.","A, D"
