Question & Options,Correct Answer
"Which of the following statements are true regarding the character Charlie Sharma in the movie 'Kaminey' released in 2009?
Options:
A. Shahid Kapoor portrays the character Charlie Sharma.
B. Charlie Sharma is a supporting character in 'Kaminey'.
C. Shahid Kapoor is the lead actor in 'Kaminey'.
D. Charlie Sharma is involved in a criminal underworld.","Shahid Kapoor portrays the character Charlie Sharma., Shahid Kapoor is the lead actor in 'Kaminey.', Charlie Sharma is involved in a criminal underworld."
"In the movie 'Kaminey' (2009), which characters are portrayed by Shahid Kapoor?
Options:
A. Charlie Sharma
B. Sanjay Kumar 'Guddu' Sharma
C. Rani Mehra
D. Inspector Vijendra","Charlie Sharma, Sanjay Kumar 'Guddu' Sharma"
"In the movie 'Kaminey' (2009), which of the following statements about Priyanka Chopra's character are true?
Options:
A. A) Priyanka Chopra plays the role of Sweety Shekhar Bhope.
B. B) Sweety Shekhar Bhope is a supporting character in the film.
C. C) Priyanka Chopra's character is involved in a love story.
D. D) Sweety Shekhar Bhope is the main antagonist of the movie.","A) Priyanka Chopra plays the role of Sweety Shekhar Bhope., C) Priyanka Chopra's character is involved in a love story."
"In the 2009 movie 'Kaminey', which of the following statements are true regarding the character played by Amole Gupte?
Options:
A. A) Amole Gupte plays Sunil Shekhar Bhope.
B. B) Amole Gupte is a supporting character in the film.
C. C) Sunil Shekhar Bhope is also known as Bhope Bhau.
D. D) Amole Gupte is the main protagonist of the movie.","A) Amole Gupte plays Sunil Shekhar Bhope., C) Sunil Shekhar Bhope is also known as Bhope Bhau."
"In the movie 'Kaminey' (2009), which of the following statements about the characters Deb Mukherjee and Mujeeb are correct?
Options:
A. Deb Mukherjee plays the role of Mujeeb.
B. Deb Mukherjee is a supporting character.
C. Mujeeb is the main protagonist of the film.
D. Deb Mukherjee is portrayed as a villain in the movie.",Deb Mukherjee plays the role of Mujeeb.
"Which of the following statements are true regarding the characters in the movie 'Kaminey' (2009)?
Options:
A. A. Shiv Kumar Subramaniam plays the character Lobo.
B. B. Lobo is a significant character in the film.
C. C. Shiv Kumar Subramaniam is the protagonist of 'Kaminey'.
D. D. Lobo is portrayed by Shiv Kumar Subramaniam.","A, B, D"
"In the movie 'Kaminey' (2009), which of the following statements about the characters are true?
Options:
A. Chandan Roy Sanyal plays the character Mikhail.
B. Mikhail is portrayed by a different actor.
C. Chandan Roy Sanyal is not part of the main cast.
D. Mikhail is one of the central characters in the film.","Chandan Roy Sanyal plays the character Mikhail., Mikhail is one of the central characters in the film."
"In the movie 'Kaminey' released in 2009, which of the following statements are true regarding the character roles?
Options:
A. A. Shashank Shende plays the character Ganesh.
B. B. Ganesh is portrayed by a different actor.
C. C. Shashank Shende does not appear in the movie.
D. D. Shashank Shende essays the role of Ganesh.","A, D"
"In the movie 'Kaminey' (2009), which of the following statements about the character Tashi are true?
Options:
A. A. Tenzing Nima plays the character Tashi.
B. B. Tashi is a protagonist in the film.
C. C. Tashi has a twin brother in the movie.
D. D. Tashi is involved in illegal activities.","A, B, C, D"
"Which of the following statements are true regarding the characters in the movie 'Kaminey' released in 2009?
Options:
A. Hrishikesh Joshi plays the character of Lele.
B. Lele is the main antagonist in the film.
C. Hrishikesh Joshi is a supporting character in 'Kaminey'.
D. Lele has a significant role in the plot of 'Kaminey'.","Hrishikesh Joshi plays the character of Lele., Hrishikesh Joshi is a supporting character in 'Kaminey'., Lele has a significant role in the plot of 'Kaminey'."
"In the 2009 movie 'Kaminey', which of the following statements about the character Shumon, played by Rajatava Dutta, are true?
Options:
A. Rajatava Dutta plays the character Shumon.
B. Shumon is a central character in the film.
C. Rajatava Dutta is known for his comedic roles.
D. Shumon has a significant impact on the plot.","Rajatava Dutta plays the character Shumon., Shumon is a central character in the film., Shumon has a significant impact on the plot."
"In the movie 'Kaminey' (2009), which of the following statements are true regarding the character Harish Khanna?
Options:
A. A. Harish Khanna is portrayed by an actor who plays the role of Afghani.
B. B. Harish Khanna is a leading character in the film.
C. C. Afghani is a character that Harish Khanna portrays.
D. D. Harish Khanna is a villain in the movie.","A, C"
"In the movie 'Kaminey' (2009), which of the following statements are true regarding the characters Carlos Paca and Cajetan?
Options:
A. Carlos Paca plays Cajetan's character.
B. Cajetan is portrayed by Carlos Paca.
C. Carlos Paca and Cajetan are both key characters in 'Kaminey'.
D. Cajetan is a supporting character in 'Kaminey'.","Carlos Paca plays Cajetan's character., Cajetan is portrayed by Carlos Paca."
"In the movie 'Kaminey' (2009), which of the following statements are true regarding the character Ragos played by Eric Santos?
Options:
A. Eric Santos portrays the character Ragos.
B. Ragos is a central character in the plot.
C. Eric Santos is known for his comedic roles.
D. Ragos has a complex relationship with the protagonist.","Eric Santos portrays the character Ragos., Ragos is a central character in the plot., Ragos has a complex relationship with the protagonist."
"In the 2009 movie 'Kaminey', which of the following statements about the characters are true?
Options:
A. A) Vishal Bhonsle plays the character Steve.
B. B) Steve is portrayed by Vishal Bhonsle.
C. C) Steve is a supporting character in the film.
D. D) Vishal Bhonsle is the main protagonist of 'Kaminey'.","A) Vishal Bhonsle plays the character Steve., B) Steve is portrayed by Vishal Bhonsle."
"In the movie 'Kaminey' (2009), which of the following statements about the characters are true?
Options:
A. Satyajit Sharma plays the character Francis.
B. Francis is the main antagonist of the film.
C. Satyajit Sharma is a supporting character in 'Kaminey'.
D. Francis is portrayed as a complex character in the movie.","Satyajit Sharma plays the character Francis., Satyajit Sharma is a supporting character in 'Kaminey'., Francis is portrayed as a complex character in the movie."
