Question & Options,Correct Answer
"In the movie 'Andhadhun' (2018), which of the following statements are true regarding Akash Saraf's character and his blindness?
Options:
A. A. Akash Saraf is actually blind throughout the film.
B. B. Akash Saraf fakes his blindness as part of an experiment.
C. C. Akash Saraf uses his blindness to manipulate others.
D. D. Akash Saraf is a professional pianist.","B, D"
"In the movie 'Andhadhun' (2018), which of the following statements about the relationship between Akash Saraf and Sophie are true?
Options:
A. Sophie takes care of Akash after he is knocked over.
B. Akash and Sophie do not develop any romantic feelings.
C. They begin a romantic relationship.
D. Sophie is a professional musician.","Sophie takes care of Akash after he is knocked over., They begin a romantic relationship."
"In the movie 'Andhadhun' (2018), which of the following statements about Sophie and Akash Saraf are true?
Options:
A. A. Sophie is impressed by Akash's talent.
B. B. Akash Saraf is a renowned musician.
C. C. Sophie helps Akash get an engagement at her father's diner.
D. D. Akash Saraf is a chef at the diner.","A, C"
"In the movie 'Andhadhun' (2018), which of the following statements about Akash Saraf and his opaque lenses are true?
Options:
A. A. Akash Saraf pretends to be blind after meeting Sophie.
B. B. Akash continues to wear his opaque lenses throughout the film.
C. C. Akash stops using his opaque lenses after his encounter with Sophie.
D. D. The opaque lenses are a crucial part of Akash's act.","A, C, D"
"In the movie 'Andhadhun' (2018), which of the following statements are true regarding the relationship between Pramod Sinha and Akash Saraf?
Options:
A. Pramod Sinha is a retired actor.
B. Akash Saraf is Pramod Sinha's son.
C. Pramod Sinha invites Akash to perform at his wedding anniversary.
D. Akash performs at a public event organized by Pramod Sinha.","Pramod Sinha is a retired actor., Pramod Sinha invites Akash to perform at his wedding anniversary."
"In the 2018 movie 'Andhadhun', which of the following statements correctly describe the relationship between Simi and Akash Saraf in the context of the plot?
Options:
A. Simi allows Akash Saraf to enter her home.
B. Simi is trying to hide something from a neighbor.
C. Akash Saraf plays the piano in Simi's house.
D. Simi is unaware of Akash Saraf's true intentions.","Simi allows Akash Saraf to enter her home., Simi is trying to hide something from a neighbor., Akash Saraf plays the piano in Simi's house."
"In the movie 'Andhadhun' (2018), what actions does Akash take upon discovering Pramod Sinha's dead body?
Options:
A. Akash pretends to be blind and continues playing the piano.
B. Akash immediately calls the police to report the incident.
C. Akash tries to hide the body to avoid suspicion.
D. Akash feigns ignorance of the situation.","Akash pretends to be blind and continues playing the piano., Akash feigns ignorance of the situation."
"In the movie 'Andhadhun' (2018), which of the following statements are true regarding the relationship between Simi Sinha and Manohar?
Options:
A. A) Simi is in a relationship with Manohar.
B. B) Manohar is hiding in the bathroom while Akash plays.
C. C) Manohar is Akash's best friend.
D. D) Simi is Akash's girlfriend.",A) Simi is in a relationship with Manohar. B) Manohar is hiding in the bathroom while Akash plays.
"In the movie 'Andhadhun' (2018), which of the following actions are taken by Simi and Manohar during the crime scene cleanup involving Akash Saraf?
Options:
A. A. They stuff the body into a suitcase.
B. B. They play music to distract from the crime.
C. C. They clean the crime scene meticulously.
D. D. They call the police immediately.","A, C"
"In the movie 'Andhadhun' (2018), which of the following statements are true regarding the relationship between Akash and Manohar?
Options:
A. A. Akash is a musician trying to report a murder.
B. B. Manohar is a police inspector.
C. C. Akash successfully reports the murder to Manohar.
D. D. Manohar dissuades Akash from reporting the murder.","A, B, D"
