Question & Options,Correct Answer
"Which of the following accolades did the movie 'Shershaah' (2021) receive?
Options:
A. Best Film at the Filmfare Awards
B. Best Film at the International Indian Film Academy Awards
C. Best Director at the Filmfare Awards
D. Best Actor at the International Indian Film Academy Awards","Best Film at the Filmfare Awards, Best Film at the International Indian Film Academy Awards"
"Which of the following accolades did Vishnuvardhan receive for directing the movie 'Shershaah' in 2021?
Options:
A. Best Director at the Filmfare Awards
B. Best Director at the International Indian Film Academy Awards
C. Best Film at the National Film Awards
D. Best Director at the Screen Awards","Best Director at the Filmfare Awards, Best Director at the International Indian Film Academy Awards"
"Which of the following accolades are associated with the movie 'Shershaah' released in 2021?
Options:
A. Sandeep Shrivastava was nominated for Best Screenplay
B. Shershaah won the Best Film award
C. Sandeep Shrivastava won the Best Screenplay award
D. Shershaah was nominated for Best Director","Sandeep Shrivastava was nominated for Best Screenplay, Sandeep Shrivastava won the Best Screenplay award"
"Which accolades was Sidharth Malhotra nominated for due to his performance in the movie 'Shershaah' (2021)?
Options:
A. Filmfare Awards
B. International Indian Film Academy Awards
C. National Film Awards
D. Screen Awards","Filmfare Awards, International Indian Film Academy Awards"
"Which accolades was Kiara Advani nominated for due to her role in the movie 'Shershaah' (2021)?
Options:
A. Filmfare Awards for Best Actress
B. International Indian Film Academy Awards for Best Actress
C. National Film Awards for Best Actress
D. Screen Awards for Best Actress","Filmfare Awards for Best Actress, International Indian Film Academy Awards for Best Actress"
"Which of the following statements are true regarding the accolades for the movie 'Shershaah' (2021)?
Options:
A. A. B Praak won the Best Male Playback Singer award for 'Mann Bharrya'.
B. B. Jubin Nautiyal was nominated for Best Male Playback Singer at the Filmfare Awards.
C. C. Jubin Nautiyal won the Best Male Playback Singer award for 'Mann Bharrya'.
D. D. B Praak was nominated for the International Indian Film Academy Awards for 'Mann Bharrya'.","A, B"
"Which of the following statements about Asees Kaur's accolades for the song 'Raatan Lambiyan' from the movie Shershaah (2021) are true?
Options:
A. Asees Kaur was nominated for best female playback singer at the Filmfare Awards.
B. Asees Kaur won the best female playback singer award at the International Indian Film Academy Awards.
C. Asees Kaur's song 'Raatan Lambiyan' was nominated at both the Filmfare Awards and International Indian Film Academy Awards.
D. Asees Kaur did not receive any nominations for her song 'Raatan Lambiyan'.","Asees Kaur was nominated for best female playback singer at the Filmfare Awards., Asees Kaur's song 'Raatan Lambiyan' was nominated at both the Filmfare Awards and International Indian Film Academy Awards."
"Which of the following accolades are associated with the movie 'Shershaah' released in 2021?
Options:
A. A) Jaani won the best lyricist award at the Filmfare Awards
B. B) 'Mann Bharrya 2.0' was nominated for Best Original Song
C. C) Shershaah received the National Film Award for Best Feature Film
D. D) Jaani won the best lyricist award for 'Mann Bharrya 2.0' from Shershaah","A) Jaani won the best lyricist award at the Filmfare Awards, D) Jaani won the best lyricist award for 'Mann Bharrya 2.0' from Shershaah"
"Which of the following statements are true regarding the accolades received by 'Shershaah' (2021)?
Options:
A. A. John Stuart Eduri was nominated for the best background score at the Filmfare Awards.
B. B. 'Shershaah' won the Filmfare Award for Best Film.
C. C. John Stuart Eduri's background score was recognized at the Filmfare Awards.
D. D. 'Shershaah' received multiple nominations at the Filmfare Awards.","A, C, D"
"Which accolades did Eka Lakhani receive nominations for due to her work on the movie 'Shershaah' released in 2021?
Options:
A. Filmfare Awards
B. International Indian Film Academy Awards
C. National Film Awards
D. Screen Awards","Filmfare Awards, International Indian Film Academy Awards"
"Which of the following statements are true regarding the accolades received by the movie 'Shershaah' (2021)?
Options:
A. Amit Ray & Shubrata Chakraborty were nominated for Best Art Direction at the Filmfare Awards.
B. The movie 'Shershaah' won the Best Art Direction award at the Filmfare Awards.
C. Amit Ray & Shubrata Chakraborty worked on the art direction for 'Shershaah'.
D. The Filmfare Awards recognized 'Shershaah' for its cinematography.","Amit Ray & Shubrata Chakraborty were nominated for Best Art Direction at the Filmfare Awards., Amit Ray & Shubrata Chakraborty worked on the art direction for 'Shershaah'."
"Which awards did Stefan Richter and Sunil Rodrigues win for Best Action for their work on the movie 'Shershaah' released in 2021?
Options:
A. Filmfare Awards
B. International Indian Film Academy Awards
C. Academy Awards
D. Golden Globe Awards","Filmfare Awards, International Indian Film Academy Awards"
"Which of the following statements are true regarding the movie 'Shershaah' (2021) and its accolades?
Options:
A. A) Red Chillies VFX was nominated for Best Special Effects at the Filmfare Awards for 'Shershaah'.
B. B) 'Shershaah' won the award for Best Film at the Filmfare Awards.
C. C) The special effects in 'Shershaah' were created by Red Chillies VFX.
D. D) 'Shershaah' received multiple nominations at the Filmfare Awards.","A) Red Chillies VFX was nominated for Best Special Effects at the Filmfare Awards for 'Shershaah'., C) The special effects in 'Shershaah' were created by Red Chillies VFX."
"In the movie 'Shershaah' (2021), which of the following accolades were associated with Sandeep Shrivastava?
Options:
A. Nominated for Best Screenplay
B. Nominated for Best Actor
C. Nominated for Best Film
D. Nominated for Best Editing","Nominated for Best Screenplay, Nominated for Best Film"
"Which accolades were associated with Sandeep Shrivastava in the movie 'Shershaah' released in 2021?
Options:
A. Sandeep Shrivastava won a Filmfare Award
B. Sandeep Shrivastava won a National Film Award
C. Sandeep Shrivastava won a Screen Award
D. Sandeep Shrivastava won a Zee Cine Award","Sandeep Shrivastava won a Filmfare Award, Sandeep Shrivastava won a National Film Award"
"In the movie 'Shershaah' released in 2021, which of the following accolades was Sidharth Malhotra nominated for?
Options:
A. Best Actor at the Filmfare Awards
B. Best Actor at the IIFA Awards
C. Best Actor at the Screen Awards
D. Best Actor at the National Film Awards","Best Actor at the Filmfare Awards, Best Actor at the IIFA Awards"
"In the movie 'Shershaah' (2021), which of the following accolades was Kiara Advani nominated for?
Options:
A. Best Actress
B. Best Supporting Actress
C. Best Newcomer
D. Best Female Debut","Best Actress, Best Female Debut"
"In the movie 'Shershaah' (2021), which of the following individuals were nominated for accolades?
Options:
A. Tanishk Bagchi
B. Jasleen Royal
C. B Praak
D. A R Rahman","Tanishk Bagchi, Jasleen Royal, B Praak"
"Which of the following accolades were associated with Tanishk Bagchi in the movie 'Shershaah' released in 2021?
Options:
A. Tanishk Bagchi won an award
B. Tanishk Bagchi was nominated for Best Original Score
C. Tanishk Bagchi received critical acclaim for his work
D. Tanishk Bagchi won the Filmfare Award for Best Music Director","Tanishk Bagchi won an award, Tanishk Bagchi received critical acclaim for his work"
"Which of the following statements are true regarding the accolades received by Jubin Nautiyal in the movie 'Shershaah' (2021)?
Options:
A. A. Jubin Nautiyal won an award for his performance.
B. B. Jubin Nautiyal is known for his music contributions in the film.
C. C. Jubin Nautiyal won multiple awards for 'Shershaah'.
D. D. Jubin Nautiyal did not receive any accolades for this movie.","A, B, C"
"Which of the following statements are true regarding the accolades of the movie 'Shershaah' released in 2021?
Options:
A. B Praak won an award for this movie
B. The movie received multiple nominations
C. Shershaah was nominated for Best Film
D. B Praak is associated with the soundtrack of Shershaah","B Praak won an award for this movie, B Praak is associated with the soundtrack of Shershaah"
