Question & Options,Correct Answer
"Which of the following statements are true regarding the movie 'Iqbal' released in 2005?
Options:
A. A) Shreyas Talpade plays the role of Iqbal Saeed Khan.
B. B) Iqbal Saeed Khan is a character in the movie 'Iqbal'.
C. C) Shreyas Talpade directed the movie 'Iqbal'.
D. D) The movie 'Iqbal' revolves around a young boy's dream of becoming a cricketer.","A) Shreyas Talpade plays the role of Iqbal Saeed Khan., B) Iqbal Saeed Khan is a character in the movie 'Iqbal'., D) The movie 'Iqbal' revolves around a young boy's dream of becoming a cricketer."
"In the movie 'Iqbal' (2005), which of the following statements are true regarding the character Khadija Saeed Khan?
Options:
A. A. Khadija Saeed Khan is played by Shweta Basu Prasad.
B. B. Khadija Saeed Khan is the younger sister of Iqbal Saeed Khan.
C. C. Khadija Saeed Khan is a character who plays a pivotal role in coaching Iqbal.
D. D. Khadija Saeed Khan supports Iqbal in his cricket aspirations.","A, B, D"
"In the movie 'Iqbal' (2005), which of the following statements about the character Mohit Mishra, played by Naseeruddin Shah, are true?
Options:
A. Naseeruddin Shah portrays the character Mohit Mishra.
B. Mohit Mishra is a cricket coach in the movie.
C. Naseeruddin Shah is known for his role in 'Iqbal'.
D. Mohit Mishra is the protagonist of the film.","Naseeruddin Shah portrays the character Mohit Mishra., Naseeruddin Shah is known for his role in 'Iqbal'."
"In the movie 'Iqbal' (2005), which of the following statements about the cast are true?
Options:
A. Girish Karnad plays the role of Guruji.
B. Guruji is a character who inspires Iqbal.
C. Girish Karnad is known for his role in 'Lagaan'.
D. Iqbal is directed by Nagesh Kukunoor.","Girish Karnad plays the role of Guruji., Guruji is a character who inspires Iqbal."
"In the movie 'Iqbal' (2005), which of the following statements are true regarding the character depicted by Yatin Karyekar?
Options:
A. A. Yatin Karyekar plays the role of a coach.
B. B. Yatin Karyekar portrays Anwar Saeed Khan.
C. C. Anwar Saeed Khan is a pivotal character in the story.
D. D. Yatin Karyekar is the main character of the film.","B, C"
"In the movie 'Iqbal' (2005), which of the following statements about the cast are true?
Options:
A. Prateeksha Lonkar plays the role of Saida Saeed Khan.
B. Saida Saeed Khan is portrayed by Prateeksha Lonkar.
C. Iqbal is directed by Nagesh Kukunoor.
D. Saida Saeed Khan is a supporting character in the film.","Prateeksha Lonkar plays the role of Saida Saeed Khan., Saida Saeed Khan is portrayed by Prateeksha Lonkar."
"In the movie 'Iqbal' (2005), which of the following statements are true regarding the character played by Dilip Salgaonkar?
Options:
A. A. Dilip Salgaonkar plays the character Bipin.
B. B. Bipin is a famous cricket player.
C. C. Dilip Salgaonkar's character is a coach.
D. D. Bipin is a supporting character in the film.","A, D"
"In the 2005 movie 'Iqbal', which of the following statements about the cast are true?
Options:
A. Jyoti Joshi plays the role of Farida
B. Farida is the main character in the movie
C. Jyoti Joshi is a supporting character
D. Jyoti Joshi is known for her role as Farida","Jyoti Joshi plays the role of Farida, Jyoti Joshi is known for her role as Farida"
"In the movie 'Iqbal' released in 2005, which of the following statements are true regarding the character portrayed by Adarsh Balakrishna?
Options:
A. A) Adarsh Balakrishna plays the character Kamal.
B. B) Kamal is the main antagonist of the film.
C. C) Adarsh Balakrishna is a famous cricketer.
D. D) Kamal is a crucial character in the story.","A) Adarsh Balakrishna plays the character Kamal., D) Kamal is a crucial character in the story."
"In the movie 'Iqbal' released in 2005, which of the following statements are true regarding the cast?
Options:
A. A. Gururaj Manepalli plays the character Akash.
B. B. Akash is the main protagonist of the film.
C. C. Gururaj Manepalli is known for his role in a different film.
D. D. The character Akash is a cricketer.","A, B, D"
"In the movie 'Iqbal' (2005), which of the following statements are true regarding the characters played by D. Santosh?
Options:
A. A. D. Santosh plays the character named Satish Bhatawdekar.
B. B. D. Santosh is known for his role as a coach in the film.
C. C. Satish Bhatawdekar is a cricket player in the movie.
D. D. D. Santosh's character is pivotal to the story's development.","A, D"
"In the movie 'Iqbal' (2005), which of the following statements about Kapil Dev's role are true?
Options:
A. A. Kapil Dev plays himself in the film.
B. B. Kapil Dev is portrayed by a different actor.
C. C. Kapil Dev makes a special appearance.
D. D. Kapil Dev is a fictional character in the movie.","A. Kapil Dev plays himself in the film., C. Kapil Dev makes a special appearance."
