Question & Options,Correct Answer
"In the movie 'Bajirao Mastani' (2015), which of the following statements are true regarding the character played by Ranveer Singh?
Options:
A. A. Ranveer Singh portrayed Bajirao I.
B. B. Bajirao I was the Peshwa of the Maratha Empire.
C. C. Bajirao I was married to only Kashibai.
D. D. Bajirao I was also married to Mastani.","A, B, D"
"In the movie 'Bajirao Mastani' (2015), which of the following statements about the cast are true?
Options:
A. Deepika Padukone played the role of Mastani.
B. Mastani is depicted as Bajirao I's first wife.
C. Deepika Padukone's character is a warrior princess.
D. Mastani is portrayed as Bajirao I's second wife.","Deepika Padukone played the role of Mastani., Mastani is portrayed as Bajirao I's second wife."
"In the movie 'Bajirao Mastani' (2015), which of the following statements are true regarding Priyanka Chopra's character?
Options:
A. A. Priyanka Chopra played the role of Kashibai.
B. B. Kashibai is Bajirao I's second wife.
C. C. Kashibai is the mother of Nana Saheb and Ragunath.
D. D. Priyanka Chopra's character is a warrior.","A, C"
"In the movie 'Bajirao Mastani' (2015), which of the following statements about the cast is true?
Options:
A. A. Tanvi Azmi played the role of Radhabai.
B. B. Radhabai is a character who is Bajirao I's mother.
C. C. Tanvi Azmi is known for her role in a romantic comedy.
D. D. Radhabai's character is portrayed as a significant figure in Bajirao's life.","A, B, D"
"In the movie 'Bajirao Mastani' (2015), which of the following statements about the cast are true?
Options:
A. Milind Soman played the character Ambaji Pant Purandare.
B. Milind Soman is known for his role in 'Bajirao Mastani'.
C. Ambaji Pant Purandare is a significant character in the film.
D. Milind Soman directed 'Bajirao Mastani'.","Milind Soman played the character Ambaji Pant Purandare., Milind Soman is known for his role in 'Bajirao Mastani'., Ambaji Pant Purandare is a significant character in the film."
"In the movie 'Bajirao Mastani' (2015), which of the following statements about the character Chimaji Appa, played by Vaibhav Tatwawaadi, are true?
Options:
A. Chimaji Appa is Bajirao I's younger brother.
B. Chimaji Appa is the main antagonist of the film.
C. Chimaji Appa played a significant role in supporting Bajirao I.
D. Chimaji Appa is a historical figure with no relation to Bajirao I.","Chimaji Appa is Bajirao I's younger brother., Chimaji Appa played a significant role in supporting Bajirao I."
"In the movie 'Bajirao Mastani' (2015), which of the following statements about Ayush Tandon and Nana Saheb are correct?
Options:
A. Ayush Tandon portrayed Nana Saheb.
B. Nana Saheb was the first son of Kashibai and Bajirao I.
C. Ayush Tandon played a role in the love story between Bajirao and Mastani.
D. Nana Saheb was a historical figure involved in the Maratha Empire.","Ayush Tandon portrayed Nana Saheb., Nana Saheb was the first son of Kashibai and Bajirao I., Nana Saheb was a historical figure involved in the Maratha Empire."
"In the movie 'Bajirao Mastani' (2015), which of the following statements about the cast are true?
Options:
A. Rudra Soni played the role of Young Nana Saheb.
B. Young Nana Saheb is portrayed by Rudra Soni.
C. Rudra Soni is a character in 'Bajirao Mastani'.
D. Young Nana Saheb is a fictional character created for the movie.","Rudra Soni played the role of Young Nana Saheb., Young Nana Saheb is portrayed by Rudra Soni."
"Which of the following statements are true regarding the cast of the movie 'Bajirao Mastani' released in 2015?
Options:
A. A) Mahesh Manjrekar played the role of Chhatrapati Shahu.
B. B) Chhatrapati Shahu was portrayed by Ranveer Singh.
C. C) Mahesh Manjrekar acted in 'Bajirao Mastani'.
D. D) Chhatrapati Shahu is a character in 'Bajirao Mastani'.","A) Mahesh Manjrekar played the role of Chhatrapati Shahu., C) Mahesh Manjrekar acted in 'Bajirao Mastani'., D) Chhatrapati Shahu is a character in 'Bajirao Mastani'."
"In the movie 'Bajirao Mastani' (2015), which of the following statements are true regarding the cast and characters?
Options:
A. Aditya Pancholi portrayed Shripatrao Pratinidhi
B. Ranveer Singh played the role of Bajirao
C. Deepika Padukone starred as Mastani
D. Priyanka Chopra played Kashibai","Aditya Pancholi portrayed Shripatrao Pratinidhi, Ranveer Singh played the role of Bajirao, Deepika Padukone starred as Mastani, Priyanka Chopra played Kashibai"
