Question & Options,Correct Answer
"Which of the following statements are true regarding the production of the movie 'Talvar' (2015)?
Options:
A. A. The film was approved by filmmaker Vishal Bhardwaj due to his fascination with the case's 'unfinished-ness'.
B. B. Meghna Gulzar directed the film after impressing Vishal Bhardwaj with her work in 'Dus Kahaniyaan'.
C. C. 'Talvar' was produced without any involvement from Vishal Bhardwaj.
D. D. The film explores the complexities surrounding a real-life murder case.","A, B, D"
"In the movie 'Talvar' (2015), which of the following statements about the collaboration between the Talwar couple and filmmaker Meghna Gulzar are true?
Options:
A. A. The Talwar couple provided insights based on their personal experiences.
B. B. Meghna Gulzar researched the case for over a year before collaborating.
C. C. The film is based on the Noida double murder case.
D. D. The Talwar couple had no involvement in the film's production.","A, C"
"In the movie 'Talvar' (2015), which of the following elements are presented regarding the investigation of the case?
Options:
A. The perspectives of the talwar couple
B. The involvement of CBI teams
C. The police investigation
D. The family background of the victims","The perspectives of the talwar couple, The involvement of CBI teams, The police investigation"
"In the 2015 movie 'Talvar', which of the following are central figures in the police investigation of the Noida double murder case?
Options:
A. The Talwar couple
B. The investigating officers
C. The victims' family
D. The media personnel","The Talwar couple, The investigating officers"
"In the movie 'Talvar' (2015), which of the following statements are true regarding the 'talwar couple' and the 'first CBI probe'?
Options:
A. A. The talwar couple was accused of killing their daughter.
B. B. The first CBI probe was focused on a different case entirely.
C. C. The talwar couple was also accused of killing their domestic help.
D. D. The first CBI investigation was the only investigation conducted in this case.","A, C"
"In the movie 'Talvar' (2015), which of the following statements are true regarding the second CBI team and the Talwar couple?
Options:
A. A. The second CBI team investigated the Talwar couple due to allegations of inadequate initial investigation.
B. B. The Talwar couple was exonerated by the second CBI team.
C. C. The second CBI team was formed to re-examine the evidence against the Talwar couple.
D. D. The Talwar couple was directly involved in the formation of the second CBI team.","A, C"
"In the movie 'Talvar' (2015), which of the following statements are true regarding the portrayal of Aarushi Talwar's case?
Options:
A. The film changed the names of individuals involved to avoid legal issues.
B. Aarushi Talwar's character was portrayed by a well-known Hollywood actress.
C. The film accurately depicted all events without any fictionalization.
D. The names of organizations were modified in the film to prevent legal complications.","The film changed the names of individuals involved to avoid legal issues., The names of organizations were modified in the film to prevent legal complications."
"In the movie 'Talvar' (2015), which of the following statements are true regarding the changes made to avoid legal issues?
Options:
A. A. The names of individuals were altered.
B. B. The storyline was completely fictionalized.
C. C. The names of organizations were changed.
D. D. The film depicts real events without any modifications.","A, C"
"In the movie 'Talvar' released in 2015, which of the following statements are true regarding the portrayal of Nupur Talwar and the legal issues involved?
Options:
A. The film used real names to depict the events accurately.
B. The names of individuals were changed to avoid legal issues.
C. Nupur Talwar was portrayed as the sole suspect in the case.
D. The movie is based on the Aarushi Talwar case.","The names of individuals were changed to avoid legal issues., The movie is based on the Aarushi Talwar case."
"In the movie 'Talvar' (2015), which of the following statements are true regarding Ram Jethmalani's comments on the trial depicted in the film?
Options:
A. A. Ram Jethmalani is a lawyer and politician.
B. B. Ram Jethmalani praised the accuracy of the trial depicted in the film.
C. C. Ram Jethmalani stated that the trial was inaccurate.
D. D. The film 'Talvar' is based on a real-life murder case.","A, C, D"
"In the movie 'Talvar' (2015), which of the following statements are true regarding the screenplay's development?
Options:
A. The first draft of the screenplay was written in 2015.
B. The screenplay underwent multiple revisions before the final version.
C. The screenplay was based on a real-life incident.
D. The screenplay was written by a single writer.","The screenplay underwent multiple revisions before the final version., The screenplay was based on a real-life incident."
"In the movie 'Talvar' (2015), which of the following statements are true regarding Vandana Talwar's actions related to the provided material?
Options:
A. Aarushi's aunt, Vandana Talwar, supported the parents' innocence.
B. Vandana Talwar was involved in a campaign to prove the parents' guilt.
C. Vandana Talwar provided material to Bhardwaj.
D. The material provided by Vandana Talwar was crucial for the investigation.","Aarushi's aunt, Vandana Talwar, supported the parents' innocence.; Vandana Talwar provided material to Bhardwaj.; The material provided by Vandana Talwar was crucial for the investigation."
"In the production of the movie 'Talvar' (2015), which of the following statements are true regarding the title registration?
Options:
A. A. The title 'Talvar' was registered with Pritish Nandy Communications.
B. B. Bhardwaj was the original owner of the title 'Talvar'.
C. C. The title 'Talvar' was sold to Bhardwaj after being registered.
D. D. Pritish Nandy Communications produced the movie 'Talvar'.","A, C"
"In the production of the movie 'Talvar' (2015), which of the following statements are true regarding the involvement of Pritish Nandy Communications?
Options:
A. A. Pritish Nandy Communications was initially a co-producer of the film.
B. B. Pritish Nandy Communications completed the film's production.
C. C. Pritish Nandy Communications withdrew from the project.
D. D. Pritish Nandy Communications was not involved in the film's production at all.","A, C"
"In the movie 'Talvar' (2015), which of the following statements are true regarding the symbolism of the 'lady of justice' and the 'talvar'?
Options:
A. A. The 'talvar' symbolizes the pursuit of truth.
B. B. The 'lady of justice' represents impartiality in legal matters.
C. C. The 'talvar' is a literal weapon used in the film.
D. D. The 'lady of justice' is often depicted holding a sword.","A, B, D"
"In the movie 'Talvar' (2015), which of the following statements reflect Meghna Gulzar's perspective on the film's purpose?
Options:
A. A. The film aims to entertain the audience with a thrilling story.
B. B. Meghna believes the film could spark a debate about re-examining the case.
C. C. The film is intended to provide a documentary-style recount of the events.
D. D. Meghna stated that if the film serves its purpose, it would initiate discussions around the case.","B, D"
"In the movie 'Talvar' (2015), which characters are portrayed based on real-life individuals involved in the case? Select all that apply.
Options:
A. Alisha Parveen Khan
B. Arushi Talwar
C. Shruti Tandon
D. Amit Prakash","Alisha Parveen Khan, Arushi Talwar, Shruti Tandon"
"In the movie 'Talvar' (2015), which of the following statements about Konkona Sen Sharma's role are correct?
Options:
A. A. She portrays a character based on Nupur Talwar.
B. B. She is the main protagonist of the film.
C. C. Her character is involved in a murder investigation.
D. D. She is a police officer in the film.","A, C"
"Which of the following statements are true regarding the movie 'Talvar' released in 2015?
Options:
A. A. Meghna Gulzar directed the film Talvar.
B. B. Talvar is based on the Aarushi Talwar murder case.
C. C. Talvar was produced by a well-known Hollywood studio.
D. D. The film explores themes of justice and truth.","A, B, D"
"Which of the following statements are true regarding the influences on the scriptwriting of 'Talvar' (2015)?
Options:
A. A. The script was inspired by the storytelling technique of 'Rashomon'.
B. B. Meghna Gulzar wrote the script without any external influences.
C. C. Bhardwaj noted the inspiration from 'Rashomon' in the development of the script.
D. D. 'Talvar' is based on a real-life incident.","A, C, D"
"In the movie 'Talvar' (2015), which of the following statements are true regarding Meghna's involvement in the film production?
Options:
A. A. Meghna was the director of the film.
B. B. Meghna agreed to do the film after meeting the producers.
C. C. Meghna played a significant role in the film's storyline.
D. D. Meghna was involved in the casting decisions for the film.","B, C"
"In the movie 'Talvar' (2015), which of the following statements about Irrfan Khan's character are correct?
Options:
A. A. He portrays a CBI officer named Arun Kumar.
B. B. He met the real CBI officer Arun Kumar during the film's preparation.
C. C. He is involved in a murder investigation.
D. D. He is a lawyer defending the accused.","A, B, C"
"In the production of the movie 'Talvar' released in 2015, which of the following statements are true regarding the principal photography?
Options:
A. A. Principal photography began in June 2014.
B. B. Principal photography took place only in Mumbai.
C. C. Principal photography locations included Delhi and Noida.
D. D. Principal photography started a year after the film's announcement.","A, C, D"
"In the movie 'Talvar' (2015), which of the following statements are true regarding Meghna's portrayal and the film's production aspects?
Options:
A. A. Meghna is depicted as a key character in the film.
B. B. 'Talvar' is considered the most fragile film due to its sensitive subject matter.
C. C. The film is based on material that is in the public domain.
D. D. Meghna's character is inspired by real-life events.","A, C, D"
"Which of the following statements are true regarding the film 'Talvar' released in 2015, which was described as the 'most fragile film' during its production?
Options:
A. A. 'Talvar' is based on a real-life murder case.
B. B. The film was directed by Vishal Bhardwaj.
C. C. 'Talvar' explores themes of justice and truth.
D. D. The film received critical acclaim for its storytelling.","A, C, D"
"In the movie 'Talvar' (2015), which aspects of production did Meghna find challenging while filming the murder scenes?
Options:
A. Filming the emotional scenes
B. Working with the cast
C. Filming the murder scenes
D. Managing the production schedule","Filming the emotional scenes, Filming the murder scenes"
"Which of the following statements are true regarding the filming locations in the movie 'Talvar' (2015)?
Options:
A. A. The movie was filmed in a house similar to the Talwar family's residence.
B. B. The filming location was chosen for its distinct architectural style.
C. C. Several scenes in 'Talvar' were filmed in a house that is indistinguishable from the Talwars'.
D. D. The house used for filming is a well-known tourist attraction.","A, C"
"In the movie 'Talvar' (2015), which of the following statements are true regarding the murder scenes depicted?
Options:
A. A. The victims in the murder scenes were always a woman and a man.
B. B. The movie features multiple weapons used in the murders.
C. C. All murder scenes were committed by a single perpetrator.
D. D. The film portrays a complex narrative involving multiple suspects.","A, B, D"
"Which of the following statements are true regarding the movie 'Talvar' released in 2015?
Options:
A. A. Talvar is directed by Meghna Gulzar.
B. B. Talvar is based on a real-life murder case.
C. C. Talvar was released in 2015.
D. D. Talvar features a fictional storyline.","B, C"
